,Actual_last_5_vals,Mean_Simulation,Simulated_41,Simulated_14,Simulated_40,Simulated_13,Simulated_12,Simulated_2,Simulated_39,Simulated_43,Simulated_7,Simulated_5,Simulated_10,Simulated_38,Simulated_32,Simulated_3,Simulated_1,Simulated_33,Simulated_29,Simulated_31,Simulated_11,Simulated_24,Simulated_8,Simulated_34,Simulated_49,Simulated_4,Simulated_42,Simulated_35,Simulated_25,Simulated_36,Simulated_30,Simulated_16,Simulated_6,Simulated_47,Simulated_44,Simulated_0,Simulated_19,Simulated_23,Simulated_15,Simulated_45,Simulated_21,Simulated_48,Simulated_17,Simulated_26,Simulated_22,Simulated_20,Simulated_46,Simulated_27,Simulated_9,Simulated_18,Simulated_37,Simulated_28
0,42887.68224299065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42893.26168224299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42898.84112149533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42904.42056074766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0,75589.0
6,,85434.21,118087.84,94073.37,97587.64,105755.77,101308.51,79947.65,70867.12,69802.97,59689.17,32346.03,114097.78,95444.08,47426.82,61681.4,111913.61,69646.8,129501.63,102054.59,95796.37,80896.65,79212.23,139489.63,37384.7,100269.28,86724.31,70862.33,91448.02,50319.39,142937.0,49159.98,80282.12,96243.12,63984.65,135952.73,104199.0,45751.14,51919.06,20575.46,122759.11,12330.03,71852.58,56550.73,148197.02,41115.96,44613.21,106572.46,172573.24,157221.66,148589.02,4695.77
7,,71747.95,50620.5,55366.98,54400.5,14391.22,53395.23,119987.22,38983.86,62964.68,129602.79,146382.78,130607.8,143268.15,134681.99,113348.57,8169.74,61014.59,74106.48,43084.12,140268.7,40640.54,50803.86,54915.2,44144.98,58526.59,31111.35,12179.73,128418.51,87675.24,31494.42,36202.95,124352.12,68897.0,109157.45,43576.34,23533.71,59144.32,27222.57,96754.71,51798.44,74691.41,27884.16,58121.78,158099.16,49609.0,109253.7,-9360.71,124722.76,48683.93,64754.0,125742.28
8,,69685.02,67738.95,44367.83,65213.3,81725.3,69020.71,83162.29,48098.09,70798.2,75417.16,67618.42,63055.07,135792.06,63105.21,80470.17,33906.7,57434.92,100096.8,81010.06,84892.77,47745.09,139761.71,100259.44,83470.22,34873.74,91136.49,21154.44,71019.65,98342.72,83468.58,75511.44,111982.26,119930.17,103587.17,17874.63,57364.4,18131.16,58280.4,26937.64,35298.9,136013.7,-19153.83,35167.88,68466.31,34760.98,68501.73,107329.44,-5985.19,148517.92,87205.82,54371.76
9,,69866.51,63036.06,69416.7,83235.65,73582.56,68688.89,51806.96,100310.79,67666.72,64137.62,100792.45,81354.31,97033.96,74663.7,106440.32,85662.74,-25624.97,56284.55,-2312.47,63703.57,60331.99,93823.13,69619.53,79732.99,75633.95,135806.61,59364.63,75548.82,18034.09,93015.02,51380.4,139871.89,117553.81,107263.65,27204.15,25482.83,38300.6,116390.36,43869.13,76152.66,26794.68,69478.29,115047.47,135433.19,123795.93,25199.15,105808.16,75618.62,12506.17,8415.49,10967.77
