Index,Lower,Upper,Predicted,Actual
1848,128464.24,157295.09,142663.2,144431
1849,129509.81,157064.12,143000.86,144372
1850,129287.24,157288.04,143182.65,144372
1851,129012.26,156598.41,143068.74,144372
1852,129533.93,156550.75,143302.83,144372
1853,129565.72,156777.31,143369.04,144372
1854,129615.88,156562.86,143315.55,144357
1855,130180.14,156618.44,143541.6,144410
1856,130094.32,157270.29,143464.97,142250
1857,130763.86,156531.34,143496.2,142250
1858,130370.45,156624.87,143492.41,144410
1859,130920.1,156425.96,143557.77,142423
1860,130664.06,155924.07,143493.63,142438
1861,131179.27,155880.11,143399.07,145338
1862,130909.23,155883.28,143463.26,146187
1863,131133.71,155776.96,143300.4,147480
1864,131405.44,156008.75,143855.88,152425
1865,132275.9,156673.74,144310.21,156818
1866,132353.94,157542.09,145081.81,187008
1867,130192.76,164417.45,147582.76,194905
1868,128410.58,172333.33,150564.14,211940
1869,125397.71,181484.11,154126.12,223138
1870,124183.07,192013.51,158275.9,221781
1871,125435.34,200637.71,161411.45,221781
1872,124641.84,207315.83,165122.85,221786
1873,124654.87,215042.64,168696.62,221791
1874,124474.19,218034.2,171994.53,221972
1875,127634.19,222881.61,174759.85,222012
1876,130136.49,227987.93,178315.66,222956
1877,130992.28,230547.59,180454.19,222963
1878,130873.96,233105.14,182351.98,223246
1879,132547.64,237003.86,185434.32,223246
1880,136047.32,239613.35,187538.16,223377
1881,138046.15,242958.6,190113.0,241537
1882,138633.61,247566.36,193097.3,224658
1883,141153.13,249093.01,196004.65,222302
1884,141195.07,252771.96,196635.74,222302
1885,143033.86,252493.52,197923.08,222412
1886,145699.74,255041.49,200066.4,221467
1887,146826.31,255330.6,200905.93,221479
1888,147964.23,256986.83,201586.16,221474
1889,149015.21,256194.89,203513.33,221469
1890,152828.38,257360.21,204357.33,221501
1891,151189.96,257341.41,205667.14,221507
1892,152085.88,259467.46,206111.14,220972
1893,156423.85,258094.7,207052.8,220972
1894,154272.92,257555.29,208577.94,220972
1895,157010.64,259715.31,209258.83,220972
1896,158173.09,261062.72,209863.09,221104
1897,160977.52,260247.41,210811.97,221192
1898,161298.19,260387.8,210839.61,221212
1899,161116.75,260682.8,211140.68,221317
1900,161595.41,261782.31,212266.54,222132
1901,165487.88,261711.1,212584.09,222035
1902,165269.44,263531.65,212373.38,222060
1903,165829.85,262388.08,213763.11,222062
1904,166729.9,262086.8,214035.57,222072
1905,168012.84,262607.39,214901.76,222074
1906,168270.69,261302.48,214578.89,222034
1907,168599.2,261667.28,215848.02,222053
1908,170341.95,260750.41,215853.39,222053
1909,171237.7,261456.12,216860.15,222133
1910,171083.83,262495.93,216574.11,222221
1911,172958.8,260104.54,216729.21,222229
1912,172475.18,261960.39,217660.05,222179
1913,174537.15,262569.68,216947.58,224701
1914,173084.2,262386.18,218189.04,224701
1915,175004.52,260126.12,218513.52,226656
1916,175531.78,261410.98,219519.72,226451
1917,176398.25,261496.69,219578.4,224701
1918,177102.37,262725.62,219798.98,224775
1919,178793.78,262556.57,220524.64,224775
1920,178408.34,261950.97,220429.42,224780
1921,180330.75,262777.49,220570.86,224803
1922,179464.6,261719.06,220647.35,224789
1923,180647.04,262609.91,221034.49,224789
1924,181699.64,261013.57,221603.63,224789
1925,184133.84,261192.85,221690.83,224789
1926,182289.44,260834.57,222391.57,224767
1927,183843.1,261362.83,221451.96,224897
1928,183781.11,260660.71,221436.89,224897
1929,185012.64,260398.51,222498.19,224897
1930,185135.32,261376.63,222585.53,224748
1931,184838.09,259216.25,222571.29,224753
1932,187335.14,260073.73,222771.98,224736
1933,187526.42,260263.22,223258.62,224828
1934,186525.4,258152.89,222791.08,224798
1935,188057.07,258702.1,222671.12,224622
1936,188218.54,258880.61,223261.87,224381
1937,188634.97,257833.8,222909.7,224446
1938,188746.08,257709.86,223274.06,224448
1939,189243.02,258036.49,222906.62,224553
1940,189440.0,258968.64,223290.66,224553
1941,189555.88,256446.96,223115.65,224737
1942,191133.76,257294.56,223641.11,224627
1943,190308.84,257021.62,224121.85,224712
1944,191058.93,255896.36,223446.21,225351
1945,191090.23,254679.7,223907.17,224456
1946,192091.32,255413.84,223548.22,224461
1947,191731.97,255913.43,223943.03,224384
1948,192598.33,254779.97,224279.04,224625
1949,193764.0,255192.92,223436.02,224749
1950,193010.0,253930.53,223949.01,224749
1951,193805.6,254776.46,224217.61,225317
1952,193990.51,252903.0,223818.68,225317
