Index,Lower,Upper,Predicted,Actual
225,207198.82,217253.29,212239.05,213284
226,207238.93,217319.4,212247.3,213397
227,207338.24,217281.75,212379.23,213390
228,207454.36,217272.09,212414.2,213430
229,207621.36,217231.12,212494.46,213490
230,207640.85,217149.56,212563.65,213557
231,207890.24,217442.99,212635.71,213577
232,207879.52,217494.99,212635.02,213630
233,207854.01,217541.39,212749.35,213685
234,208140.47,217569.39,212748.44,213685
235,208280.39,217403.51,212818.65,213965
236,208360.52,217606.24,212872.28,213875
237,208545.46,217707.49,212983.68,213960
238,208450.74,217435.15,212982.82,214055
239,208523.87,217585.52,213122.77,214117
240,208833.93,217624.86,213114.62,213883
241,208583.8,217506.66,213144.83,213910
242,208924.77,217633.94,213266.23,214675
243,209064.95,217438.09,213342.67,214877
244,209148.09,217787.19,213382.12,214882
245,209318.09,217851.83,213524.83,215009
246,209196.6,217939.74,213566.31,215004
247,209374.57,217968.69,213646.87,215034
248,209549.34,218039.07,213740.32,215064
249,209668.04,218229.94,213842.44,215284
250,209822.47,218314.67,213934.73,215579
251,209623.43,218208.96,214040.54,215594
252,209952.45,218270.25,214093.23,215530
253,210004.21,218448.3,214183.66,215603
254,210221.36,218407.58,214337.02,215693
255,210286.17,218386.75,214319.5,215886
256,210364.29,218530.78,214437.91,213581
257,210370.95,218490.25,214393.9,213781
258,210181.68,218262.59,214361.59,213806
259,210242.37,218259.37,214287.35,213806
260,210440.43,218261.98,214256.06,213913
261,210570.53,218221.43,214322.29,213907
262,210375.3,218230.19,214289.69,214009
263,210533.33,218069.74,214230.53,214376
264,210493.59,218148.99,214279.26,214488
265,210535.97,217951.5,214323.29,214622
266,210650.78,217960.68,214306.25,214742
267,210565.61,217899.59,214275.93,214777
268,210699.37,218069.51,214338.07,214799
269,210779.25,217932.08,214364.74,214919
270,210818.89,217945.45,214413.87,215011
271,210890.41,218006.85,214433.99,215143
272,210874.22,218180.12,214506.34,214988
273,211127.04,218047.24,214569.13,215292
274,211023.1,218067.52,214536.67,209877
275,210602.59,218060.1,214338.95,209880
276,210158.67,217850.12,214031.22,209988
277,209748.68,217663.14,213711.5,209992
278,209644.33,217545.56,213522.77,210154
279,209256.64,217474.37,213365.16,210166
280,209117.69,217405.41,213131.68,210590
281,208678.44,217135.89,213009.8,210590
