Index,Lower,Upper,Predicted,Actual
232,54038.62,57253.42,55674.35,56217
233,54122.24,57303.13,55679.61,56293
234,54090.35,57272.55,55717.54,56165
235,54195.12,57274.92,55762.87,56165
236,54216.91,57351.49,55788.85,56205
237,54250.3,57371.78,55819.57,56187
238,54335.22,57372.91,55850.51,56169
239,54327.24,57379.25,55852.02,55927
240,54312.71,57359.42,55853.72,55901
241,54343.12,57380.06,55859.08,57653
242,54438.25,57523.78,55967.83,57687
243,54434.16,57670.48,56068.65,57694
244,54444.26,57787.52,56142.54,57944
245,54488.54,57993.26,56262.56,58144
246,54546.99,58162.75,56389.7,58129
247,54679.28,58324.12,56498.6,58101
248,54727.49,58461.32,56600.38,58351
249,54755.67,58643.05,56667.68,58431
250,54761.35,58739.81,56798.19,58286
251,54880.91,58842.72,56900.25,58130
252,54967.6,59031.92,56977.68,57995
253,54977.31,58953.72,57025.3,58168
254,55089.85,59144.02,57095.61,58484
255,55103.01,59279.94,57194.07,58590
256,55257.49,59333.07,57245.43,58595
257,55257.1,59437.01,57350.31,58602
258,55325.21,59516.87,57406.74,58602
259,55386.12,59555.27,57479.2,58821
260,55429.28,59746.3,57560.12,57593
261,55485.46,59706.85,57557.99,59608
262,55576.42,59932.03,57695.87,57603
263,55563.56,59783.76,57680.98,57483
264,55583.08,59750.39,57669.82,57498
265,55608.03,59747.69,57652.75,57498
266,55601.72,59756.6,57658.4,57486
267,55596.81,59669.99,57613.6,57336
268,55610.74,59682.07,57618.85,57242
269,55577.89,59657.77,57590.95,57242
270,55629.28,59586.56,57581.82,57215
271,55574.7,59524.06,57561.11,57235
272,55527.77,59486.79,57516.93,57227
273,55591.78,59457.16,57482.49,57237
274,55598.58,59442.37,57516.59,56965
275,55549.82,59393.76,57489.42,55725
276,55446.01,59345.32,57396.52,55864
277,55299.24,59126.95,57260.75,55890
278,55229.61,59272.85,57187.36,55900
279,55092.26,59044.05,57120.69,56105
280,54972.76,59050.31,57056.26,56335
281,54931.8,58967.1,57037.17,56339
282,55003.36,58920.04,56989.93,56435
283,54938.27,58909.96,56928.13,52906
284,54464.73,59014.81,56675.65,52925
285,54003.62,59010.24,56466.99,52956
286,53508.99,58894.23,56259.91,53146
287,53273.62,58764.4,56081.78,53350
288,53130.58,58827.49,55941.61,53352
289,52776.74,58624.97,55768.77,53369
290,52564.64,58604.37,55560.05,53389
