Index,Lower,Upper,Predicted,Actual
280,6473.2,14751.62,10684.04,12617
281,6442.74,15027.15,10769.56,12348
282,6763.58,15031.3,10939.06,12379
283,6836.58,15139.17,10954.46,12416
284,6893.92,15076.36,11066.2,12455
285,7016.97,15282.54,11156.91,12801
286,7084.02,15349.29,11232.47,12933
287,7247.5,15419.69,11338.48,13176
288,7225.37,15402.28,11477.18,13199
289,7395.59,15651.71,11517.71,13209
290,7541.32,15625.12,11677.35,13212
291,7585.9,15695.08,11775.74,13294
292,7855.87,15934.38,11859.42,13140
293,8006.7,15917.61,11881.44,13324
294,8090.94,15933.62,12037.02,13392
295,8211.85,16046.16,12066.22,13430
296,8031.74,16083.18,12186.38,13529
297,8402.8,16049.21,12239.18,13677
298,8479.12,16186.66,12352.31,13878
299,8583.05,16222.43,12465.43,14016
300,8672.36,16594.61,12514.99,14028
301,8758.52,16485.16,12626.36,14034
302,8872.66,16447.2,12711.08,14586
303,9014.11,16572.98,12785.46,14568
304,9073.02,16748.23,12899.27,14555
305,9181.82,16885.5,13063.57,14620
306,9257.69,17004.72,13151.94,14643
307,9412.25,17039.39,13154.61,14854
308,9453.78,17137.21,13307.93,14812
309,9607.85,17242.02,13443.63,14833
310,9740.79,17311.3,13465.15,14878
311,9604.34,17246.17,13441.61,14898
312,9864.14,17206.67,13612.64,15167
313,10116.0,17461.52,13763.08,15182
314,10070.93,17616.5,13856.51,15197
315,10156.61,17663.12,13878.99,15161
316,10171.08,17697.41,13970.83,15128
317,10334.89,17779.24,14089.15,15342
318,10565.84,17771.95,14144.07,15526
319,10616.35,17863.53,14169.35,15564
320,10758.98,17761.16,14285.48,15579
321,10783.02,17848.02,14391.84,15580
322,10961.42,18013.25,14448.17,15590
323,11030.28,18068.03,14479.45,15589
324,11015.16,18050.08,14565.81,15596
325,11033.18,18218.97,14628.33,15619
326,11232.8,18080.12,14715.8,15606
327,11339.96,18147.41,14768.71,15614
328,11328.55,18354.82,14734.34,15599
329,11595.27,18205.89,14814.24,15633
330,11629.7,18230.9,14871.03,15697
331,11592.91,18198.16,14955.64,15712
332,11673.37,18209.28,15010.98,15777
333,11881.56,18280.49,14962.73,16519
334,11841.46,18312.84,15147.43,16649
335,11871.56,18500.63,15166.28,16985
336,11933.74,18528.61,15301.68,16991
337,12216.83,18736.59,15414.48,17177
338,12288.95,18812.48,15550.34,17450
339,12237.25,19064.24,15647.75,17504
340,12503.78,19033.98,15746.83,17505
341,12508.76,19199.35,15881.78,17297
342,12673.24,19119.92,15949.99,17675
343,12762.09,19276.77,16040.52,17947
344,12887.49,19549.25,16149.08,17958
345,12979.59,19546.91,16261.19,17968
346,13068.16,19742.42,16392.23,17978
347,13150.09,19833.8,16511.37,17983
348,13186.24,19882.13,16547.29,17993
349,13312.51,19957.04,16664.09,18013
350,13329.8,19937.51,16762.34,18035
