Index,Lower,Upper,Predicted,Actual
57,13787.18,34264.01,24010.43,26677
58,13955.43,34935.29,24143.62,26671
59,14064.5,34711.44,24340.87,26659
60,14512.34,34701.93,24479.0,26650
61,14216.84,34669.78,24723.08,26650
62,14893.83,34512.91,24698.49,26682
63,15297.42,34930.67,24869.42,26418
64,15294.37,34809.27,24985.34,26268
65,15744.7,34269.07,25020.4,26274
66,15782.77,34417.16,25030.94,26085
67,16304.64,34379.17,25210.98,26214
68,16101.49,34283.16,25323.82,26099
69,16151.56,34278.58,25327.05,26156
70,16593.0,34384.68,25500.75,25848
71,16681.17,34187.02,25427.08,27329
