Index,Lower,Upper,Predicted,Actual
190,15280.42,21799.02,18476.62,18695
191,15350.02,21660.34,18552.18,18939
192,15253.37,21814.37,18589.83,18921
193,15407.86,21783.47,18583.64,18933
194,15416.84,21689.62,18586.13,18943
195,15505.49,21704.71,18599.82,18964
196,15605.35,21739.54,18582.1,18946
197,15518.54,21608.5,18623.05,18650
198,15653.49,21526.75,18640.81,18655
199,15765.14,21649.65,18648.82,18529
200,15639.39,21552.52,18665.59,18522
201,15761.18,21481.61,18654.4,18556
202,15718.55,21452.78,18603.27,18621
203,15831.37,21530.87,18613.02,18828
204,15855.28,21547.8,18617.14,18856
205,15892.02,21398.69,18631.53,18856
206,15853.61,21458.75,18657.01,18856
207,15952.58,21422.75,18687.84,16389
208,15732.53,21191.99,18533.84,16381
209,15538.43,21329.93,18403.68,16190
210,15382.51,21090.2,18243.71,16094
211,15133.87,21136.55,18145.31,16060
212,14978.0,20993.26,18034.61,16096
213,14970.49,20987.0,17910.34,16116
214,14666.3,20676.46,17808.05,15978
215,14756.94,20703.51,17683.88,15641
216,14551.78,20534.62,17558.02,15677
217,14403.54,20457.7,17466.2,15560
218,14192.14,20511.2,17319.75,15514
219,14179.99,20353.4,17269.22,15514
220,14142.13,20239.86,17100.46,15514
221,13933.14,20124.52,17007.27,15577
222,13875.1,20034.28,16915.51,15413
223,13806.36,19985.16,16831.32,14957
224,13640.15,19817.21,16742.09,14977
225,13568.68,19634.52,16643.76,14715
226,13302.78,19712.37,16504.64,14670
227,13288.77,19626.2,16379.56,14720
228,13187.33,19412.32,16301.82,14843
229,13142.08,19376.37,16227.47,15128
230,12933.66,19272.44,16164.06,15148
231,12934.31,19248.33,16119.62,15145
232,13008.99,19044.27,16050.34,15145
233,12893.97,18953.41,16014.45,15047
234,12913.53,18953.08,15952.08,15014
235,12847.24,18842.93,15874.13,15003
236,12876.2,18780.75,15826.15,15008
237,12650.0,18712.21,15804.94,15013
