S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.4680601411351315,5.315746943612542,3.1354942159291497,3.5351683455796343,2.3978952727983707,2.3448650609869333,4.962844630259907,4.510972925856334,3.7376696182833684,3.8233103768142858,3.091042453358316,2.431549945789797,3.258096538021482,2.7244619324435924,3.5553480614894135,3.4205118984428196,1.9459101490553132,3.001156803470868
5.4680601411351315,6.167428519183063,3.1354942159291497,3.3453878905089924,2.3978952727983707,2.320410663616842,4.962844630259907,2.804423544444359,3.7376696182833684,2.7712062283473067,3.091042453358316,2.387802510365387,3.258096538021482,1.6203931876316124,3.5553480614894135,3.9471723663545846,1.9459101490553132,0.8639628709720251
5.4680601411351315,6.151661664330318,3.1354942159291497,3.123437916058452,2.3978952727983707,2.048136934478914,4.962844630259907,4.784239713907132,3.7376696182833684,3.8801139087180903,3.091042453358316,1.8247982337463367,3.258096538021482,5.130282715922373,3.5553480614894135,2.9746760255051505,1.9459101490553132,3.0552537266045614
5.4680601411351315,3.958705585521309,3.1354942159291497,3.3798496806447407,2.3978952727983707,2.0966074745075582,4.962844630259907,4.885364703276338,3.7376696182833684,3.748088421467345,3.091042453358316,2.3744372180945983,3.258096538021482,1.9608142771692378,3.5553480614894135,3.829721466704899,1.9459101490553132,3.2230070348736097
5.4680601411351315,5.989435942088934,3.1354942159291497,2.423968589187025,2.3978952727983707,2.048729435941448,4.955827057601261,5.789657475389712,3.7376696182833684,2.9596273755381786,3.091042453358316,1.812818569900021,3.258096538021482,0.753155377765089,3.5553480614894135,3.3052412176248867,1.9459101490553132,2.989614951346807
5.458166067489932,5.081306806221772,3.1354942159291497,2.9324665739445104,2.3353749158170367,1.4542868638328121,4.9858871244070615,5.057591236399038,3.729701448634191,3.56405196072094,3.091042453358316,1.8138402025535738,3.258096538021482,3.7834029831782936,3.5553480614894135,3.4869605027307746,1.9459101490553132,3.561491481238255
5.448173122092414,4.8710750245403025,3.1354942159291497,3.857259648003092,2.268683541318364,1.7237119909548657,5.015069891164122,5.00470492714032,3.721669276936927,3.7893046820268745,3.091042453358316,2.8510220508219426,3.258096538021482,2.9156044104780285,3.5553480614894135,3.1837376052165145,1.9459101490553132,3.628209595287332
5.438079308923196,5.111831250211064,3.1354942159291497,3.1638509792634597,2.1972245773362196,1.7013027210446543,5.043425116919247,3.357325285284082,3.713572066704308,1.330959861446436,3.091042453358316,3.2073921533220036,3.258096538021482,3.0720669871713753,3.5553480614894135,2.919502985882325,1.9459101490553132,4.005677930317253
5.438079308923196,5.288073706609899,3.1354942159291497,4.115869258477067,2.1972245773362196,2.359330950646899,5.043425116919247,3.7106032737033563,3.713572066704308,6.540670202110501,3.091042453358316,2.7226319970901467,3.258096538021482,2.3439623311353714,3.5553480614894135,3.2409595701718374,1.9459101490553132,0.34959828558367567
5.438079308923196,5.550029929388963,3.1354942159291497,2.9040049196656996,2.1972245773362196,2.136038381311339,5.043425116919247,4.3933650494571,3.713572066704308,3.803833172521612,3.091042453358316,3.3849476749105634,3.258096538021482,3.5638764884362413,3.5553480614894135,3.5825377594823924,1.9459101490553132,4.669471192668864
5.438079308923196,4.222697764383345,3.1354942159291497,3.739737624310618,2.1972245773362196,2.6465258875339948,5.043425116919247,4.262365513527238,3.713572066704308,4.103443290991195,3.091042453358316,3.2486091825826904,3.258096538021482,0.0,3.5553480614894135,3.2634027049537244,1.9459101490553132,2.214258293568184
5.438079308923196,6.7021119211927225,3.1354942159291497,3.3844013042095002,2.1972245773362196,2.501927400922816,5.043425116919247,2.320901584991963,3.713572066704308,5.194671754693643,3.091042453358316,3.52791201132505,3.258096538021482,2.210057528117993,3.5553480614894135,2.701215587065203,1.9459101490553132,3.8358431456349136
