,Actual_last_5_vals,Mean_Simulation,Simulated_41,Simulated_7,Simulated_32,Simulated_9,Simulated_13,Simulated_31,Simulated_5,Simulated_21,Simulated_35,Simulated_15,Simulated_42,Simulated_14,Simulated_23,Simulated_11,Simulated_36,Simulated_27,Simulated_19,Simulated_25,Simulated_39,Simulated_3,Simulated_17,Simulated_26,Simulated_45,Simulated_44,Simulated_33,Simulated_10,Simulated_49,Simulated_46,Simulated_48,Simulated_20,Simulated_0,Simulated_40,Simulated_47,Simulated_4,Simulated_6,Simulated_38,Simulated_2,Simulated_28,Simulated_34,Simulated_16,Simulated_43,Simulated_37,Simulated_24,Simulated_30,Simulated_12,Simulated_8,Simulated_18,Simulated_1,Simulated_29,Simulated_22
0,75578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,77176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,78669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,81155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27
6,,75641.55,72006.54,78352.15,76757.29,80697.56,77568.23,72822.02,75606.95,81854.18,71351.31,73291.49,77207.61,71269.29,74123.04,71300.39,83704.17,74330.5,81731.72,83714.18,72828.21,79770.4,84355.67,74911.75,78347.43,74583.08,81756.57,79336.77,82354.63,67756.99,75681.1,73236.32,72057.75,76047.6,77363.52,80593.33,73622.05,75236.64,60259.28,77180.7,74259.22,74231.03,75055.72,71929.98,62520.68,83010.06,82619.03,69879.95,66689.12,80293.4,60990.38,85630.76
7,,75142.3,78411.44,70169.88,71443.58,74340.95,70577.7,74336.79,71775.22,75805.65,71889.66,76176.14,75081.31,84158.36,71836.24,79261.64,74016.95,74880.63,80490.01,73785.31,80128.3,76330.82,78918.13,77767.98,82622.99,68449.06,75661.2,83926.85,68910.65,73525.92,79995.54,69806.41,67236.68,70356.56,80925.91,74336.36,62893.69,83670.98,68640.27,74484.7,74081.01,87003.68,81877.55,60355.14,73124.22,67520.79,71703.59,61920.06,78061.41,88868.59,83058.26,82514.2
8,,77166.87,76831.97,77314.65,76606.64,77827.91,81617.23,71026.08,73000.25,73640.38,80212.25,72292.55,81742.42,76172.47,72797.38,85899.58,73826.98,67213.99,76425.59,78745.23,74596.13,70741.88,78719.48,87711.48,79765.59,81897.86,73167.48,82715.09,83049.07,75126.48,77807.76,75616.78,68679.2,66283.0,86713.37,87349.1,79787.36,67961.2,76477.53,74958.91,83537.72,79294.23,73558.64,79948.23,74251.7,75381.74,68621.12,67026.86,89090.73,91334.64,72103.88,81875.86
9,,76113.14,75859.1,78514.49,80492.35,74243.51,77214.71,76791.84,70962.38,77175.35,80917.63,76352.13,67345.9,71931.08,80845.14,73642.53,83636.41,78034.67,81214.73,72638.77,85852.52,81651.6,76169.58,79835.57,80656.28,75099.16,79408.63,74893.54,72762.43,70181.39,72251.48,77710.12,79496.75,69930.79,76984.2,67267.0,68253.65,82487.72,73510.45,65543.68,89113.51,67823.47,63054.86,70274.32,63387.76,59258.91,89723.3,80728.08,86191.42,79857.71,81280.93,87203.44
10,,75622.45,75187.06,76092.04,73765.08,78982.42,75468.39,72549.26,76643.96,72895.04,76873.14,83858.04,73047.62,75184.95,81756.45,76921.37,76592.57,67769.78,71493.96,68602.26,77157.9,80151.81,83429.68,80566.73,70023.12,66058.81,66412.49,71701.66,76733.33,69612.43,61510.27,88580.93,75037.0,73794.73,68130.51,77591.56,78242.57,72537.69,78417.88,62354.03,82173.57,80868.45,80823.9,68860.06,72239.9,73173.13,72052.54,81669.93,82467.41,80753.83,85061.16,89250.02
11,MAE,,1321.41,1783.62,1935.21,1958.0,2032.88,2252.95,2290.1,2365.35,2773.91,2788.8,2924.11,3167.05,3343.34,3493.79,3503.54,3549.97,3568.21,3583.76,3607.48,3635.03,3651.04,3761.13,3821.29,3843.39,3856.46,3861.4,3881.42,3913.85,3917.92,3974.44,3991.03,4014.29,4235.85,4459.2,4561.37,4599.77,4661.96,4707.1,4727.66,4822.49,4864.84,5646.88,5693.68,6013.12,6023.67,6631.05,6786.44,6903.64,7039.44,7798.0
