S1213_Actual,S1213_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
6.231792923176292,5.458177381211143,2.302585092994046,2.5639136752782763,3.713572066704308,3.612707620117435,4.634728988229636,4.513232538445416,2.5649493574615367,2.5649445329033713,4.143134726391533,4.136614547411909,3.912023005428146,4.146989142702191,1.8458266904983307,2.1034097347123786
6.231137400373402,5.351829466607863,2.302585092994046,2.9811389725168653,3.713572066704308,3.6553130147382955,4.634728988229636,4.641691855950657,2.5649493574615367,2.564947774413566,4.143134726391533,4.1261764560729,3.912023005428146,3.9167185605843984,1.8971199848858813,2.6850392455876326
6.230481447578482,4.764238682651012,2.302585092994046,2.3919182471877702,3.713572066704308,3.5912086987672143,4.634728988229636,4.359433664025453,2.5649493574615367,2.5649435455671856,4.143134726391533,4.147757757176831,3.912023005428146,4.169779513717659,1.9459101490553132,1.3910767060335472
6.230700146321836,5.092745267672294,2.302585092994046,2.46621698901284,3.713572066704308,3.637383615090347,4.634728988229636,4.5614342174721445,2.5649493574615367,2.564945627871756,4.143134726391533,4.134086933485202,3.912023005428146,4.095382275273339,1.9459101490553132,2.2705257013899196
6.230918797246507,5.861599976705472,2.302585092994046,2.653022050370463,3.713572066704308,3.7035133871457973,4.634728988229636,4.527927808461213,2.5649493574615367,2.564945832238992,4.143134726391533,4.138061688131405,3.912023005428146,3.9446514311652807,1.9459101490553132,2.022181393526745
6.231137400373402,5.6015914270974845,2.302585092994046,2.432892090939848,3.713572066704308,3.6048629978738798,4.634728988229636,4.54867904338011,2.5649493574615367,2.5649481685856017,4.143134726391533,4.139494041420916,3.912023005428146,4.286002524057346,1.9459101490553132,2.836424607665848
6.231355955723415,5.855983632308678,2.302585092994046,2.350392322142413,3.713572066704308,3.579689584773399,4.634728988229636,4.385761855710329,2.5649493574615367,2.5649431014794484,4.143134726391533,4.137341390944637,3.912023005428146,4.236582089670441,1.9459101490553132,2.075471722406201
6.231574463317423,5.783082846256138,2.302585092994046,2.694263754527379,3.713572066704308,3.634611822601416,4.634728988229636,4.415879404370468,2.5649493574615367,2.564945904773991,4.143134726391533,4.137549701556204,3.912023005428146,4.127053718157065,1.9459101490553132,2.315735490645795
6.231792923176292,5.578153497259143,2.302585092994046,2.177691935075133,3.713572066704308,3.6529122320632896,4.634728988229636,4.401338236391449,2.5649493574615367,2.5649422511875852,4.143134726391533,4.134305101833035,3.912023005428146,4.067245622902506,1.9459101490553132,1.9457902835465393
6.232011335320876,6.036812019838761,2.302585092994046,2.560580089143792,3.713572066704308,3.630051714446655,4.634728988229636,4.551049420195204,2.5649493574615367,2.5649457303169187,4.143134726391533,4.132277370458047,3.912023005428146,4.28414221095609,1.9459101490553132,1.7304832602230495
6.232229699772011,6.5986729850811425,2.302585092994046,2.8147754067967603,3.713572066704308,3.6039474499429005,4.634728988229636,4.384783765772572,2.5649493574615367,2.564946417219547,4.143134726391533,4.140711626961468,3.912023005428146,3.9076835554885134,1.9459101490553132,1.6781237308665857
6.2324480165505225,6.233747992809353,2.302585092994046,2.672499198516705,3.713572066704308,3.56836924538462,4.634728988229636,4.446174321285514,2.5649493574615367,2.5649422359454035,4.143134726391533,4.150152094514777,3.912023005428146,4.171328058747341,1.9459101490553132,1.4864065488056908
