S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.01430778102431135,3.258096538021482,2.4092927054632023
0.0,0.2153880250393776,3.258096538021482,2.7765043126195805
0.0,0.37019822203183067,3.258096538021482,1.8708241750555703
0.0,0.6999616941738496,3.258096538021482,3.595624401358026
0.0,0.03140903805325118,3.258096538021482,2.6491760600161083
0.0,0.9464618904745725,3.258096538021482,1.0128487260144603
0.0,0.39686982879391863,3.258096538021482,3.931562134537018
0.0,0.0,3.258096538021482,2.5924420639306214
0.0,0.004472353387266537,3.258096538021482,2.3173498770491556
0.0,0.0,3.258096538021482,2.53760287947324
0.0,0.5718733764182283,3.258096538021482,2.1675598869144093
