S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.20083077684799255,3.258096538021482,3.9677066340505087
0.0,0.8200425911618681,3.258096538021482,1.3094199772091881
0.0,0.7092837404980907,3.258096538021482,2.357934208164289
0.0,0.17663008359909,3.258096538021482,2.4402713685209743
0.0,0.15740230457492282,3.258096538021482,2.3261068943841448
0.0,0.06703666043932133,3.258096538021482,3.101703628187012
0.0,0.5648764182051901,3.258096538021482,1.9477715769822268
0.0,0.1350806329856017,3.258096538021482,2.625078468260275
0.0,1.1679626115827377,3.258096538021482,3.491565086476215
0.0,0.21381929980091027,3.258096538021482,2.154208121101688
0.0,1.158414410514075,3.258096538021482,2.423999544555081
