S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.0,3.258096538021482,2.379878999910098
0.0,0.28546816757079363,3.258096538021482,3.3481453735099778
0.0,0.45296150483629805,3.258096538021482,2.5729051921740806
0.0,0.38429654448960476,3.258096538021482,3.571597219463237
0.0,0.1270443508528852,3.258096538021482,3.244173477010116
0.0,0.46685985484934245,3.258096538021482,1.376578077312853
0.0,0.4876534823179868,3.258096538021482,2.0728661472334395
0.0,0.07893523981623296,3.258096538021482,3.892961822604633
0.0,0.5924773559817922,3.258096538021482,3.1089657037388365
0.0,0.20423286166823004,3.258096538021482,1.5605453262203957
0.0,0.29582991498101346,3.258096538021482,3.4844047970883416
