S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
0.0,0.9071098113340569,4.248495242049359,4.134769788868201,4.1588830833596715,2.499131140053135,1.3862943611198906,1.5415685703871407,2.4849066497880004,3.085545834700197
0.0,0.15673569737675996,4.248495242049359,3.9022380285014444,4.1588830833596715,2.9632702813078455,1.3862943611198906,1.8117987081147426,2.4849066497880004,3.5134835177621735
0.0,1.0705163202715466,4.248495242049359,4.067633988508771,4.1588830833596715,1.67917378986854,1.3862943611198906,1.7423307468903768,2.4849066497880004,1.8973080508267535
0.0,0.8385421006886411,4.248495242049359,4.146054282051691,4.1588830833596715,3.5532953151539983,1.3862943611198906,1.2294346578141508,2.498699971920336,3.24527290958978
0.0,1.6190368519044567,4.248495242049359,4.415672304136771,4.1588830833596715,3.2922259066382398,1.3862943611198906,1.7727924320721022,2.512305623976115,2.950438678897632
0.0,1.5465592931897252,4.248495242049359,4.317014897371126,4.1588830833596715,2.842179874864476,1.3862943611198906,2.4178702428241117,2.5257286443082556,3.647052559052821
0.0,1.5566890823759425,4.248495242049359,3.7576489168807417,4.1588830833596715,1.5370376446668352,1.3862943611198906,1.8091933610929916,2.538973871058276,2.53829607354567
0.0,1.4848251715675524,4.248495242049359,3.974417688593831,4.1588830833596715,1.7763107898502188,1.3862943611198906,1.0483952936114824,2.5520459526256287,2.826226067312893
0.0,1.6192463771121985,4.248495242049359,4.203444913763139,4.1588830833596715,3.2929430549312317,1.3862943611198906,1.384934460146481,2.5649493574615367,2.965731315121803
0.0,2.486401682511168,4.248495242049359,4.111658265519367,4.1588830833596715,1.3692309321483378,1.3862943611198906,2.018160176720253,2.5649493574615367,3.230427373689664
0.0,1.0130361638834497,4.248495242049359,3.9508416053133173,4.1588830833596715,1.736013206886109,1.3862943611198906,1.4686116529129278,2.5649493574615367,2.3154863371064742
0.0,0.0,4.248495242049359,4.633924007116808,4.1588830833596715,2.166532049688884,1.3862943611198906,1.3657664230047546,2.5649493574615367,3.351589077354009
