,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
131,108851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,110243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,110861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,121632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,117762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546,116578.30200150546
137,,127020.96603769506,102691.37621148673,107853.1554609548,115150.55918656243,107441.08262208843,112158.04739185644,101152.57814152296,115600.67007689633,115129.84942881334,122722.67326837713,121188.71137003489,122009.77178921425,111813.95950682127,117472.41308174742,114030.08089276894,110990.67197873944,106437.16059508054,120410.12463326723,111390.60289368498,116995.08808713734,108166.73679380579,107009.8381189356,121798.86635061362,114905.84227606996,113479.06574457034,122483.26004781458,132592.81806910867,117989.2596528753,101910.8496086898,115860.10940261738,100515.20936578381,123620.11290329814,114452.4545308079,118406.03667761668,117725.94774971185,131871.65749874956,122529.9918676307,119601.05095345645,91961.64520254837,123975.05508136546,97643.83431586872,123973.572577612,122285.66226028341,108186.54252846005,116055.69938531377,121153.576476724,122270.39767257703,98141.39257706374,123728.66549021465,114116.46712506848
138,,122696.67444822962,98012.81663602352,118427.63407281466,105488.94370813783,128789.57187799363,130234.14874996382,110907.45413341836,130157.03291398997,118961.42716140956,105305.19128951796,113640.39950510033,97425.7015921858,100036.27851449719,112369.41542731755,113358.19420750499,123166.0631666214,119044.10994363185,132453.03308567047,126010.09431875453,116014.15529667774,122748.5317021455,104816.26433781328,104420.00359834782,123289.81532020525,129477.17490051278,129250.94821237918,133757.50321139937,118951.8700244949,107976.39484658049,126671.87676244644,99950.1490997912,114308.73529769872,87017.91795260366,102646.58048694662,102102.99099194493,132491.27161454174,137815.693359596,118376.28134789946,105666.76180183618,135469.2545491503,112663.3129403252,133804.07801567763,122899.17953041874,99652.23441167036,99720.68405547747,119939.37224818813,106848.14298820117,83408.28183209346,117937.07557817272,131853.81527650473
139,,127944.2350355531,119770.15175907577,118734.30003039844,103940.59792513047,137049.8170041052,139252.88172386828,115803.87177143054,120465.25343096338,116652.17834570826,119114.46618293086,160335.27246829125,59382.70224388165,118220.3318969238,108515.85253952484,124773.90916939007,122535.13295025352,103481.99303285022,123568.0683177012,133433.85106088233,107965.49778781945,123239.97479031305,125361.77070340235,100369.97528846326,148502.73910845263,135565.49238324646,135433.96646429654,126004.94169264304,136602.1001267908,127794.15819542587,106149.51113695395,93217.38376579912,146201.9156932421,92485.0475797897,124799.81024507768,133933.45464555372,132049.3760788631,128573.00916643486,114344.93027542549,102055.96943140228,138603.8303803457,112405.78965055404,144970.0510646528,113267.84931732558,111701.56389152473,109652.499182835,133531.07751429253,90981.66818690683,98805.27929107095,126280.6114340608,132014.28671724943
140,,135179.8820079656,101293.56642087946,127886.36560642111,108924.29519314072,154756.72217369927,140512.90510841532,133655.19224744174,115381.84428584795,135996.95115120878,115804.91795363458,144583.07105482888,77917.86048625875,144942.03206737537,106326.28716301387,125171.69289008483,128160.07154398749,95953.06028737742,107536.27978237497,145993.53685426404,86786.25157569148,113915.94339246451,112801.20285262387,102604.196558426,150105.0304636095,143111.7389728903,124606.37892918935,148208.89189397058,122395.93217410072,135467.10042807285,101827.2007380857,105082.42231928457,131499.16607838785,112345.26447090025,113921.41069513206,135407.80255995312,110028.81612199158,151548.61027797134,131180.0437908898,104248.56939617298,140840.21592161793,105010.45647490487,140728.19219517472,129251.52079972082,106953.13614195467,114838.60743408866,133455.67342855435,102639.46795509002,118005.78605295418,137982.99945388245,129211.90761689084
