S00117_Actual,S00117_Simulated
2.0794415416798357,2.636680193993027
2.0794415416798357,3.591801523403751
2.0794415416798357,2.8533281826605186
2.0794415416798357,2.0612705380473098
2.0794415416798357,2.6090381931131046
2.0794415416798357,1.2894971158808206
2.0794415416798357,0.0
2.0794415416798357,2.2293112736220055
2.0794415416798357,2.0436528639055522
2.0794415416798357,1.2365977385568223
2.0794415416798357,3.8490554897015263
2.0794415416798357,4.6408551712251915
2.0794415416798357,3.0040536763217176
2.0794415416798357,3.55012797525972
2.0794415416798357,2.07670225336974
2.0794415416798357,4.60144264398928
2.0794415416798357,2.4108844987334774
2.0794415416798357,3.2102978248217315
2.0794415416798357,1.844985643692683
2.0794415416798357,3.1721416474904665
2.1972245773362196,5.02512102678536
2.1972245773362196,2.462043815533848
2.1972245773362196,3.4289513270260725
2.1972245773362196,2.9808604784898645
