S00117_Actual,S00117_Simulated
2.0794415416798357,2.636680193993027
2.0794415416798357,2.2482881122382254
2.0794415416798357,2.974100225184884
2.0794415416798357,1.7182158323710457
2.0794415416798357,3.6759735878127686
2.0794415416798357,0.24126784447080452
2.0794415416798357,1.9526669727003423
2.0794415416798357,4.471827526302145
2.0794415416798357,1.9945445035952738
2.0794415416798357,2.189244512683273
2.0794415416798357,4.061258142904209
2.0794415416798357,1.9718251752610716
2.0794415416798357,2.5621720384307247
2.0794415416798357,3.8911150620637516
2.0794415416798357,4.5002611175654135
2.0794415416798357,3.183059442677735
2.0794415416798357,2.796973813304316
2.0794415416798357,3.6816458347584984
2.0794415416798357,1.1924606948931387
2.0794415416798357,1.955258744724007
2.1972245773362196,0.0
2.1972245773362196,1.5683221733331523
2.1972245773362196,4.1737521389984895
2.1972245773362196,2.105004148256996
