RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,3.0624433064611063,0.0,0.9431670574792634,3.784189633918261,4.212904650531332,5.181783550292085,2.6877326107407407,3.044522437723423,3.5678339415401394,0.0,0.0
3.367295829986474,2.4770801747770443,0.0,1.4220544483456368,3.784189633918261,2.926297554738157,5.181783550292085,3.871254101137225,3.044522437723423,2.1636413498133558,0.0,1.9916192098461005
3.367295829986474,3.19820996219639,0.0,2.207271980352204,3.784189633918261,4.181058830965412,5.181783550292085,5.919810267464092,3.044522437723423,3.155645185987054,0.0,0.4348694635746101
3.367295829986474,2.838189892137033,0.0,0.7070482916559492,3.784189633918261,3.2493278824104452,5.181783550292085,5.0026310347743,3.044522437723423,1.0821143347572375,0.0,1.2668055876663575
3.367295829986474,3.355454908739289,0.0,2.3998058555675277,3.784189633918261,4.393249751970048,5.181783550292085,4.492902905414109,3.044522437723423,1.44568332987867,0.0,0.9866191628544347
3.367295829986474,3.7074610476188923,0.0,0.3495804072709081,3.784189633918261,2.264088329820065,5.181783550292085,4.105164241689014,3.044522437723423,2.9361349470593496,0.0,1.1854954937974729
3.367295829986474,3.6351660435952358,0.0,0.0,3.784189633918261,2.2587701048812985,5.181783550292085,2.1182090734341994,3.044522437723423,1.6126020461334885,0.0,2.268309437071046
3.367295829986474,3.553049571490405,0.0,0.42709705272615983,3.784189633918261,2.122245063425172,5.181783550292085,3.3941394084979075,3.044522437723423,2.6505343053270822,0.0,2.8269810570433176
3.367295829986474,2.805503899336749,0.0,1.4841509547175165,3.784189633918261,3.0168422299951105,5.181783550292085,3.8605774943069573,3.044522437723423,2.221233935764987,0.0,0.8047381138196703
3.367295829986474,2.9907975603812886,0.0,1.3185697480519993,3.784189633918261,4.306091443910417,5.181783550292085,1.3098801246682714,3.044522437723423,0.6997628106947449,0.0,0.5970422449698071
3.367295829986474,3.704109825618018,0.0,0.7108186569137844,3.784189633918261,2.6009027611622275,5.181783550292085,5.141647655847905,3.044522437723423,2.6827778011847503,0.0,2.958336839940711
