,Actual_last_5_vals,Mean_Simulation,Simulated_23,Simulated_34,Simulated_14,Simulated_28,Simulated_9,Simulated_47,Simulated_12,Simulated_13,Simulated_26,Simulated_15,Simulated_42,Simulated_44,Simulated_29,Simulated_49,Simulated_39,Simulated_38,Simulated_33,Simulated_35,Simulated_24,Simulated_22,Simulated_17,Simulated_48,Simulated_43,Simulated_16,Simulated_19,Simulated_40,Simulated_3,Simulated_45,Simulated_1,Simulated_20,Simulated_7,Simulated_21,Simulated_32,Simulated_6,Simulated_41,Simulated_36,Simulated_25,Simulated_46,Simulated_30,Simulated_37,Simulated_10,Simulated_18,Simulated_4,Simulated_11,Simulated_2,Simulated_27,Simulated_0,Simulated_5,Simulated_31,Simulated_8
0,17351.666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17358.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17361.666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98,14431.98
6,,14470.01,11709.13,13813.74,16919.05,13828.23,16511.36,14690.43,16517.24,12681.3,15885.43,16001.73,13899.39,13501.09,16698.0,13941.76,13499.97,13763.52,14669.67,14869.26,15863.49,16480.39,16690.82,11714.14,14901.79,12060.59,14472.69,13568.92,18085.93,13282.95,12516.22,13517.98,16276.88,15012.05,15020.42,10071.71,17344.57,17161.38,18097.08,16302.84,12954.52,14205.22,14144.07,11450.49,16014.63,10395.51,16310.28,12689.13,10087.43,16546.97,12206.64,14652.63
7,,14532.5,16024.57,13539.01,14658.02,12078.17,16001.93,12992.21,14522.64,13690.8,13384.32,14288.4,13003.03,17666.89,15721.6,17210.27,16381.56,11914.29,16060.64,15786.69,14694.12,15648.76,14752.74,15731.82,14692.33,13106.41,16814.4,11417.8,14195.6,15766.9,16502.38,14459.26,11846.7,13021.0,12761.32,13415.05,10582.67,17758.59,16232.12,17041.25,16392.92,11643.91,13663.59,19476.25,15190.0,10923.37,13783.48,12720.58,13730.46,15734.05,15876.61,12123.73
8,,14244.44,14426.66,15648.12,12630.01,14655.35,12747.78,14916.51,15643.07,16735.56,16291.22,16132.54,14189.59,11453.97,10105.81,14636.68,14404.33,14775.59,14476.09,15278.12,10455.12,10120.52,13512.64,15684.96,12233.19,14505.2,15209.18,15318.73,15654.47,13309.83,12167.22,10992.49,16826.69,10605.92,16671.32,12842.95,12516.64,16051.53,13663.45,12081.65,8815.32,16470.89,18971.66,13504.29,14114.19,15720.14,13901.47,15341.84,18840.61,17094.55,12257.52,17618.98
9,,14370.93,13359.44,14091.2,16085.04,14906.25,12706.85,16518.88,16413.91,16122.62,12479.05,12483.42,13332.79,15245.86,13599.11,13589.55,12493.49,14175.12,14420.0,15618.12,13963.28,15247.12,10788.19,15533.47,12679.79,15400.74,13927.33,18218.54,14897.78,11704.31,14587.73,14769.81,14286.8,13075.05,14175.34,14290.02,14796.0,12326.24,16200.87,14158.77,13465.49,12402.12,17527.78,14060.92,16933.21,12605.29,11687.98,15127.98,16085.57,18185.25,15227.41,12569.41
10,,14678.08,15123.24,15021.41,13507.02,16914.04,13651.71,11787.3,15613.61,14551.49,14613.21,13544.66,14571.72,15216.19,13021.82,12578.49,15407.31,14117.83,14078.16,12276.79,13573.76,12823.69,19235.64,15003.68,15829.12,13781.0,16801.53,14442.84,15415.04,11768.52,14695.78,17025.2,15432.64,11192.35,16377.2,13806.01,13052.69,16966.41,11383.94,11913.34,14402.96,17311.18,18039.67,16024.04,10381.56,11827.01,13271.19,17235.02,16382.59,17823.02,18807.76,16281.73
11,,13622.12,12516.33,10969.36,13753.64,13131.79,14055.16,13688.91,12299.09,13207.33,14299.03,12756.58,17029.4,13851.61,15172.36,13637.58,14926.04,14084.71,16332.92,13829.62,10789.55,13162.57,13092.15,15748.26,12770.1,14007.01,12093.03,16183.03,15630.78,16930.45,12630.36,13495.64,14053.45,13936.05,12733.66,10928.53,13491.71,13743.99,14948.36,12789.14,13308.57,13878.09,14526.47,14396.83,11423.24,11834.51,12025.96,8734.32,15841.11,15524.97,17724.81,9187.98
12,,14324.63,14740.7,15107.06,14322.39,14853.56,14441.65,13822.37,12865.34,15796.06,12406.73,12537.75,15525.08,14807.42,12887.65,13350.38,16410.14,12037.48,13869.47,16351.84,14491.61,14214.54,14748.24,16097.83,17293.69,13549.8,10298.94,15269.33,17286.89,15881.58,12221.63,9207.28,15887.83,12341.48,16395.32,15072.98,11614.71,15703.81,12761.05,14792.24,10426.49,11336.52,12043.08,18165.35,14831.03,14016.11,17264.97,17833.35,16473.68,17745.85,13049.72,11781.34
13,,14346.69,14049.02,13503.02,12572.28,13701.36,13587.09,13411.11,14753.85,15085.37,11612.11,13255.59,15248.55,13137.52,13908.73,12471.46,14813.73,12176.09,19579.95,14136.86,15546.09,15195.4,14694.93,14671.31,14112.03,17256.43,16037.72,13641.92,13599.79,13746.02,13003.47,15674.44,15635.37,10369.84,18834.1,16220.11,13591.86,12818.33,12941.88,16391.92,13833.98,16428.4,13973.61,14356.54,11344.66,13769.29,17761.7,15975.54,12223.54,13360.93,16965.29,12354.36
14,,14507.94,14752.07,14291.61,15949.91,14574.0,13339.02,14336.92,15606.71,16974.4,14146.63,14238.04,12188.28,16162.66,15065.07,13320.38,13139.56,10209.45,15124.35,18614.5,15503.92,13451.12,12834.24,15052.43,17384.21,17086.47,15562.66,12435.6,13961.52,17229.45,18141.59,12903.35,16856.04,14262.1,12114.15,15827.57,10564.16,12068.87,14029.97,14917.53,11948.95,14179.17,17414.27,14621.27,15109.13,13311.87,15189.27,16330.04,13141.57,16244.68,13337.3,10348.81
