S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.465908118654584,2.999826586366925,1.791759469228055,1.3145347176935454,3.332204510175204,3.0269541224917087,1.0986122886681098,0.664494912609079,0.0,0.3594804897243226,0.0,0.045143420275289774,4.770684624465665,4.506338197135906,4.9918892512752,4.339183241919254,0.0,0.1303948359032745,2.302585092994046,1.5851806544732807,0.1941560144409574,0.4960677056471013
4.465908118654584,3.3191411178984325,1.791759469228055,0.936447221427783,3.332204510175204,3.3526358377918006,1.0986122886681098,1.2733105254924584,0.0,0.0917840194488414,0.0,0.12436778317783073,4.770684624465665,4.397161717954943,4.992374334961647,4.237182882476674,0.0,0.0,2.302585092994046,1.7102850173643396,0.25131442828090605,0.2858909976088453
4.465908118654584,0.8292080084442959,1.791759469228055,0.6870841298694178,3.332204510175204,3.023584023733351,1.0986122886681098,0.0,0.0,0.42578092264574535,0.0,0.006857769912096245,4.770684624465665,4.03191361760983,4.992859183455994,5.696425425395715,0.0,0.0,2.302585092994046,1.5541994785497446,0.3053816495511818,0.2307260753066181
4.465908118654584,1.2228428409485972,1.791759469228055,1.9509001267702217,3.332204510175204,2.5388025544010344,1.0986122886681098,1.0872165544568708,0.0,0.6469485779819528,0.0,0.046442982105125735,4.770684624465665,5.193310197436519,4.993343796986195,3.9040497276059094,0.0,0.0,2.302585092994046,0.7489213018688706,0.35667494393873234,0.9129747238636845
4.465908118654584,1.0835267096737886,1.791759469228055,2.746939563746194,3.332204510175204,3.5142532131511546,1.0986122886681098,1.1181984319757725,0.0,0.7144100129411974,0.0,0.045268061095574096,4.770684624465665,4.551135542837355,4.993828175779875,4.0511533941758655,0.0,0.0,2.302585092994046,1.3251337207136635,0.4054651081081644,0.0
4.465908118654584,4.149271729021724,1.791759469228055,1.3435677787004825,3.332204510175204,2.730827922391494,1.0986122886681098,0.7408162071925779,0.0,0.5609688770508925,0.0,0.0,4.770684624465665,4.5049004064627,4.994312320064325,4.121154239235082,0.0,0.12291754970819296,2.302585092994046,1.0495133934624878,0.4519851237430572,0.6297778659041263
4.465908118654584,1.8596641322120901,1.791759469228055,0.5796085442465265,3.332204510175204,2.765198196009255,1.0986122886681098,1.8237037898808963,0.0,0.4970439954846242,0.0,0.0,4.770684624465665,4.465558208076686,4.99479623006651,4.2295660627286935,0.0,0.8142227533591672,2.302585092994046,2.086060599722482,0.49643688631389105,0.3336736520440564
4.465908118654584,2.2867899714668996,1.791759469228055,1.4138595212341636,3.332204510175204,2.172727142988787,1.0986122886681098,1.0433038473562941,0.0,0.4765900411271481,0.0,0.08941920899772629,4.770684624465665,4.359572058438449,4.995279906013061,3.060139185848824,0.0,0.26034368983863765,2.302585092994046,1.9465028430993625,0.5389965007326869,0.13991297509868994
4.465908118654584,1.8399831536361337,1.791759469228055,0.6886197200938962,3.332204510175204,3.4238051685289106,1.0986122886681098,0.42270518460654627,0.0,0.20068387100589222,0.0,0.0,4.770684624465665,4.73162983932111,4.995763348130285,4.612896986655937,0.0,0.19977098696410617,2.302585092994046,2.7363338136881836,0.5798184952529422,1.193382872188164
4.465908118654584,1.3774583177817636,1.791759469228055,1.0890730211691402,3.332204510175204,2.886137461197408,1.0986122886681098,0.1817588052381649,0.0,0.7999755862093709,0.0,0.0,4.770684624465665,4.378701907519955,4.996246556644156,3.9992915271388414,0.0,0.0,2.302585092994046,1.4212872312160116,0.6190392084062234,0.0
4.465908118654584,3.241091851309996,1.791759469228055,0.679702434906406,3.332204510175204,2.896139517792035,1.0986122886681098,0.5939722797597917,0.0,0.4685392955591029,0.0,0.0,4.770684624465665,4.7290282182336965,4.996729531780326,3.6076683594121794,0.0,0.1951679319809196,2.302585092994046,2.242988841698999,0.6567795363890704,0.3565633801994844
4.465908118654584,3.9812327020942355,1.791759469228055,0.993346334083659,3.332204510175204,3.425149032908929,1.0986122886681098,0.05934087901036145,0.0,0.32675354666614137,0.0,0.12748892119404567,4.770684624465665,4.748504368554676,4.997212273764115,3.428479783459301,0.0,0.23644737363406002,2.302585092994046,0.9912061820196844,0.6931471805599453,0.0
