S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,1.571048938306501,0.6931471805599453,0.9610498910441571,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
0.0,2.39470626189059,0.6931471805599453,1.0547013824194318,1.9694406464655074,2.606761660629243,3.3262343431887,1.843641401710582,0.0,0.0,0.0,0.0,0.6061358035703155,1.0826194915274352
0.0,2.3071195450936974,0.6931471805599453,0.5909717552409244,1.9459101490553132,1.842714413147891,3.332204510175204,1.5031094207747915,0.0,0.0,0.0,0.27477792564962444,0.6931471805599453,1.4833949716143382
0.0,0.45731271992056466,0.6931471805599453,0.9748159003287948,1.9299098077088723,2.7353192391535823,3.332204510175204,0.8534606453984158,0.0,0.0,0.0,0.0,0.6359887667199967,1.0763381135977828
0.0,2.3014806733914805,0.6931471805599453,0.7278353190944838,1.9136492868370918,2.8335455442174293,3.332204510175204,1.8446503275347013,0.0,0.0,0.0,0.0,0.5753641449035619,1.63855820407659
0.0,1.6846884038163088,0.6931471805599453,1.5692492033462204,1.8971199848858813,1.7964513241960476,3.332204510175204,1.8081224185924714,0.0,0.0,0.0,0.4536393409795636,0.5108256237659907,0.8926194639074476
0.0,1.0303957449919339,0.6931471805599453,1.064906743601219,1.8803128665695001,2.150006200606896,3.332204510175204,1.5494178669377987,0.0,0.0,0.0,0.0,0.44183275227903923,1.4552499397603644
0.0,1.237123381338402,0.6931471805599453,1.3233736945568726,1.8632184332102,3.224115066376884,3.332204510175204,1.088093214235981,0.0,0.0,0.0,0.0,0.36772478012531734,1.0049816324148615
0.0,0.7284379355704553,0.6931471805599453,1.3503214935697208,1.8458266904983307,3.229034729187129,3.332204510175204,1.1509016380278023,0.0,0.0,0.0,0.28540972391788005,0.2876820724517809,1.469263621754057
0.0,1.896077747383224,0.6931471805599453,0.9428445550041855,1.8281271133989299,2.463420209305231,3.332204510175204,0.5826117404306361,0.0,0.0,0.0,0.6427579162456777,0.20067069546215122,0.6621771386623552
0.0,1.5759756534633451,0.6931471805599453,1.2642380450189732,1.8101086078962514,2.517021407986236,3.332204510175204,1.3453248085901204,0.0,0.0,0.0,0.23925362589674964,0.1053605156578263,1.7345085958252033
0.0,1.0693108186595293,0.6931471805599453,1.1846049226173356,1.791759469228055,2.012118389415556,3.332204510175204,1.9482089821765647,0.0,0.0,0.0,0.11683633777436842,0.0,0.886551451263691
