,Actual_last_5_vals,Mean_Simulation,Simulated_2,Simulated_18,Simulated_38,Simulated_40,Simulated_30,Simulated_26,Simulated_44,Simulated_0,Simulated_3,Simulated_12,Simulated_39,Simulated_42,Simulated_27,Simulated_8,Simulated_4,Simulated_11,Simulated_33,Simulated_34,Simulated_36,Simulated_31,Simulated_45,Simulated_7,Simulated_48,Simulated_1,Simulated_5,Simulated_13,Simulated_17,Simulated_9,Simulated_24,Simulated_22,Simulated_20,Simulated_29,Simulated_10,Simulated_21,Simulated_25,Simulated_16,Simulated_35,Simulated_15,Simulated_19,Simulated_28,Simulated_41,Simulated_14,Simulated_49,Simulated_46,Simulated_6,Simulated_47,Simulated_32,Simulated_23,Simulated_37,Simulated_43
0,8071.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8078.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8085.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8092.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13,4520.13
6,,1052.25,-526.67,-2572.8,24652.11,-4861.31,-31778.98,8045.38,-26563.82,12316.48,-9161.53,18938.38,27417.7,1831.16,15928.3,-6105.16,-2782.28,-710.27,10223.7,8502.07,41544.63,-7935.85,7290.69,-10022.42,41557.79,-13358.89,-14244.03,-16025.5,-2603.37,4970.3,-32166.64,12646.83,-16030.96,17302.92,7359.46,17269.66,-12916.76,-11106.66,-1946.04,-34366.85,-15489.59,23686.11,-28612.88,23977.5,-16838.96,10681.72,-15029.75,-27008.14,19570.24,23827.41,43193.37,-9355.43
7,,7973.28,18493.64,6345.28,10091.48,-3788.17,-585.68,-3531.21,28747.85,11253.29,5164.2,15160.78,17536.68,-19779.64,-5494.86,-5623.88,36985.65,11935.2,21971.83,-5180.41,1577.84,14668.24,18409.71,37468.91,8772.08,6482.07,8514.41,9012.21,24386.92,-13676.5,16268.02,-13582.53,18979.12,3898.67,18269.2,-14782.39,-9370.73,-29400.83,-22122.43,29083.72,26775.72,42470.23,-33515.59,35674.85,-2949.98,-19442.18,-16354.23,14753.19,68812.26,18600.31,-30932.06,42213.69
8,,3710.46,3858.08,-24578.49,4545.72,-8736.74,-5537.73,-13273.7,4495.87,-21135.04,17500.83,-21451.99,5175.16,10452.6,-14723.0,14590.46,-6654.63,-8596.99,9828.1,-6610.86,15028.25,-10666.43,-27143.53,-8504.79,-9172.98,18434.42,-15219.97,-11916.02,-24713.89,61146.35,40643.74,34730.33,12576.27,34881.0,-9168.39,36949.46,-22072.26,26717.47,16959.35,-27118.38,22206.45,36010.01,-9595.29,-26655.38,-8693.32,-3417.21,83488.35,-11354.24,11043.22,-24416.65,-18964.46,64353.75
9,,3538.75,-25746.48,12986.84,6531.32,-3174.13,5770.77,19940.86,15752.4,16260.17,-13863.37,10302.48,-13672.99,-12622.07,19632.61,-21499.02,-7170.65,37496.41,-6634.31,9199.87,12367.4,38172.05,-15071.01,-17421.95,3961.34,44940.31,20256.66,46835.98,-20396.49,2620.04,5481.95,-9172.55,-29837.8,20812.55,-24867.09,-15714.74,16482.92,22223.83,36558.84,427.35,-23351.58,-1008.47,-10872.65,26958.76,-34735.05,20232.1,-2518.87,-59967.0,46998.65,-26627.7,23296.89,30382.14
10,,6125.8,299.02,13433.46,-18626.54,-13752.78,2224.74,14311.06,5867.67,15679.3,-13091.94,-573.41,15734.19,20906.77,9855.76,-3896.51,19078.95,22696.2,36129.06,39409.99,2794.91,-385.09,14993.43,7564.94,27721.62,-1671.04,36265.17,1010.14,20201.93,10159.48,-3713.19,-10551.5,-20020.13,-22090.39,46281.25,13424.93,-23157.49,15822.97,-18249.61,19418.27,29854.86,18227.62,13378.21,1896.12,-24471.81,-45982.87,4609.77,30233.31,18672.39,-45612.33,-29174.59,53153.71
11,MAE,,7893.15,8382.96,9049.7,9452.28,9461.91,10011.52,10274.64,10277.44,10572.18,10616.5,10702.28,11035.96,11100.24,11115.78,11145.76,11426.66,11577.33,11645.02,11727.52,11867.36,12501.04,12530.9,12701.03,13304.12,13604.19,13692.68,14417.5,14659.35,15038.18,15593.14,16079.56,16164.3,16340.54,16460.78,16553.87,16820.38,17289.73,17293.71,17409.94,17679.9,17687.26,18107.06,18348.28,18829.1,21293.51,22919.71,23782.7,23905.65,26463.32,29860.45
