S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.6888794541139363,3.697392449979346,0.0,0.8754362755897771,2.5649493574615367,3.5879241157460826,4.820281565605037,4.276680021083757,0.0,1.7109182803350094,1.3862943611198906,0.5443390143275862,2.9444389791664403,4.1497156410950025,1.0986122886681098,3.437301328727192
3.6888794541139363,5.035135709671875,0.0,1.142069396383695,2.5649493574615367,2.6177505430398345,4.820281565605037,5.70041073882428,0.0,0.0,1.3862943611198906,0.7931370913271177,2.9444389791664403,3.540558874566683,1.0986122886681098,0.05359046232118514
3.6888794541139363,3.56405677093579,0.0,0.9742989696739377,2.5649493574615367,1.766078067510627,4.820281565605037,4.22188375478346,0.0,2.1893724799539123,1.3862943611198906,0.0,2.9444389791664403,5.737374480372729,1.0986122886681098,4.863663341725528
3.6888794541139363,4.06415620324321,0.0,1.029304520453517,2.5649493574615367,3.94549619616912,4.820281565605037,3.83497822143634,0.0,0.0,1.3862943611198906,0.6301638679540069,2.9444389791664403,6.461385849568997,1.0986122886681098,3.4205183231318124
3.6888794541139363,3.292233327978042,0.0,0.4469605428983115,2.5649493574615367,3.6896394107427057,4.820281565605037,4.2913303867234625,0.0,3.424186702857332,1.3862943611198906,0.5017525384350242,2.9444389791664403,4.260997298717105,1.0986122886681098,5.245365974826859
3.713572066704308,3.948554148940368,0.0,1.1963313613551585,2.5649493574615367,3.767853805807085,4.832305758571839,3.132079041596679,0.0,1.4941117087050784,1.3862943611198906,0.8570525578388283,2.9444389791664403,6.455065597753425,1.0986122886681098,1.543167502912144
3.7376696182833684,3.7572006303367957,0.0,0.5079406232399781,2.5649493574615367,4.531739472278206,4.844187086458591,3.4779087126777477,0.0,2.866073462725034,1.3862943611198906,0.09769934096709526,2.9444389791664403,3.7337872955265103,1.0986122886681098,4.57374398446871
3.728100167267218,2.899812804892501,0.0,0.9767821341515099,2.5649493574615367,3.4736065480542786,4.847331743138063,3.1956670025445493,0.0,4.385017575863678,1.3862943611198906,0.0,2.9444389791664403,2.6585386267859716,1.0986122886681098,3.158964584479513
3.7184382563554808,3.5614810786808926,0.0,1.6930717899828114,2.5649493574615367,4.146563223989986,4.850466541943434,3.943649855821108,0.0,2.5483196134708197,1.3862943611198906,0.755143767785633,2.9444389791664403,4.395424690705542,1.0986122886681098,3.3419764485587007
3.708682081410116,2.926985469276982,0.0,0.5624267321578058,2.5649493574615367,1.6191696384647327,4.853591544486569,4.0239215425651125,0.0,1.170001367530645,1.3862943611198906,0.0,2.9444389791664403,5.395671469339802,1.0986122886681098,4.336550893443301
3.6988297849671046,3.837479747639857,0.0,2.079097579319548,2.5649493574615367,4.476607937418039,4.856706811803519,4.000249102858321,0.0,0.5246807777159648,1.3862943611198906,0.17175237387226827,2.9444389791664403,7.515367378721383,1.0986122886681098,3.104511452820551
3.6888794541139363,4.023313090446527,0.0,0.4421262567509426,2.5649493574615367,3.280478210007705,4.859812404361672,4.783519400367571,0.0,3.854359750128111,1.3862943611198906,0.9046689224904514,2.9444389791664403,4.321331306602063,1.0986122886681098,6.648018541842189
