S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,0.9614111671546247,1.5749249081075742,3.8151731794382284,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.540996116439044,3.0944630585136337
5.043425116919247,4.786738873669434,2.0794415416798357,2.638225473878631,2.3978952727983707,3.651310173880394,2.1972245773362196,1.1648008473446922,0.0,0.0,0.9007865453381899,1.7400906244841108,3.818557277422469,3.8978609270760045,4.248495242049359,4.29482310345075,4.1588830833596715,2.0012502959952414,0.6931471805599453,0.5634798852175222,1.3862943611198906,1.3214054455712207,0.0,2.5295953255067732e-06,3.4339872044851463,2.4733984810096272,2.5470384308950065,3.1119452289004266
5.043425116919247,4.79570834691959,2.0794415416798357,2.6989832749541445,2.3978952727983707,2.6340136621984502,2.1972245773362196,2.3851183610396243,0.0,1.6438437012682405,0.8362480242006186,0.7627238583716796,3.821929961901108,3.9416845139968246,4.248495242049359,4.231878689528071,4.1588830833596715,2.6087677842991837,0.6931471805599453,0.10700385515310717,1.3862943611198906,2.1334853267180875,0.0,0.0,3.4339872044851463,3.054772439119814,2.5530444549552187,2.8134621562443565
5.043425116919247,5.15558067956732,2.0794415416798357,2.5378846456070256,2.3978952727983707,2.5279037753631757,2.1972245773362196,2.144744211998192,0.0,0.990519709124418,0.7672551527136671,0.1883402087035373,3.8252913096038133,3.674907406222968,4.248495242049359,4.959014885483313,4.1588830833596715,2.024707203071645,0.6931471805599453,0.33969512914436006,1.3862943611198906,1.4925675345386336,0.0,1.0351039435293652e-06,3.4339872044851463,2.9194782543788027,2.559014621941722,2.783581029680297
5.043425116919247,5.152924684090843,2.0794415416798357,1.73135129729239,2.3978952727983707,3.6328703667356725,2.1972245773362196,2.1094061330129676,0.0,0.3907749572700383,0.6931471805599453,0.0,3.828641396489095,4.0617525022329035,4.248495242049359,4.2515133365169895,4.1588830833596715,3.885924835992551,0.6931471805599453,0.94790352582749,1.3862943611198906,1.6350621068711173,0.0,0.0,3.4339872044851463,3.3714492111976417,2.5649493574615367,2.6873656304621836
5.043425116919247,5.478385263276015,2.0794415416798357,2.1785646808297066,2.3978952727983707,5.189240434743287,2.1972245773362196,1.308677422849743,0.0,1.9367136251433341,0.6931471805599453,3.1059316478125716,3.828641396489095,2.659952573928191,4.248495242049359,3.9037897958539682,4.1588830833596715,2.1535166606853524,0.6931471805599453,0.3881135865027217,1.3862943611198906,2.456711607257862,0.0,0.0,3.4339872044851463,3.3975183181174344,2.5649493574615367,3.631231219881915
5.043425116919247,5.013303444318889,2.0794415416798357,1.3916988139377893,2.3978952727983707,2.9681246961700185,2.1972245773362196,0.5490958020182166,0.0,1.409646402646672,0.6931471805599453,0.6638167812085555,3.828641396489095,4.35367035714421,4.248495242049359,4.069882930300674,4.1588830833596715,2.5457908539937564,0.6931471805599453,0.7826969776703503,1.3862943611198906,2.1612919343776236,0.0,0.0,3.4339872044851463,3.8978939518691083,2.5649493574615367,2.519406553906911
5.043425116919247,4.757538332348648,2.0794415416798357,2.411512567760498,2.3978952727983707,4.527566388462055,2.1972245773362196,1.5496403593933885,0.0,1.2424543195831412,0.6931471805599453,3.1336060141224973,3.828641396489095,3.6649138119736544,4.248495242049359,4.299880995510102,4.1588830833596715,2.5384642165317297,0.6931471805599453,0.3396515240037618,1.3862943611198906,2.340062337174932,0.0,0.0,3.4339872044851463,3.097220136049306,2.5649493574615367,2.532895003081
5.043425116919247,5.973898008111472,2.0794415416798357,2.7478507381875232,2.3978952727983707,2.0232796467689225,2.1972245773362196,2.33460176010368,0.0,0.9398858506039891,0.6931471805599453,1.4173496931213367,3.828641396489095,3.5365313722337195,4.248495242049359,3.9457117238009425,4.1588830833596715,3.365597673732248,0.6931471805599453,1.0095376454873057,1.3862943611198906,1.1460579304097847,0.0,0.0,3.4339872044851463,2.9304945211480566,2.5649493574615367,3.811916770309164
5.043425116919247,5.416920323919181,2.0794415416798357,1.978266191338968,2.3978952727983707,2.5511703289476904,2.1972245773362196,2.627215558201154,0.0,0.0,0.6931471805599453,2.5636530563613285,3.828641396489095,3.9742528847248333,4.248495242049359,4.25546588254001,4.1588830833596715,2.5961609926249354,0.6931471805599453,0.516104680243716,1.3862943611198906,2.3333308870086906,0.0,0.0,3.4339872044851463,4.065643905572425,2.5649493574615367,3.6408472997702255
