RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,0.9985288301111271,1.5749249081075742,3.784189633918261,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.4849066497880004,3.0944630585136337
2.772588722239781,2.700237803667508,2.0794415416798357,2.8609452941737445,2.3978952727983707,4.435752130632519,2.1972245773362196,0.8905335454771808,0.0,0.0,1.1451323043030026,1.8515876555788107,3.784189633918261,3.75662058943634,4.248495242049359,4.482636940087485,4.1588830833596715,1.4730957009586336,0.6931471805599453,0.49261820255808214,1.3862943611198906,1.3059318366819734,0.0,0.0,3.4339872044851463,3.44204750077941,2.4849066497880004,2.9214136549038376
2.772588722239781,3.2143900287261262,2.0794415416798357,2.7464910887947527,2.3978952727983707,1.4208069695371341,2.1972245773362196,0.5317407249555306,0.0,0.22206152862878548,1.2729656758128873,2.2212921486665795,3.784189633918261,3.7400887922107025,4.248495242049359,3.7912003967988426,4.1588830833596715,0.0,0.6931471805599453,0.0,1.3862943611198906,1.3979860660830696,0.0,0.0,3.4339872044851463,3.294560721274049,2.4849066497880004,2.9537627128174475
2.772588722239781,2.106892868589606,2.0794415416798357,2.1697507370703195,2.3978952727983707,1.3905800704192883,2.1972245773362196,1.732228920963866,0.0,1.100988232581557,1.3862943611198906,5.151896148431052,3.784189633918261,4.291464800657233,4.248495242049359,4.223710562321635,4.1588830833596715,1.9488024363803853,0.6931471805599453,0.371242878869028,1.3862943611198906,1.7718574906168323,0.0,2.654336859246481e-06,3.4339872044851463,3.7376391453924973,2.4849066497880004,2.580812852711711
2.772588722239781,1.532039339291552,2.0794415416798357,2.7017335434264105,2.3978952727983707,3.877706802635111,2.1972245773362196,2.3879220122497493,0.0,1.4765881263355314,1.3470736479666094,4.249399878332138,3.7876800388580296,4.29045657214179,4.248495242049359,4.4899096364624524,4.1588830833596715,2.599510767063822,0.6931471805599453,0.37700290451616936,1.3862943611198906,1.472484238364275,0.0,0.0,3.4339872044851463,3.129502756213807,2.4912964478867714,3.412344206347123
2.772588722239781,3.0027748127443123,2.0794415416798357,1.553257514318368,2.3978952727983707,2.041442195407361,2.1972245773362196,1.1476127612225397,0.0,0.5539286643468524,1.3062516534463542,3.87965718005587,3.7911583032343543,4.147989744675593,4.248495242049359,4.010267973692567,4.1588830833596715,1.0592318319161385,0.6931471805599453,0.3160249351870785,1.3862943611198906,1.4820408139858319,0.0,0.0,3.4339872044851463,4.073909618823491,2.4976456755654297,2.899644083631434
2.772588722239781,3.117565053009089,2.0794415416798357,2.271169765080844,2.3978952727983707,2.1469542403918327,2.1972245773362196,0.9351264612446398,0.0,1.092003162341516,1.2636920390275583,3.12826926073267,3.7946245112108405,3.938618439192044,4.248495242049359,4.418949199376113,4.1588830833596715,1.6103177372595066,0.6931471805599453,1.079547955096182,1.3862943611198906,1.6403032264664819,0.0,0.0,3.4339872044851463,3.3252396001874645,2.503954844758695,3.4269938404242826
2.772588722239781,2.791467596286749,2.0794415416798357,2.045836056984217,2.3978952727983707,2.066837284065711,2.1972245773362196,2.5576964976918743,0.0,0.5767471384439913,1.2192402764567245,0.24988519439955614,3.7980787460789283,3.1206801803718776,4.248495242049359,3.9256413269869532,4.1588830833596715,0.4640336362356816,0.6931471805599453,0.9596652094580981,1.3862943611198906,1.4707759283269204,0.0,0.0,3.4339872044851463,3.601259741785043,2.5102244577722903,3.3269656616208128
2.772588722239781,1.5288941105298308,2.0794415416798357,2.739772867745531,2.3978952727983707,1.7409914078044906,2.1972245773362196,2.9733204244525147,0.0,1.2325041110283406,1.1727202608218317,3.9263454936211617,3.801521090269901,4.163874377082666,4.248495242049359,3.983495263525343,4.1588830833596715,2.6797786424950414,0.6931471805599453,0.38384153010278793,1.3862943611198906,2.306646925210935,0.0,0.0,3.4339872044851463,3.1112611487989326,2.516455007522926,2.0309790923021467
2.772588722239781,1.106421797643865,2.0794415416798357,2.2611453443515286,2.3978952727983707,1.8763468027733796,2.1972245773362196,1.3355671526979473,0.0,0.13199634601170152,1.1239300966523995,2.6878087187387347,3.8049516253666904,2.9271076811151806,4.248495242049359,4.172506404630639,4.1588830833596715,1.0962971237775003,0.6931471805599453,0.4527999481527457,1.3862943611198906,1.6556133761365748,0.0,0.0,3.4339872044851463,3.3550292168622056,2.5226469777708473,2.188298413379175
2.772588722239781,2.3486299252522307,2.0794415416798357,1.7225379243176555,2.3978952727983707,1.045203726791958,2.1972245773362196,1.111504071425113,0.0,2.171361068466375,1.072636802264849,0.8902000713335093,3.808370432115476,3.835170222552031,4.248495242049359,3.9869109239050644,4.1588830833596715,3.6170017214107135,0.6931471805599453,0.25276133922416416,1.3862943611198906,1.4701867202363497,0.0,0.0,3.4339872044851463,3.3901213757491107,2.5288008433452256,2.9458758751001715
2.772588722239781,2.112871660238417,2.0794415416798357,2.312600358820968,2.3978952727983707,4.520088052098778,2.1972245773362196,0.5614219348715994,0.0,1.42623482928785,1.0185695809945732,0.0,3.81177759043709,3.555316681984066,4.248495242049359,4.465038518553841,4.1588830833596715,4.562024831795981,0.6931471805599453,0.9131352295554662,1.3862943611198906,1.8674722789024827,0.0,1.100569196026782e-06,3.4339872044851463,3.486967830498804,2.534917070362662,3.317251246738066
2.772588722239781,2.1442379237045603,2.0794415416798357,2.5867708966686678,2.3978952727983707,1.4305139801259223,2.1972245773362196,2.230438665020677,0.0,0.584670677265126,0.9614111671546247,2.3433801256097277,3.8151731794382284,2.815142900928756,4.248495242049359,4.428188581103544,4.1588830833596715,3.922800251936578,0.6931471805599453,0.2696933497784142,1.3862943611198906,1.3183226472902279,0.0,0.0,3.4339872044851463,3.399310687462472,2.540996116439044,3.266516276301995
2.772588722239781,2.635770133586281,2.0794415416798357,2.7335881837658698,2.3978952727983707,2.773664202944628,2.1972245773362196,1.286722259534145,0.0,0.0,0.9007865453381899,2.3716975105765514,3.818557277422469,3.3479362118990927,4.248495242049359,4.17827165286206,4.1588830833596715,3.9499555792497762,0.6931471805599453,0.6866017243964202,1.3862943611198906,1.4180589528557839,0.0,0.0,3.4339872044851463,3.8429347669469243,2.5470384308950065,3.360180487937628
2.772588722239781,1.854772094130598,2.0794415416798357,2.694275405241828,2.3978952727983707,2.575847348126697,2.1972245773362196,1.4367109129229936,0.0,1.6136110885467767,0.8362480242006186,1.633942751802781,3.821929961901108,3.3782250087371812,4.248495242049359,3.468518877102256,4.1588830833596715,2.5236221027182006,0.6931471805599453,0.8041045859438055,1.3862943611198906,1.6457222987884712,0.0,0.0,3.4339872044851463,3.01330573680001,2.5530444549552187,2.8926087906163116
2.772588722239781,3.1375293144190968,2.0794415416798357,2.485646854440365,2.3978952727983707,3.8923792043509637,2.1972245773362196,3.0225767631268923,0.0,1.1743134475545915,0.7672551527136671,1.9730459942713674,3.8252913096038133,4.444461508226398,4.248495242049359,4.7070036060413125,4.1588830833596715,2.261694932286951,0.6931471805599453,0.7865683510700014,1.3862943611198906,1.6735564444872677,0.0,0.0,3.4339872044851463,3.040391373656556,2.559014621941722,3.0308409954574
2.772588722239781,1.939386037110498,2.0794415416798357,2.256830436079989,2.3978952727983707,3.925769164432942,2.1972245773362196,1.801658382430094,0.0,1.5650172401116422,0.6931471805599453,0.36740319569221014,3.828641396489095,2.27209762227183,4.248495242049359,3.812915648584495,4.1588830833596715,2.796496726828657,0.6931471805599453,0.45531844801243626,1.3862943611198906,1.844108726079558,0.0,0.0,3.4339872044851463,3.493123613300755,2.5649493574615367,3.2303704559516
2.772588722239781,1.3828533925425106,2.0794415416798357,2.350779915225588,2.3978952727983707,1.52740326852025,2.1972245773362196,1.7272063811390124,0.0,0.9366557129098237,0.6931471805599453,0.9711864320035414,3.828641396489095,3.9627634767879965,4.248495242049359,4.298930505039244,4.1588830833596715,1.0170811352762934,0.6931471805599453,0.07716257328815812,1.3862943611198906,0.5445404774950251,0.0,0.0,3.4339872044851463,3.269132441845698,2.5649493574615367,3.462401925802477
