S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,3.1354942159291497,3.411590488688553,1.0986122886681098,1.5414280278559198,0.0,0.08546578921313353,5.964863865310803,5.00170704510986,0.0,3.0021800730187986,6.875748482847051,6.007955147221165,2.302585092994046,2.133853788746623
4.709530201312334,3.7250503881322783,3.1354942159291497,3.6281183978856317,1.0986122886681098,1.316197210574568,0.0,0.04359094951895674,6.003887067106539,4.721055380796337,0.0,5.025190294255799,6.887552571664617,6.034313980850726,2.302585092994046,2.5911691467018496
4.727387818712341,4.347076382695991,3.1354942159291497,3.926190340266204,1.0986122886681098,2.316254507942568,0.0,0.0,6.021023349349527,6.726021594790851,0.0,1.4859015468034482,6.893656354602635,4.671494284524023,2.302585092994046,2.450130764330348
4.727387818712341,3.1438972912014167,3.1354942159291497,3.455124080903482,1.0986122886681098,1.5536378695026716,0.0,0.01550507764347775,6.0330862217988015,4.4022022667857,0.0,2.7828094097355005,6.893656354602635,7.153051938774288,2.302585092994046,2.187426106733642
4.74493212836325,4.485849119129104,3.1354942159291497,3.9479094833116415,1.0986122886681098,0.8488737798218216,0.0,0.0,6.025865973825314,3.9222302879106614,0.0,2.427270742618871,6.904750769961838,8.021348335074688,2.4849066497880004,1.9214990543461117
4.74493212836325,2.93615827132475,3.1354942159291497,2.6348385816489523,1.0986122886681098,1.048265582340402,0.4054651081081644,0.0,6.02707297457535,3.263482710039825,0.0,3.8606921844639692,6.90625415285587,5.971670490089942,2.4849066497880004,3.402381398164929
4.74493212836325,4.230167059360372,3.1354942159291497,3.165745684953923,1.0986122886681098,3.085749074766052,0.6931471805599453,0.20888929874842682,6.028278520230698,5.5929450302174395,0.0,4.127142218710095,6.907755278982137,6.80730908810462,2.4849066497880004,1.3665328905982554
4.742029368705289,4.034459044585297,3.1354942159291497,3.1811963117612314,1.0986122886681098,2.75059675143369,0.6931471805599453,0.49210811651058567,6.025060496536498,3.4830631300514145,0.0,2.388006150887757,6.914068641038729,3.535758825383483,2.4849066497880004,2.0663254808856233
4.73911815849783,4.10938434416763,3.1354942159291497,3.3014554138159804,1.0986122886681098,1.5934241996813638,0.6931471805599453,0.5645004054711114,6.021832083724378,5.586250527691465,0.0,3.890023421412986,6.920342394487609,6.232526974721851,2.4849066497880004,2.1413565049001093
4.736198448394496,3.621744790940794,3.1354942159291497,3.123284647116394,1.0986122886681098,1.5170056899110904,0.6931471805599453,0.0,6.018593214496234,6.123106110637794,0.0,1.5784761206467146,6.926577033222725,5.500666400089644,2.4849066497880004,1.2236390991894106
4.736198448394496,4.584778670702812,3.1354942159291497,3.066791722541509,1.0986122886681098,2.221572195012324,0.6931471805599453,0.010933502554352423,5.91350300563827,4.682828376072106,0.0,2.0348244453306634,6.892641641172089,5.554324036887965,2.4849066497880004,2.284015911158934
