S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.4680601411351315,5.315746943612542,3.1354942159291497,3.5351683455796343,2.3978952727983707,2.3448650609869333,0.6931471805599453,2.6336389706392938,3.7376696182833684,3.8233103768142858,3.091042453358316,2.431549945789797,3.258096538021482,2.7244619324435924,3.5553480614894135,3.4205118984428196,1.9459101490553132,3.001156803470868
5.4680601411351315,4.872487547483981,3.1354942159291497,3.4784652844097486,2.3978952727983707,1.8136610256916543,0.6931471805599453,0.0,3.7376696182833684,4.409626682170939,3.091042453358316,2.9852831927561736,3.258096538021482,4.234601818031637,3.5553480614894135,4.021454194477989,1.9459101490553132,2.9412577617645472
5.4680601411351315,5.152289706343173,3.1354942159291497,3.7264392796069687,2.3978952727983707,2.260714452101936,0.6931471805599453,1.5089220100574372,3.7376696182833684,4.997764830092788,3.091042453358316,1.9597665126731671,3.258096538021482,2.2517463136298708,3.5553480614894135,3.3962927481262892,1.9459101490553132,2.890545266927664
5.4680601411351315,4.488358896724349,3.1354942159291497,3.3861782825810307,2.3978952727983707,2.0673934877793543,0.6931471805599453,1.5725292186600743,3.7376696182833684,3.098271552265064,3.091042453358316,1.9795785790818914,3.258096538021482,3.2090896010677685,3.5553480614894135,3.9097044037754096,1.9459101490553132,3.4071794402441635
5.4680601411351315,3.952885879217182,3.1354942159291497,3.747916084761151,2.3978952727983707,1.7946970428791666,0.6931471805599453,3.9543688513497317,3.7376696182833684,3.683154544031052,3.091042453358316,3.399857193225409,3.258096538021482,3.519521559649655,3.5553480614894135,3.663110630494067,1.9459101490553132,1.8040945706696205
5.458166067489932,5.822568592547125,3.1354942159291497,3.109221688005681,2.3353749158170367,2.3085290262267426,0.6931471805599453,3.5152599217276634,3.729701448634191,5.063075581476896,3.091042453358316,1.4577037459790785,3.258096538021482,3.7943754876654543,3.5553480614894135,4.7844663127777105,1.9459101490553132,2.159921826716844
5.448173122092414,6.557984414861308,3.1354942159291497,2.894086106928841,2.268683541318364,3.5204010587555006,0.6931471805599453,5.593168769605869,3.721669276936927,2.7270533280349327,3.091042453358316,2.4326430859018364,3.258096538021482,2.391866720233002,3.5553480614894135,2.702123148830755,1.9459101490553132,1.5131628127602492
5.438079308923196,6.882343717238293,3.1354942159291497,4.058866837774035,2.1972245773362196,2.7037193403658533,0.6931471805599453,1.4598021643108987,3.713572066704308,3.7924779901566876,3.091042453358316,2.7067940223784017,3.258096538021482,4.509910419215524,3.5553480614894135,3.4225761083057096,1.9459101490553132,3.367076234903694
5.438079308923196,4.351520336130349,3.1354942159291497,4.111957837006003,2.1972245773362196,2.5542563110753873,0.6931471805599453,1.8360612518862225,3.713572066704308,2.687070745369989,3.091042453358316,2.238716957963318,3.258096538021482,1.5062310955598184,3.5553480614894135,3.7930941811595864,1.9459101490553132,2.5021780965084197
5.438079308923196,4.834435005797117,3.1354942159291497,3.652479124163891,2.1972245773362196,2.910773939489175,0.6931471805599453,3.7396143739643626,3.713572066704308,4.0914513782516675,3.091042453358316,2.8519798604982056,3.258096538021482,2.5144470159810863,3.5553480614894135,3.6333896611390517,1.9459101490553132,3.642817049967117
5.438079308923196,3.9555380333358325,3.1354942159291497,3.293076208597374,2.1972245773362196,2.0680376220521888,0.6931471805599453,5.267941273282396,3.713572066704308,3.8348594250930113,3.091042453358316,2.56428508068305,3.258096538021482,4.6194665408912625,3.5553480614894135,3.0198211263225794,1.9459101490553132,0.5460910049121099
5.438079308923196,5.617204858630588,3.1354942159291497,2.9747272105625986,2.1972245773362196,2.363084092112737,0.6931471805599453,4.847904060537715,3.713572066704308,3.79778784658286,3.091042453358316,1.6368572875952445,3.258096538021482,1.7502001682938824,3.5553480614894135,3.845132718498125,1.9459101490553132,4.413821314159186
