RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.182826244321462,0.0,0.17804065448848427,3.784189633918261,3.1131672510296626,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
3.367295829986474,2.9731421687333226,0.0,0.5964177663309322,3.784189633918261,1.9769979643012598,5.181783550292085,5.5430015733186835,1.3862943611198906,1.3155407032896578,4.844187086458591,4.103383420534113,0.6931471805599453,0.9066735743193085,3.044522437723423,2.238761164960765,0.0,1.2171830474081762
3.367295829986474,4.081885785976877,0.0,0.0,3.784189633918261,1.8595021970932581,5.181783550292085,3.394304255822481,1.3862943611198906,2.121472610105367,4.844187086458591,4.215845884423661,0.6931471805599453,0.5286889646492249,3.044522437723423,1.6710389159452632,0.0,0.0
3.367295829986474,2.9236494814201848,0.0,0.0,3.784189633918261,2.2224626585513696,5.181783550292085,5.119050062612004,1.3862943611198906,1.3499170677202788,4.844187086458591,5.022527292858779,0.6931471805599453,0.5639610451878999,3.044522437723423,2.9904680988317955,0.0,0.499184641149903
3.367295829986474,3.356328767396418,0.0,0.10654532847185919,3.784189633918261,2.792180903170239,5.181783550292085,4.65982418295372,1.3862943611198906,2.6678590379815894,4.844187086458591,2.8905103924652282,0.6931471805599453,0.0,3.044522437723423,1.7855164242844779,0.0,0.015927907770232563
3.367295829986474,3.3537081904779718,0.0,0.0,3.784189633918261,2.7191660741601904,5.181783550292085,4.265162316985674,1.3862943611198906,1.9374702872147491,4.844187086458591,5.275138768637508,0.6931471805599453,0.194193242262999,3.044522437723423,1.9859770662731466,0.0,0.556152140510506
3.367295829986474,2.779394040643935,0.0,0.0,3.784189633918261,3.353176630465691,5.181783550292085,4.0376683500322175,1.3862943611198906,1.074230442210235,4.844187086458591,2.7680752652341427,0.6931471805599453,0.7197446893117931,3.044522437723423,1.823793333568647,0.0,0.0
3.367295829986474,3.566951949881841,0.0,1.5528594178659294,3.784189633918261,4.10037720573091,5.181783550292085,3.371499690501428,1.3862943611198906,3.0299661696227567,4.844187086458591,2.9820171628500214,0.6931471805599453,0.2536517623069204,3.044522437723423,1.7549768103548113,0.0,0.6407878143880511
3.367295829986474,3.999507739633369,0.0,0.28751304880103457,3.784189633918261,3.2283512141012025,5.181783550292085,3.5914511909980713,1.3862943611198906,0.9632898214801309,4.844187086458591,4.859859954982452,0.6931471805599453,0.35695603103334517,3.044522437723423,2.0977132920253463,0.0,0.0
3.367295829986474,2.7448478464082453,0.0,0.0,3.784189633918261,3.3395350001601747,5.181783550292085,3.5382472793527224,1.3862943611198906,1.0469302730963164,4.844187086458591,2.7046607631078463,0.6931471805599453,0.5030052770114037,3.044522437723423,2.9420548718326334,0.0,0.0
3.367295829986474,3.6325409643071014,0.0,0.42795254398317656,3.784189633918261,2.3631171812546454,5.181783550292085,3.421887256257294,1.3862943611198906,2.386311333558046,4.844187086458591,4.451104014161925,0.6931471805599453,0.3067729165532652,3.044522437723423,1.6207433604523567,0.0,0.0
3.367295829986474,2.6844456853419074,0.0,0.0,3.784189633918261,4.110833383645464,5.181783550292085,3.8758421011300834,1.3862943611198906,1.1914333225768396,4.844187086458591,4.522871433602654,0.6931471805599453,0.5863270210103577,3.044522437723423,2.3089726141756954,0.0,2.3016849277321043
