DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
2.302585092994046,3.7682693560262073,4.820281565605037,2.8365447037831153,2.9444389791664403,6.612166397846783
2.302585092994046,4.883174952742178,4.820281565605037,4.955818865958747,2.9444389791664403,2.727290594310823
2.302585092994046,1.4904356550793216,4.820281565605037,4.7626529582202455,2.9444389791664403,1.33109164643189
2.302585092994046,1.5549240284167036,4.820281565605037,3.5697499701087247,2.9444389791664403,4.018448205034852
2.302585092994046,0.15244826564656622,4.825108606353353,2.7455876933617693,2.9444389791664403,2.428312865361209
2.302585092994046,2.5011086791325523,4.829912458665998,6.064590666240751,2.9444389791664403,5.875144470840965
2.302585092994046,2.142669866272613,4.8346933442663405,3.6635589848921235,2.9444389791664403,4.325314777888878
2.302585092994046,3.6264573491813854,4.839451481712757,4.051601303987561,2.9444389791664403,3.619103541320916
2.302585092994046,1.8724376176000468,4.844187086458591,3.6883392532843398,2.9444389791664403,3.8571201562051023
2.302585092994046,1.8613643025055155,4.845498562056402,4.557427578394041,2.9444389791664403,3.2186656756634267
2.302585092994046,4.970617143455298,4.846808319938465,4.743321982844869,2.9444389791664403,2.736117770704918
2.302585092994046,3.524279906757457,4.848116364598481,4.376832279255669,2.9444389791664403,7.618325169811173
2.302585092994046,3.36532417060894,4.8494227005125365,4.669550951312539,2.9444389791664403,2.415126536019037
2.302585092994046,3.559770933776167,4.850727332139201,4.398241800632892,2.9444389791664403,0.23741923008750465
2.302585092994046,3.896869903339725,4.852030263919617,3.2195627000312097,2.9444389791664403,5.787663543850192
2.302585092994046,2.201584927214811,4.853331500277589,4.3985179701606265,2.9444389791664403,4.712951548184533
2.302585092994046,2.2463131216500445,4.854631045619675,3.5139115086904464,2.9444389791664403,2.2701544657169843
2.302585092994046,2.9207086831755618,4.855928904335275,4.938250754746806,2.9444389791664403,5.29874279019323
2.302585092994046,1.9428019367787748,4.857225080796721,3.3841054803566104,2.9444389791664403,6.436020002752398
2.302585092994046,1.7102013437154997,4.858519579359367,5.4664489796876445,2.9444389791664403,4.799658009645187
2.302585092994046,2.789052613128481,4.859812404361672,3.2729012526839494,2.9444389791664403,1.5396685139726758
2.302585092994046,4.160591149001498,4.90527477843843,4.053401322546786,2.9444389791664403,5.167599041996122
2.302585092994046,2.057850622857715,4.948759890378168,4.50524972561978,2.9444389791664403,4.11201693505849
