DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
2.302585092994046,0.5233857689507277,4.820281565605037,5.334880076173023,2.9444389791664403,3.4387125440488844
2.302585092994046,4.517120105573252,4.820281565605037,4.477653741283575,2.9444389791664403,3.677164001347366
2.302585092994046,4.420000350800792,4.820281565605037,3.405166197370276,2.9444389791664403,3.335826405191074
2.302585092994046,0.1828452517828154,4.820281565605037,3.0830102456975563,2.9444389791664403,4.902309487629089
2.302585092994046,4.5426225707661025,4.825108606353353,5.561812741141855,2.9444389791664403,3.7681683848954073
2.302585092994046,0.0,4.829912458665998,3.05484933476242,2.9444389791664403,1.577472703160797
2.302585092994046,4.55178237717638,4.8346933442663405,4.418687204492159,2.9444389791664403,4.0773644009283085
2.302585092994046,4.463330604765444,4.839451481712757,4.47814471159592,2.9444389791664403,4.313227956980594
2.302585092994046,6.369539233058392,4.844187086458591,5.191300336212144,2.9444389791664403,6.027699923865129
2.302585092994046,4.541977077156026,4.845498562056402,4.835078577615157,2.9444389791664403,4.559729298759554
2.302585092994046,4.588726180909989,4.846808319938465,5.872941475324279,2.9444389791664403,2.6442730332817206
2.302585092994046,2.2042497950984288,4.848116364598481,5.077944185020198,2.9444389791664403,4.00060280478688
2.302585092994046,2.212813318076021,4.8494227005125365,5.407894087133387,2.9444389791664403,3.2946836397097625
2.302585092994046,3.2227520959030667,4.850727332139201,4.427189915271105,2.9444389791664403,5.047713835403611
2.302585092994046,0.7202701889387213,4.852030263919617,3.76568207025176,2.9444389791664403,3.7868515933571274
2.302585092994046,1.834113241399904,4.853331500277589,2.2233686633816,2.9444389791664403,6.048545508609532
2.302585092994046,2.952046245097365,4.854631045619675,4.769979648294511,2.9444389791664403,4.8983626499681945
2.302585092994046,1.7925043906089646,4.855928904335275,2.775337978072842,2.9444389791664403,3.352638718119735
2.302585092994046,7.7363535310800025,4.857225080796721,3.52161815590594,2.9444389791664403,2.8320392815679556
2.302585092994046,4.731130978682363,4.858519579359367,6.913411860108698,2.9444389791664403,3.8409872521569737
2.302585092994046,3.3373601339112025,4.859812404361672,4.220641969026229,2.9444389791664403,3.035167297782486
2.302585092994046,1.5831584535169296,4.90527477843843,5.422328447690831,2.9444389791664403,4.721050548854832
2.302585092994046,4.438402067434518,4.948759890378168,5.401659841545796,2.9444389791664403,1.9371846307408869
