DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
2.302585092994046,3.2324527802989165,4.820281565605037,3.966856111725919,2.9444389791664403,4.031993776989491
2.302585092994046,4.2929066845520705,4.820281565605037,3.304134396471842,2.9444389791664403,4.592724903582757
2.302585092994046,2.166380519899256,4.820281565605037,2.9115172745310263,2.9444389791664403,3.025754282899394
2.302585092994046,0.6295475433552951,4.820281565605037,3.408360071521328,2.9444389791664403,1.6614220881145938
2.302585092994046,6.009325229247919,4.825108606353353,3.836542685258668,2.9444389791664403,3.757878778536202
2.302585092994046,2.4455386590237165,4.829912458665998,2.438591310073564,2.9444389791664403,1.786718385496651
2.302585092994046,4.690687629040031,4.8346933442663405,5.155131522272735,2.9444389791664403,4.714793246513791
2.302585092994046,3.7486488823029305,4.839451481712757,3.2669002382960906,2.9444389791664403,5.5014144270435
2.302585092994046,3.668257351861363,4.844187086458591,4.3619741475454035,2.9444389791664403,3.0247191110032032
2.302585092994046,4.503870590510892,4.845498562056402,4.355694420636701,2.9444389791664403,3.5885999497457277
2.302585092994046,2.3783935038939408,4.846808319938465,5.34915141915212,2.9444389791664403,1.779971065572163
2.302585092994046,0.7713544855172718,4.848116364598481,3.8409397100019405,2.9444389791664403,6.015856263018969
2.302585092994046,2.4970577967761796,4.8494227005125365,4.534203660382498,2.9444389791664403,3.3454138522877677
2.302585092994046,5.91446089997987,4.850727332139201,4.016287263071408,2.9444389791664403,3.798284125506283
2.302585092994046,0.0,4.852030263919617,4.981168480534393,2.9444389791664403,3.8614068024458046
2.302585092994046,2.7386282239339,4.853331500277589,3.0856199470196986,2.9444389791664403,3.5781076502954936
2.302585092994046,8.160217013801281,4.854631045619675,3.960791016735741,2.9444389791664403,4.142157782472191
2.302585092994046,5.81001102125065,4.855928904335275,5.176605792030412,2.9444389791664403,5.401227737861655
2.302585092994046,5.672301219944997,4.857225080796721,4.340431883832379,2.9444389791664403,3.8151837363909697
2.302585092994046,3.5479407883856364,4.858519579359367,4.173152372986697,2.9444389791664403,3.102135212120615
2.302585092994046,1.6747994444281378,4.859812404361672,4.45291468902574,2.9444389791664403,2.3248086426319943
2.302585092994046,6.927021483504928,4.90527477843843,3.373981867261085,2.9444389791664403,3.779377959391685
2.302585092994046,5.666072428707091,4.948759890378168,3.0929397162033103,2.9444389791664403,7.170534400861167
