S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.6094379124341003,1.5756497927369877,0.0,0.18529177914319295,0.6931471805599453,0.6743462050229961,0.0,1.1795748374291268,1.9459101490553132,2.628571057555208,4.237963789997018,3.400715103324849,1.0986122886681098,0.9743739085513304,1.6094379124341003,1.566371245538988,1.0986122886681098,1.0986074641099446,0.0,0.28515064114304844
1.6094379124341003,1.7269249689927748,0.0,0.3157122980335937,0.6931471805599453,0.4353559561778038,0.0,0.0,1.9459101490553132,2.025783508890111,4.238925791033208,4.1492331880250335,1.0986122886681098,0.82099727656856,1.6094379124341003,1.5981384819517486,1.0986122886681098,1.0986125286734834,0.0,0.05916136856242357
1.6094379124341003,1.439753979209492,0.0,0.0,0.6931471805599453,0.5686879174772721,0.0,1.7543232566001783,1.9459101490553132,3.442206935297523,4.239886867512759,2.776829193695372,1.0986122886681098,1.15197939105444,1.6094379124341003,1.4519269847412377,1.0986122886681098,1.0986095091050327,0.0,0.6684332275125192
1.6094379124341003,1.3977626787941142,0.0,0.0,0.6931471805599453,0.7402683722186743,0.0,2.9108293042168807,1.9459101490553132,1.9947677490106277,4.240847021211102,2.73408240918288,1.0986122886681098,1.038919111016766,1.6094379124341003,1.4473739406161241,1.0986122886681098,1.0986111202445719,0.0,0.23194741235412858
1.6094379124341003,1.526171666276256,0.0,0.6964803506163841,0.6931471805599453,0.6685223205605639,0.0,0.0,1.9459101490553132,3.0629157779118494,4.241806253898562,3.215416769722238,1.0986122886681098,0.8005422390844844,1.6094379124341003,1.6880346781392095,1.0986122886681098,1.0986107502146019,0.0,0.8718439437205517
1.6094379124341003,1.270916439024487,0.0,0.2024097603517397,0.6931471805599453,0.6098529431281483,0.0,1.186026919315263,1.9459101490553132,2.238929616962214,4.242764567340374,2.3941244896128975,1.0986122886681098,0.9939630267664559,1.6094379124341003,1.7031918666417039,1.0986122886681098,1.0986109622327513,0.0,0.0
1.6094379124341003,1.4477800075662928,0.0,0.156390847386345,0.6931471805599453,0.727334074687777,0.0,1.8023042550490587,1.9459101490553132,3.0661634958207746,4.243721963296702,4.160046609697566,1.0986122886681098,1.250855368571151,1.6094379124341003,1.551672433182772,1.0986122886681098,1.0986096555258755,0.0,0.5820449533333901
1.6094379124341003,1.8493450396393598,0.0,0.1694339081527043,0.6931471805599453,0.658872771786918,0.0,1.5234197536059753,1.9459101490553132,3.2935926143294036,4.244678443522658,4.302991926564669,1.0986122886681098,1.1679129074545438,1.6094379124341003,1.7021256293782243,1.0986122886681098,1.098604263025219,0.0,0.6853417622901966
1.6094379124341003,2.1545554451656805,0.0,0.0,0.6931471805599453,0.592419368905974,0.0,0.46761642289355043,1.9459101490553132,2.262085778508229,4.2456340097683265,4.629290382250598,1.0986122886681098,1.0300010427581285,1.6094379124341003,1.5299786016251713,1.0986122886681098,1.0986032710784317,0.0,0.45923824824243087
1.6094379124341003,1.7124136758119752,0.0,0.4115439693089067,0.6931471805599453,0.8027568939121157,0.0,0.7114035875717994,1.9459101490553132,2.610518474514304,4.246588663778778,4.013019254425276,1.0986122886681098,1.4199971726072809,1.6094379124341003,1.6027730826392883,1.0986122886681098,1.0986082688832348,0.0,0.09989792217147633
1.6094379124341003,1.4513806773380171,0.0,0.2885224114609253,0.6931471805599453,0.3986935295050984,0.0,2.1118627693266125,1.9459101490553132,2.263252069210894,4.2475424072940875,2.4455793082442723,1.0986122886681098,1.0628335096322745,1.6094379124341003,1.4694374364933225,1.0986122886681098,1.0986098587088224,0.0,0.06966001975782324
1.6094379124341003,1.7722290730929795,0.0,0.130471525157473,0.6931471805599453,0.8463291625613742,0.0,1.2971740462872825,1.9459101490553132,2.7442365987636603,4.248495242049359,4.260969999832058,1.0986122886681098,0.8548530781136707,1.6094379124341003,1.5761505032759031,1.0986122886681098,1.098608873170076,0.0,0.9748558140105823
