S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.6888794541139363,3.697392449979346,0.0,0.8754362755897771,2.5649493574615367,3.5879241157460826,4.820281565605037,4.276680021083757,0.0,1.7109182803350094,1.3862943611198906,0.5443390143275862,2.9444389791664403,4.1497156410950025,1.0986122886681098,3.437301328727192
3.6888794541139363,4.147372584420481,0.0,1.282954339346507,2.5649493574615367,2.932327319034223,4.820281565605037,5.446790255311666,0.0,0.2712603098947437,1.3862943611198906,0.0,2.9444389791664403,3.2559772828734315,1.0986122886681098,2.8411081045045474
3.6888794541139363,3.278793087637894,0.0,2.7394187263628664,2.5649493574615367,2.6340617143771596,4.820281565605037,3.299123629585357,0.0,0.582248408047304,1.3862943611198906,0.7518571779133163,2.9444389791664403,2.855331915184116,1.0986122886681098,4.827738474405661
3.6888794541139363,3.789084457296512,0.0,0.528124156722576,2.5649493574615367,3.401534840585566,4.820281565605037,4.495415724510496,0.0,0.7350596770999382,1.3862943611198906,0.0,2.9444389791664403,3.4959873500809238,1.0986122886681098,3.643817739712911
3.6888794541139363,4.190692141682326,0.0,2.1382360326058567,2.5649493574615367,5.502644073026736,4.820281565605037,4.846416019587224,0.0,0.0,1.3862943611198906,0.4267170117551152,2.9444389791664403,3.738584732836804,1.0986122886681098,4.67666507676268
3.713572066704308,5.544484829482715,0.0,0.8162530989610068,2.5649493574615367,3.563009723270389,4.832305758571839,3.9019521327940825,0.0,0.0,1.3862943611198906,0.8345807891727102,2.9444389791664403,1.5680988258201496,1.0986122886681098,4.320286603187384
3.7376696182833684,2.5613661830333454,0.0,1.518279713941828,2.5649493574615367,4.305349642922816,4.844187086458591,3.0709421536398533,0.0,1.2904951128286897,1.3862943611198906,0.0,2.9444389791664403,6.000564968583594,1.0986122886681098,1.1574161053001801
3.728100167267218,2.84383950456143,0.0,1.1566648862207698,2.5649493574615367,3.782031445390727,4.847331743138063,3.66954281968177,0.0,3.7730856114357785,1.3862943611198906,0.0033025454685866595,2.9444389791664403,3.394011718101416,1.0986122886681098,3.8259633992703725
3.7184382563554808,3.3488583445069864,0.0,1.2521661529649375,2.5649493574615367,5.072197210962928,4.850466541943434,4.958307126993579,0.0,0.0,1.3862943611198906,0.0,2.9444389791664403,5.32533266499196,1.0986122886681098,5.364003730905544
3.708682081410116,4.420973713614514,0.0,1.1910904174694812,2.5649493574615367,1.9065875279414664,4.853591544486569,4.523320016116212,0.0,2.3024960681399307,1.3862943611198906,0.0,2.9444389791664403,4.060839003776183,1.0986122886681098,5.289426140519417
3.6988297849671046,4.098992021686045,0.0,0.32953361342808507,2.5649493574615367,3.766203935403451,4.856706811803519,4.899820728074067,0.0,2.641830299640706,1.3862943611198906,0.4883138820888495,2.9444389791664403,3.4064500675509874,1.0986122886681098,3.611642012274369
3.6888794541139363,3.9492223337697925,0.0,0.0,2.5649493574615367,5.520223564102223,4.859812404361672,2.9008651190839068,0.0,3.0392456906659175,1.3862943611198906,0.11783192789914598,2.9444389791664403,2.477316388334355,1.0986122886681098,1.1573237624560138
