S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
0.0,0.8908388900930552,2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552
0.0,1.7647032274462424,2.302585092994046,5.6325927677796255,4.820281565605037,5.191989842847011
0.0,0.0,2.302585092994046,3.056433835459313,4.820281565605037,4.867083769180521
0.0,0.021661975106745057,2.302585092994046,0.35078808368895986,4.820281565605037,3.546532291468786
0.0,2.2654037810526235,2.302585092994046,1.7949018347945251,4.820281565605037,4.164451789828538
0.0,2.79591175594933,2.302585092994046,4.292297695749615,4.825108606353353,4.015316902609763
0.0,0.7361344527571372,2.302585092994046,3.727863530213508,4.829912458665998,3.727768606668752
0.0,0.0,2.302585092994046,1.5886596148728043,4.8346933442663405,4.063349147963441
0.0,1.3817296318999368,2.302585092994046,7.543300169442439,4.839451481712757,5.66813923208529
0.0,0.48352371659157617,2.302585092994046,4.08376409229625,4.844187086458591,5.469383713179727
0.0,0.8739286793592049,2.302585092994046,1.961634894699806,4.845498562056402,3.6664880984612886
0.0,0.0,2.302585092994046,2.442333050948208,4.846808319938465,3.738135534044279
0.0,0.0,2.302585092994046,5.349334649890933,4.848116364598481,4.549465733143888
0.0,0.8627973087684079,2.302585092994046,2.1146912595051677,4.8494227005125365,3.96279193666741
0.0,1.2894881564767482,2.302585092994046,2.7060128328354836,4.850727332139201,3.775495574773352
0.0,0.6985246484542345,2.302585092994046,4.857598268486544,4.852030263919617,4.760121630873239
0.0,2.1328248713406794,2.302585092994046,2.20642230478561,4.853331500277589,4.842865041438117
0.0,0.7653760976035034,2.302585092994046,4.689963739857163,4.854631045619675,4.386485885069893
0.0,3.4756849589468177,2.302585092994046,2.48890561094293,4.855928904335275,4.137024226482897
0.0,0.0,2.302585092994046,0.2167847818131956,4.857225080796721,3.9588409466056937
0.0,0.0,2.302585092994046,2.506067259227113,4.858519579359367,5.333758289274086
0.0,0.04875176900639655,2.302585092994046,5.017595512899525,4.859812404361672,2.3937741883454717
0.0,1.0632296957286447,2.302585092994046,4.784265568973163,4.90527477843843,3.9667255625490405
0.0,0.0,2.302585092994046,3.0655029573030497,4.948759890378168,4.173526764953529
