S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated
4.406719247264253,3.9736462603351703,1.0986122886681098,0.7506859406485378,2.5649493574615367,2.9404301144203595,3.295836866004329,2.3621206429605626,3.6888794541139363,2.945350239029016,3.6635616461296463,3.4455535302596,0.0,0.00845563664876762,1.6094379124341003,0.8320702696305738,1.6094379124341003,1.0863350080236112
4.418840607796598,3.174753435635558,1.0986122886681098,1.0162808348105716,2.5649493574615367,7.586019796307268,3.295836866004329,1.1757633786001644,3.6888794541139363,3.977012387757094,3.6635616461296463,2.275873678821661,0.0,0.0,1.6094379124341003,1.1030956268620964,1.6094379124341003,2.2850149655101735
4.418840607796598,3.7783164409148626,1.0986122886681098,1.4747206589402837,2.5649493574615367,7.045462173368591,3.295836866004329,1.7091211393412833,3.6971782569286313,2.5846455262818226,3.6635616461296463,3.18769038839122,0.0,0.03196733201948482,1.6094379124341003,1.245869210148909,1.6094379124341003,1.076813569561057
4.418840607796598,3.3102863959512563,1.0986122886681098,1.507536912826216,2.5649493574615367,1.8174702846516688,3.295836866004329,2.4041452546989848,3.7054087560651467,3.827487102970762,3.6635616461296463,3.826939383162024,0.0,0.0,1.6094379124341003,1.319131021073103,1.6094379124341003,1.3612977060831837
4.418840607796598,4.067066701178154,1.0986122886681098,1.7480567237292917,2.5649493574615367,5.159252691112091,3.295836866004329,2.4651774729606784,3.713572066704308,2.5014983112330826,3.6635616461296463,3.5539539980553667,0.0,0.0,1.6094379124341003,0.6499828106569037,1.6094379124341003,0.5079458007168005
4.430816798843313,4.990731408963457,1.0986122886681098,0.0,2.5649493574615367,3.714871440086217,3.295836866004329,1.8147747924012303,3.7376696182833684,3.658873629410028,3.6635616461296463,4.626051147416165,0.0,0.06577569323683867,1.6094379124341003,0.9160795707177538,1.6094379124341003,1.5891581616475157
4.442651256490317,4.38900400583301,1.0986122886681098,0.9137513304841938,2.5649493574615367,4.715711897663244,3.295836866004329,1.8928949443670797,3.7612001156935624,1.7612082170795196,3.6635616461296463,3.874942592202107,0.0,0.0,1.6094379124341003,1.382087643791297,1.6094379124341003,0.8907351492966706
4.454347296253507,3.4209674676201063,1.0986122886681098,1.238076204808776,2.5649493574615367,5.915349815986575,3.295836866004329,2.4903469400454807,3.7612001156935624,2.016610784063701,3.7612001156935624,2.2032708451047243,0.0,0.006352639425556651,1.6094379124341003,1.482383490907116,1.6094379124341003,1.1932336905097753
4.465908118654584,4.180924329604633,1.0986122886681098,0.808057094553157,2.5649493574615367,0.0,3.295836866004329,0.45747803259167963,3.7612001156935624,2.256633035586325,3.7612001156935624,3.0711406800624443,0.0,0.0,1.6094379124341003,0.8235625356485035,1.6094379124341003,1.7669681632538863
4.473541743509655,4.055336640717064,1.0986122886681098,0.10767218298434489,2.5649493574615367,2.351299850465425,3.295836866004329,2.7724966233817634,3.7689221617874726,2.296368227385581,3.784189633918261,3.5100670014994346,0.0,0.0,1.6094379124341003,1.0880532545609993,1.6094379124341003,2.256821840044777
4.481117537318112,4.070231410537793,1.0986122886681098,0.8720477727319916,2.5649493574615367,0.5851669170436002,3.295836866004329,0.8105266131850335,3.7765850345330416,1.1714995004014515,3.8066624897703196,4.118796775478826,0.0,0.0,1.6094379124341003,1.1399782172016946,1.6094379124341003,0.5679999619406805
4.48863636973214,3.597349412143365,1.0986122886681098,0.3226274417833725,2.5649493574615367,3.841419085779314,3.295836866004329,2.21012029608931,3.784189633918261,1.9485397360992938,3.828641396489095,3.9632556051278662,0.0,0.0,1.6094379124341003,0.505012738153628,1.6094379124341003,1.3323936723882464
