S00117_Actual,S00117_Simulated,S1151_Actual,S1151_Simulated
1.791759469228055,1.3003772873935853,2.3978952727983707,3.1027931111671934
1.791759469228055,1.377850667798997,2.3978952727983707,3.3033530537042255
1.791759469228055,1.3187844864434364,2.3978952727983707,2.538361530408654
1.791759469228055,1.8408360663601355,2.3978952727983707,1.9443759114336052
1.791759469228055,1.3737466530372946,2.3978952727983707,2.233964944052458
1.791759469228055,2.250696185867554,2.3978952727983707,5.433930039262419
1.791759469228055,1.3684213873775295,2.3978952727983707,1.5975570065280766
1.791759469228055,2.104174878840862,2.3978952727983707,4.1867872045167065
1.791759469228055,0.3044852285800298,2.3978952727983707,2.888797491193638
1.791759469228055,0.37490262139261943,2.3978952727983707,1.6847688033847632
1.8718021769015913,0.9082652357437442,2.3978952727983707,1.624974776791108
1.9459101490553132,0.44094140708233753,2.3978952727983707,2.89041612516284
