,Actual_last_5_vals,Mean_Simulation,Simulated_20,Simulated_24,Simulated_12,Simulated_25,Simulated_17,Simulated_18,Simulated_22,Simulated_8,Simulated_26,Simulated_13,Simulated_16,Simulated_14,Simulated_27,Simulated_5,Simulated_3,Simulated_7,Simulated_0,Simulated_6,Simulated_2,Simulated_9,Simulated_23,Simulated_29,Simulated_19,Simulated_1,Simulated_10,Simulated_4,Simulated_15,Simulated_11,Simulated_21,Simulated_28
0,41110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41414.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42023.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77,36748.77
6,,36960.6,37288.6,37132.95,35319.22,38752.51,38953.15,39955.37,36920.81,41317.61,37940.18,33093.48,40222.06,32881.94,37695.58,35516.74,32523.23,31256.33,27960.83,37568.0,43485.43,33409.8,36936.63,31664.93,38933.02,31381.73,44131.69,37122.78,43289.35,42345.07,29072.79,44746.27
7,,37033.85,34305.4,38562.3,34984.33,38167.05,35831.4,36021.54,36398.61,34300.81,38446.75,36009.62,38382.01,39667.78,36272.91,36645.36,39990.82,34784.01,34019.09,41604.59,38154.74,39977.69,33186.65,32885.1,45159.1,44059.64,30407.51,27914.3,41507.93,31911.79,35743.12,45713.51
8,,36835.65,37293.7,37784.03,36565.43,35441.27,33284.43,38629.76,32268.14,37286.51,39655.75,38352.65,30864.69,31878.39,44885.63,29762.26,42159.26,45795.91,35284.6,35324.74,42724.96,39855.13,32018.36,33364.28,35332.85,38385.38,36688.45,30272.37,40275.38,31143.23,39814.67,42677.25
9,,35624.7,38892.06,38871.73,33080.72,38986.4,37745.43,36757.07,31975.05,31470.36,40031.76,36436.87,39076.97,32176.83,30464.38,30756.69,31431.04,35989.21,39531.75,44851.91,37048.46,37565.47,41719.66,34998.89,32658.96,39656.27,29490.47,36815.6,31638.78,26835.35,30243.96,41543.0
10,,37085.02,36631.23,35350.55,35557.04,38585.22,33947.42,42163.37,33846.78,36284.44,40105.47,43167.78,36846.41,37932.92,35074.43,40263.15,37437.34,37615.96,37982.37,34555.97,40986.21,29661.82,41259.78,42887.93,42899.35,34041.84,34030.72,43218.5,29089.77,35115.74,27309.06,38701.97
11,MAE,,1205.94,1271.78,1338.85,1530.23,2000.76,2001.99,2021.74,2082.64,2106.68,2217.21,2378.58,2660.94,2786.13,2825.31,2877.32,2968.3,3061.66,3074.22,3143.33,3146.35,3159.7,3224.09,3396.76,3538.19,3855.53,3861.57,4370.62,4492.93,4552.38,4973.7
