RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.717027701406222,6.377011052932987,5.814130531825066,5.669130985819897,6.311734809152915,5.753342360635113,1.9459101490553132,2.4555049185161084,2.833213344056216,4.00692142242476,5.700443573390687,5.375238992542156,4.248495242049359,3.5901773952256244
5.720311776607412,5.37421835616686,5.811140992976701,5.330188891516508,6.302618975744905,5.709653922198634,1.9459101490553132,1.3639579855847763,2.9444389791664403,4.027587193488079,5.69035945432406,5.243046952217418,4.248495242049359,3.8681428207061663
5.720311776607412,5.160636024400518,5.811140992976701,6.042079902033832,6.313548046277095,6.5535831214066365,1.9459101490553132,1.952509738621684,2.995732273553991,3.095567601893997,5.680172609017068,5.120316011895514,4.2626798770413155,4.267791524312876
5.720311776607412,5.893999912781402,5.811140992976701,5.4167605885403365,6.3080984415095305,6.471708990025225,1.791759469228055,3.2927690743376123,2.995732273553991,3.465182620025217,5.631211781821365,6.400923343754978,4.23410650459726,3.8525789709091876
5.726847747587197,4.581933726258532,5.811140992976701,5.454139334390288,6.298949246855942,6.294647292852844,1.791759469228055,1.6866540390767284,3.091042453358316,1.5231078661042177,5.634789603169249,5.4460334506033705,4.23410650459726,3.356323107645677
5.733341276897746,5.447247208738654,5.811140992976701,5.950657854292743,6.298949246855942,5.713721057416037,1.791759469228055,2.276809002314822,2.772588722239781,3.573768554536535,5.66988092298052,5.094756357985411,4.23410650459726,4.168979936187013
5.703782474656201,5.359832568574992,5.808142489980444,5.5929146186525305,6.278521424165844,6.773139432366698,1.791759469228055,1.8270007735506235,2.302585092994046,3.2445323651665863,5.6131281063880705,5.541290669767749,4.23410650459726,3.8777049666333947
5.717027701406222,4.921797400968821,5.808142489980444,5.423286956326566,6.278521424165844,5.768897851537047,1.791759469228055,1.4628271121637726,2.4849066497880004,3.983754979543104,5.616771097666572,4.466125329893215,4.23410650459726,4.312556526900707
5.71042701737487,5.104159874843413,5.808142489980444,5.713009822610759,6.2878585601617845,7.146205265669584,1.791759469228055,1.3139126274628956,2.302585092994046,2.31985414188465,5.616771097666572,5.111366158067218,4.23410650459726,3.7035851745073636
5.707110264748875,5.651343183282128,5.755742213586912,5.549319231131695,6.3080984415095305,6.730064852156183,1.791759469228055,3.411115446227994,2.3978952727983707,4.102217471119024,5.66988092298052,6.459883503163959,4.23410650459726,3.7311260741982797
5.707110264748875,5.995084787832365,5.755742213586912,5.436804598041286,6.3080984415095305,5.82983768241544,1.791759469228055,3.009313505267778,2.302585092994046,2.940913327190497,5.66988092298052,5.742185112379852,4.23410650459726,3.9908039224277276
