RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,3.427669872551541,3.1354942159291497,1.6071243618304145,0.0,1.6455005928250734,5.181783550292085,3.217616039685649,3.044522437723423,1.7392213449176468,0.0,1.9076993101330164
3.367295829986474,3.340736398162978,3.1354942159291497,1.8703865182410384,0.0,1.8706066200790477,5.181783550292085,3.0691191808908824,3.044522437723423,2.188988726229976,0.0,1.0575039812579488
3.367295829986474,3.3254819504597184,3.1354942159291497,1.7304703995106006,0.0,2.4788896917797993,5.181783550292085,3.4390583054083463,3.044522437723423,2.7801812007691837,0.0,0.0
3.367295829986474,3.3112121802972214,3.1354942159291497,2.961385477235104,0.0,0.9000658742387319,5.181783550292085,4.145171535345533,3.044522437723423,1.4871006663708886,0.0,0.6669266646271179
3.367295829986474,2.782997399071504,3.1354942159291497,2.1693749309343295,0.0,1.6512151012694511,5.181783550292085,4.211703715164109,3.044522437723423,1.37756577854792,0.0,0.0
3.367295829986474,3.212174787370226,3.1354942159291497,2.136982799368675,0.0,0.0,5.181783550292085,6.564214589005174,3.044522437723423,2.4634319068492734,0.0,0.0
3.367295829986474,2.9908178237514846,3.1354942159291497,2.5718075763065156,0.0,2.4435918543603536,5.181783550292085,4.14409817160772,3.044522437723423,2.701796222701183,0.0,0.7235505154443183
3.367295829986474,3.1414909570623366,3.1354942159291497,2.6763973874221003,0.0,0.0,5.181783550292085,4.875938091048583,3.044522437723423,2.655610247616944,0.0,2.7844662894963097
3.367295829986474,3.80044200095649,3.1354942159291497,2.461575195516716,0.0,0.04235508322798043,5.181783550292085,2.9033560207600027,3.044522437723423,2.264152936061967,0.0,1.0384655741348676
3.367295829986474,3.2701631893082097,3.1354942159291497,2.7747021188963332,0.0,1.8970454821030094,5.181783550292085,3.917307506300125,3.044522437723423,2.5009511641946416,0.0,2.019546271395564
3.367295829986474,3.4807543293709813,3.1354942159291497,2.536538676767261,0.0,1.532979495721711,5.181783550292085,3.9946625240355984,3.044522437723423,2.0250313591302715,0.0,1.861519156313095
