RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,2.5675490700420465,3.1354942159291497,2.4548743996899263,0.0,0.6770153033515098,5.181783550292085,3.6897630824546885,3.044522437723423,2.81396607852349,0.0,0.0
3.367295829986474,3.0836646694746497,3.1354942159291497,3.2545860825533115,0.0,1.1967406731398138,5.181783550292085,3.090453123092416,3.044522437723423,1.39443386295325,0.0,2.7420602345161766
3.367295829986474,3.1953415992372083,3.1354942159291497,1.7981813159403797,0.0,2.6116970929122405,5.181783550292085,5.511292195013178,3.044522437723423,2.8108006745671856,0.0,1.7181342755998532
3.367295829986474,2.736524959119829,3.1354942159291497,2.355908649681896,0.0,0.0,5.181783550292085,3.1746614226876106,3.044522437723423,1.6684240847620408,0.0,1.2440507101935045
3.367295829986474,2.938454963669208,3.1354942159291497,2.6680956378925083,0.0,0.0,5.181783550292085,4.107225596077819,3.044522437723423,2.6232327554834893,0.0,4.221946742759426
3.367295829986474,4.47708279469221,3.1354942159291497,2.4954042102329232,0.0,0.9425222325130435,5.181783550292085,3.8301773674537287,3.044522437723423,1.4368884820439478,0.0,2.7424926774609935
3.367295829986474,3.697783898197871,3.1354942159291497,2.4433127654147055,0.0,0.23495654847173852,5.181783550292085,2.8000159107674896,3.044522437723423,3.054356288945325,0.0,1.6275360660663676
3.367295829986474,3.4051380858588156,3.1354942159291497,2.7830799700540823,0.0,1.380340889708431,5.181783550292085,3.1713663458723924,3.044522437723423,2.7236849615208802,0.0,1.1522141465875166
3.367295829986474,3.7161052082214927,3.1354942159291497,2.7814435993578948,0.0,0.010770132786142472,5.181783550292085,3.1311872131934764,3.044522437723423,3.0637143207090656,0.0,0.6613171898731597
3.367295829986474,3.4777113933203267,3.1354942159291497,2.1029861278537143,0.0,0.12747116260039304,5.181783550292085,5.09185940562029,3.044522437723423,3.318671048744897,0.0,0.010307648338142572
3.367295829986474,2.656638905427246,3.1354942159291497,3.543675899539201,0.0,3.012082000071687,5.181783550292085,3.4199764531628203,3.044522437723423,2.5166523463073394,0.0,0.0
3.367295829986474,2.687776636713177,3.1354942159291497,2.695041222623884,0.0,3.2048418205051385,5.181783550292085,5.527690766851517,3.044522437723423,2.1807894753372397,0.0,0.0
3.367295829986474,3.1657737598883977,3.1354942159291497,3.098602964556532,0.0,0.09609999951985115,5.181783550292085,3.4746476325958437,3.044522437723423,2.018011942252155,0.0,1.4399072213339468
3.367295829986474,2.9552461533702963,3.1354942159291497,2.106527893926391,0.0,2.357843193603483,5.181783550292085,3.9352668213524766,3.044522437723423,2.485414337575828,0.0,1.657700290257249
3.367295829986474,3.325898075783643,3.1354942159291497,2.198110725793064,0.0,0.0,5.181783550292085,3.8237298911912734,3.044522437723423,2.6285872759911513,0.0,0.8426337847553776
3.367295829986474,3.2221419235500104,3.1354942159291497,1.9696159892028668,0.0,1.5770978356143557,5.181783550292085,2.1577361886621063,3.044522437723423,2.8370201657838185,0.0,0.0
3.367295829986474,3.211173809410168,3.1354942159291497,3.181737998517191,0.0,0.9910928527347366,5.181783550292085,2.1932868542630297,3.044522437723423,2.8148498665774917,0.0,0.787742980844915
3.367295829986474,3.218025913968315,3.1354942159291497,2.3037721592506895,0.0,2.216376540093857,5.181783550292085,3.7356530942777773,3.044522437723423,3.1465216113822994,0.0,0.715655051595584
3.367295829986474,3.230095727675112,3.1354942159291497,2.97460533357066,0.0,1.6945248595350062,5.181783550292085,0.6178941604346426,3.044522437723423,2.41035771302804,0.0,1.4753183074072804
3.367295829986474,3.412474912132521,3.1354942159291497,2.2923645417714997,0.0,1.513450241108003,5.181783550292085,2.938606394399255,3.044522437723423,1.5680078082488078,0.0,2.535086105034585
3.367295829986474,3.1720969746455507,3.1354942159291497,2.100312785559735,0.0,2.210959032916538,5.181783550292085,3.0024784074386757,3.044522437723423,2.1485075120954695,0.0,1.367039144658563
3.367295829986474,3.8372134561955047,3.1354942159291497,2.1604898667722705,0.0,2.219294907417146,5.181783550292085,3.2389245130689726,3.044522437723423,3.3714229139437615,0.0,1.3533581312305023
3.367295829986474,3.5014752310227015,3.1354942159291497,2.394410504006907,0.0,0.0,5.181783550292085,4.938592425169041,3.044522437723423,2.0833851077621675,0.0,0.0
