S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.544840046131564,3.1354942159291497,3.6589403319833846,1.0986122886681098,1.69023413040792,0.0,0.09356951724488577,5.964863865310803,5.678047592396958,0.0,2.5186291081753365,6.875748482847051,6.65624499473925,2.302585092994046,2.567614368012328
4.709530201312334,4.534030123079367,3.1354942159291497,3.6600986711371184,1.0986122886681098,1.216481341312287,0.0,0.14444834753560415,6.003887067106539,5.46495302051782,0.0,3.361609785545777,6.887552571664617,6.553926690135746,2.302585092994046,2.5705867757962664
4.727387818712341,4.2272658896876605,3.1354942159291497,3.08080692150552,1.0986122886681098,2.5236152562615572,0.0,0.0,6.021023349349527,5.480199235371624,0.0,1.1878530676964947,6.893656354602635,6.801029448122016,2.302585092994046,3.0907425300923337
4.727387818712341,4.2138877748869525,3.1354942159291497,3.696730166021706,1.0986122886681098,1.028863790385693,0.0,0.0,6.0330862217988015,5.6772168663896005,0.0,0.0,6.893656354602635,6.478967474856445,2.302585092994046,2.7469927385568083
4.74493212836325,4.407067488942548,3.1354942159291497,3.8305787659361785,1.0986122886681098,1.773693013603301,0.0,0.18320982817771642,6.025865973825314,5.849664508740665,0.0,3.7532313833222393,6.904750769961838,6.880707070314939,2.4849066497880004,2.681710653079174
4.74493212836325,4.610060903502949,3.1354942159291497,3.6672616146366512,1.0986122886681098,1.4820787303931398,0.4054651081081644,0.0,6.02707297457535,5.649709148980731,0.0,1.4834179473583766,6.90625415285587,6.602621920488608,2.4849066497880004,2.4904951479439035
4.74493212836325,4.569685092077158,3.1354942159291497,3.747840975201745,1.0986122886681098,1.003269274077927,0.6931471805599453,0.44515609917550547,6.028278520230698,5.644429385154663,0.0,3.404914620968157,6.907755278982137,6.287791387780843,2.4849066497880004,3.102119281768378
4.742029368705289,4.644106832017677,3.1354942159291497,4.165649857062215,1.0986122886681098,1.050910225750119,0.6931471805599453,0.011547386445658323,6.025060496536498,5.635489042662782,0.0,0.8651516354772535,6.914068641038729,6.6992376536550635,2.4849066497880004,2.3597826613677078
4.73911815849783,4.542874418406728,3.1354942159291497,3.653235568137765,1.0986122886681098,1.6994115476746812,0.6931471805599453,0.031708803807992535,6.021832083724378,5.842530641495405,0.0,0.7509317641942099,6.920342394487609,6.674310990934354,2.4849066497880004,1.9860541134599905
4.736198448394496,4.16211306868913,3.1354942159291497,3.8578782845690434,1.0986122886681098,2.0540373442992603,0.6931471805599453,0.0,6.018593214496234,5.937793645606345,0.0,2.49540519835932,6.926577033222725,6.691912604767006,2.4849066497880004,2.668014900125466
