S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303
5.786897381366708,5.3091570934969905,5.717027701406222,4.8814068201261005,5.814130531825066,5.709663079604712,6.311734809152915,6.794212911033845,1.9459101490553132,1.9329152575132036,2.833213344056216,4.0574229097899845,5.700443573390687,5.5421303204641
5.783825182329737,6.381993209220427,5.720311776607412,4.972238239105398,5.811140992976701,5.756763706940252,6.302618975744905,6.216990144386341,1.9459101490553132,1.0928838709136532,2.9444389791664403,2.670227383773459,5.69035945432406,4.959324816618993
5.7745515455444085,6.023072602771548,5.720311776607412,4.52886644389834,5.811140992976701,5.478603373130047,6.313548046277095,5.8541092586682675,1.9459101490553132,2.85043392888013,2.995732273553991,3.6628466484428404,5.680172609017068,5.059281256504228
5.755742213586912,5.409511381755468,5.720311776607412,5.621183758946361,5.811140992976701,5.8609449394975215,6.3080984415095305,6.340979743783862,1.791759469228055,2.6133489983292115,2.995732273553991,5.0961532011932835,5.631211781821365,5.2812995246450285
5.765191102784844,5.368875522405177,5.726847747587197,5.610247624756121,5.811140992976701,5.255954647033278,6.298949246855942,6.113113947987718,1.791759469228055,2.1551786013857233,3.091042453358316,3.4056719424996773,5.634789603169249,4.957690167525385
5.765191102784844,5.780374583480697,5.733341276897746,5.480029777375648,5.811140992976701,5.381760334036483,6.298949246855942,5.394183245755758,1.791759469228055,2.9731054008322517,2.772588722239781,3.056050714554111,5.66988092298052,5.825982099842529
5.75890177387728,6.202475132343308,5.703782474656201,5.514504825892591,5.808142489980444,4.969776694985317,6.278521424165844,6.879777354141625,1.791759469228055,2.81626315920935,2.302585092994046,4.805886964627277,5.6131281063880705,6.536897915930016
5.7745515455444085,6.504698321244229,5.717027701406222,5.038472584515214,5.808142489980444,6.015618942537797,6.278521424165844,6.031105843045074,1.791759469228055,2.2713034961992755,2.4849066497880004,3.5507602880184885,5.616771097666572,5.578570836594459
5.765191102784844,5.904940886529481,5.71042701737487,5.2257486124221035,5.808142489980444,5.3894779209094175,6.2878585601617845,7.106410926595702,1.791759469228055,2.5893679239393235,2.302585092994046,4.97542357926118,5.616771097666572,5.066695682196926
5.777652323222656,6.293342301147402,5.707110264748875,4.895124286594308,5.755742213586912,5.176957418083383,6.3080984415095305,6.87336750331833,1.791759469228055,3.029853573045986,2.3978952727983707,3.959290586260919,5.66988092298052,5.91128740971368
5.777652323222656,5.12989763837862,5.707110264748875,5.256623360464891,5.755742213586912,5.8061877097435834,6.3080984415095305,6.323444208997609,1.791759469228055,1.153082466759515,2.302585092994046,3.2450809443598887,5.66988092298052,6.492366655876324
