S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303
5.786897381366708,6.4729477041377415,5.717027701406222,5.431656869668954,5.814130531825066,5.733481030920579,6.311734809152915,6.373619879705456,1.9459101490553132,1.941467929411691,2.833213344056216,3.7624861235767737,5.700443573390687,5.111779197264876
5.783825182329737,6.039133718780691,5.720311776607412,5.7680086272354485,5.811140992976701,5.959200519869151,6.302618975744905,7.283766640854324,1.9459101490553132,1.3602004033173645,2.9444389791664403,3.394129198148732,5.69035945432406,5.486389286916665
5.7745515455444085,5.861709139103422,5.720311776607412,5.493105820905497,5.811140992976701,5.790894780454068,6.313548046277095,6.21404654602749,1.9459101490553132,2.5462123386677025,2.995732273553991,4.097816660402027,5.680172609017068,5.835193454608792
5.755742213586912,5.617388078987788,5.720311776607412,5.991255747795998,5.811140992976701,5.5934289978916105,6.3080984415095305,5.7809777798400575,1.791759469228055,1.544081651790671,2.995732273553991,2.963788081425932,5.631211781821365,5.726976684007772
5.765191102784844,6.157506640921135,5.726847747587197,5.826542206974729,5.811140992976701,4.9784604933973435,6.298949246855942,5.6537749122566545,1.791759469228055,3.073113879144958,3.091042453358316,2.8106456765438312,5.634789603169249,5.563218245819805
5.765191102784844,5.885194985178361,5.733341276897746,4.9842516551670535,5.811140992976701,6.041901506068408,6.298949246855942,6.078052578100721,1.791759469228055,3.3657216037579936,2.772588722239781,2.4227552372251724,5.66988092298052,5.004869907860066
5.75890177387728,4.987172612877782,5.703782474656201,5.619021014475014,5.808142489980444,5.236222371153449,6.278521424165844,7.175249468747533,1.791759469228055,2.246045184688633,2.302585092994046,4.446721489569106,5.6131281063880705,5.820082335097523
5.7745515455444085,6.216820976706565,5.717027701406222,4.857982374387153,5.808142489980444,5.4203176586209025,6.278521424165844,6.421162896432847,1.791759469228055,3.0747502858694276,2.4849066497880004,3.542956483820969,5.616771097666572,5.731211763536874
5.765191102784844,4.25666811674576,5.71042701737487,5.046409747935309,5.808142489980444,5.517995745216146,6.2878585601617845,5.4850816850827835,1.791759469228055,1.4612158335681755,2.302585092994046,2.8767399755973675,5.616771097666572,5.637401717611217
5.777652323222656,5.8984244223477384,5.707110264748875,5.4504726736343745,5.755742213586912,4.9496606004509935,6.3080984415095305,7.1135860280051,1.791759469228055,1.7815201327513304,2.3978952727983707,4.112936249485434,5.66988092298052,6.285635874079995
5.777652323222656,5.752632513040218,5.707110264748875,5.8604952616316845,5.755742213586912,5.769733993155669,6.3080984415095305,6.388438739824519,1.791759469228055,1.4720049252864185,2.302585092994046,3.088720392685549,5.66988092298052,6.086264379390523
