RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
3.367295829986474,3.182826244321462,0.0,0.17804065448848427,0.0,1.0120744067826586,3.784189633918261,3.1131672510296626,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173
3.367295829986474,2.4515109732000036,0.0,0.7064895179825073,0.0,1.0489042967146984,3.784189633918261,2.1268192395264425,5.181783550292085,3.151592817923475,1.3862943611198906,0.0,4.844187086458591,5.129158237053868,0.6931471805599453,0.39796255702969285,3.044522437723423,2.8015644131235224
3.367295829986474,3.363801905144728,0.0,0.18223462880357752,0.0,1.0528468346327868,3.784189633918261,3.619128170455258,5.181783550292085,3.6535224692481854,1.3862943611198906,1.6230848470666717,4.844187086458591,3.20768411094362,0.6931471805599453,0.0,3.044522437723423,3.347051249159932
3.367295829986474,3.710090178353477,0.0,0.18150525140939153,0.0,1.1506100841857947,3.784189633918261,3.1301124321151454,5.181783550292085,1.0001937696482925,1.3862943611198906,1.0232728165844704,4.844187086458591,5.416756864739039,0.6931471805599453,0.0,3.044522437723423,1.6163873507038595
3.367295829986474,3.000101883366429,0.0,0.12185280182568667,0.0,2.1525138624201237,3.784189633918261,3.140847422020433,5.181783550292085,3.6741559612533163,1.3862943611198906,1.9229594513021144,4.844187086458591,4.581786462701447,0.6931471805599453,0.05466790220485329,3.044522437723423,1.8361257325065372
3.367295829986474,2.785875982874951,0.0,0.9539468341552713,0.0,0.538980118371942,3.784189633918261,3.5065453181862596,5.181783550292085,3.1897409969262656,1.3862943611198906,0.02421056483113193,4.844187086458591,4.726657464281554,0.6931471805599453,0.08458840483560337,3.044522437723423,0.978083638570787
3.367295829986474,3.795060761427976,0.0,0.4588465562586721,0.0,0.0,3.784189633918261,2.956658091879971,5.181783550292085,1.1423839008976824,1.3862943611198906,2.7229601992367405,4.844187086458591,4.287406955232115,0.6931471805599453,0.4752874063759166,3.044522437723423,2.292174971855295
3.367295829986474,3.136633309131263,0.0,0.10145429205061332,0.0,1.1828073636876097,3.784189633918261,3.235229371333884,5.181783550292085,3.527484403328708,1.3862943611198906,1.0689838622537073,4.844187086458591,2.149760014292741,0.6931471805599453,0.0,3.044522437723423,2.4933416354571425
3.367295829986474,3.339452186881896,0.0,0.21056388086436106,0.0,0.8206692290384756,3.784189633918261,2.4026455211354096,5.181783550292085,1.7330452779661594,1.3862943611198906,2.229440658985901,4.844187086458591,3.0322188938108057,0.6931471805599453,0.6722384442123288,3.044522437723423,2.0221200467821943
3.367295829986474,3.65198099044869,0.0,0.0,0.0,0.9676752887550786,3.784189633918261,2.2872906772770834,5.181783550292085,3.063208743573933,1.3862943611198906,0.34949376106712804,4.844187086458591,4.494935312529294,0.6931471805599453,0.5527749338910256,3.044522437723423,1.036818092883589
3.367295829986474,2.767017727360711,0.0,0.5442539174576488,0.0,0.0,3.784189633918261,3.933194241625535,5.181783550292085,3.6186222879844294,1.3862943611198906,1.840144645681383,4.844187086458591,6.15929409512378,0.6931471805599453,0.20574812169445458,3.044522437723423,3.608282428798355
3.367295829986474,3.2624919309110028,0.0,0.4053314439415051,0.0,0.0,3.784189633918261,2.9173058279713984,5.181783550292085,3.520375364829694,1.3862943611198906,1.155613853597906,4.844187086458591,4.378941343205555,0.6931471805599453,0.6115780271295974,3.044522437723423,2.2419864655470887
