RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,0.9614111671546247,1.5749249081075742,3.8151731794382284,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.540996116439044,3.0944630585136337
2.772588722239781,2.5407866044587637,2.0794415416798357,1.9767654447089305,2.3978952727983707,4.332748036782785,2.1972245773362196,1.92012274988136,0.0,1.120681378793115,0.9007865453381899,0.13735655851858386,3.818557277422469,4.425654221760766,4.248495242049359,3.8429732441545483,4.1588830833596715,5.328821600412027,0.6931471805599453,0.09880557567799425,1.3862943611198906,1.192212745755047,0.0,0.0,3.4339872044851463,3.0657041380843313,2.5470384308950065,3.630274046673908
2.772588722239781,2.444406137700319,2.0794415416798357,2.4820047316263776,2.3978952727983707,2.7012417690461628,2.1972245773362196,2.60617545592417,0.0,0.7508074468852223,0.8362480242006186,0.0,3.821929961901108,3.9668882321437398,4.248495242049359,4.428834013866463,4.1588830833596715,3.600882340666999,0.6931471805599453,0.35672660983434523,1.3862943611198906,1.4862202094804597,0.0,0.0,3.4339872044851463,3.828749555557714,2.5530444549552187,3.4097988053911226
2.772588722239781,3.584906096793147,2.0794415416798357,2.605442924319899,2.3978952727983707,2.581861244239174,2.1972245773362196,0.7614488627484528,0.0,0.59206394789926,0.7672551527136671,4.702469663417485,3.8252913096038133,3.159969102458026,4.248495242049359,3.560023071943342,4.1588830833596715,3.1740110949230487,0.6931471805599453,0.6151837736181022,1.3862943611198906,1.7660838994557704,0.0,0.0,3.4339872044851463,3.407325977554652,2.559014621941722,3.7351431444228957
2.772588722239781,2.4699266870634196,2.0794415416798357,2.2688274701912774,2.3978952727983707,1.44713281013745,2.1972245773362196,1.8227827223853768,0.0,0.8582023460488583,0.6931471805599453,1.3097527991939988,3.828641396489095,3.7818664161676008,4.248495242049359,4.107127224094863,4.1588830833596715,3.4919054794268085,0.6931471805599453,0.5417423313273451,1.3862943611198906,1.046861558092273,0.0,0.0,3.4339872044851463,3.93870475943254,2.5649493574615367,2.9577736212771715
2.772588722239781,2.3235008286898045,2.0794415416798357,3.1329512464395877,2.3978952727983707,2.8238738790930853,2.1972245773362196,1.1311616004138014,0.0,2.5833523843183563,0.6931471805599453,1.249652700123212,3.828641396489095,3.2308304251542106,4.248495242049359,3.951087278717848,4.1588830833596715,2.685676754389932,0.6931471805599453,0.1912867427087251,1.3862943611198906,2.4082200729883936,0.0,0.0,3.4339872044851463,3.208174481647454,2.5649493574615367,3.0004977075572317
2.772588722239781,1.3872074110080008,2.0794415416798357,2.0994933711128354,2.3978952727983707,2.013230056894962,2.1972245773362196,2.2366461240091144,0.0,1.871795435844739,0.6931471805599453,1.8669341681717495,3.828641396489095,3.250214848314,4.248495242049359,4.157271219199326,4.1588830833596715,1.8935104581328535,0.6931471805599453,0.2732934400964214,1.3862943611198906,1.7572560535385975,0.0,0.0,3.4339872044851463,3.3197940269207993,2.5649493574615367,2.5494879029689965
2.772588722239781,5.440552540482573,2.0794415416798357,2.0808223823905085,2.3978952727983707,3.4422321402739784,2.1972245773362196,1.8004373083949365,0.0,0.0,0.6931471805599453,2.285353312795023,3.828641396489095,3.13296422142376,4.248495242049359,4.46249177407564,4.1588830833596715,3.525245637431653,0.6931471805599453,0.649025241470536,1.3862943611198906,1.6380170481946403,0.0,4.844607938391892e-07,3.4339872044851463,3.808136029819351,2.5649493574615367,3.45099287619778
2.772588722239781,0.9985508893010564,2.0794415416798357,2.466299943622566,2.3978952727983707,2.0433229740619057,2.1972245773362196,1.3412390700781638,0.0,0.5551726482738604,0.6931471805599453,0.0,3.828641396489095,2.9061203191296023,4.248495242049359,4.214218427038174,4.1588830833596715,1.9137063355442376,0.6931471805599453,0.5538926746560378,1.3862943611198906,1.2519016555957636,0.0,0.0,3.4339872044851463,3.9082732384753984,2.5649493574615367,2.4976639682981085
2.772588722239781,2.5995666971955194,2.0794415416798357,2.4842931861646673,2.3978952727983707,2.7702878497781898,2.1972245773362196,1.2901789376523336,0.0,1.0328714340395022,0.6931471805599453,3.017991470382637,3.828641396489095,4.307757945338041,4.248495242049359,3.6554828502150674,4.1588830833596715,1.9686924114348665,0.6931471805599453,0.03299388820923593,1.3862943611198906,0.7326321758183846,0.0,0.0,3.4339872044851463,2.8088065373260864,2.5649493574615367,3.3777882977145066
