,Actual_last_5_vals,Mean_Simulation,Simulated_25,Simulated_10,Simulated_3,Simulated_22,Simulated_14,Simulated_19,Simulated_26,Simulated_29,Simulated_15,Simulated_5,Simulated_21,Simulated_4,Simulated_9,Simulated_23,Simulated_13,Simulated_8,Simulated_20,Simulated_27,Simulated_24,Simulated_17,Simulated_7,Simulated_1,Simulated_6,Simulated_28,Simulated_16,Simulated_0,Simulated_11,Simulated_2,Simulated_12,Simulated_18
0,5497.177777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5507.133333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5517.0888888888885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5527.044444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79,4327.79
6,,4431.29,4196.98,4089.22,4512.99,3738.18,4761.31,3367.55,4018.84,5076.81,4495.87,5239.32,4456.16,4685.83,3911.08,4767.35,4066.57,4083.95,4534.42,4788.48,5398.55,4320.23,5621.57,3488.46,5656.3,5885.06,2968.76,3997.62,5053.81,3541.05,4353.2,3863.23
7,,4437.4,4353.99,4533.1,4077.86,4810.24,4912.29,4381.39,4104.52,4264.72,4507.47,4593.2,3827.18,4723.79,3806.33,4956.99,4198.58,3717.75,3992.78,4854.79,4864.2,3629.47,3618.88,3584.78,3962.62,4049.87,4525.98,4918.21,2854.22,6574.59,5778.73,6143.43
8,,4363.22,3961.36,4110.59,5034.68,4184.87,4534.78,4305.77,4794.58,3608.62,4666.47,3959.53,4677.08,4962.67,3787.76,4380.54,4222.41,4387.13,5480.13,3421.69,3320.77,4161.21,4469.5,3776.14,5881.0,4516.26,3178.55,5310.61,5305.9,3421.82,5674.72,3399.52
9,,4378.17,4222.02,4589.19,4402.72,4399.9,3637.02,4245.16,3790.54,4092.81,3168.88,5076.34,5415.76,3591.15,4764.63,4722.13,5576.0,5497.72,5712.72,5212.65,3601.84,6172.66,5406.55,4484.95,4576.9,4056.94,3347.08,2898.72,4816.35,4271.72,2862.16,2732.0
10,,4451.36,4656.47,3961.02,4012.52,3928.04,4262.17,5098.51,4650.95,4635.6,5039.22,4222.65,4114.87,4939.8,4066.24,6060.64,5385.46,3746.54,4681.49,3740.6,4217.53,5145.93,3879.23,3205.34,4111.39,2949.76,3938.92,5515.29,5319.3,4907.74,4028.66,5118.94
11,MAE,,180.14,231.96,262.68,298.22,317.8,326.23,327.32,340.4,372.51,382.4,387.17,402.64,416.39,471.04,479.38,485.88,538.22,543.56,574.45,601.68,619.26,622.55,626.04,636.19,713.22,734.21,742.42,755.28,778.27,925.26
