RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
5.159055299214529,5.201489016465883,5.170483995038151,5.3697148959676095,5.627621113690637,5.359716958139057,3.8066624897703196,3.9062712683878256,4.465908118654584,4.333938571671718,5.8377304471659395,5.774400498626462
5.1298987149230735,5.314114198001715,5.1647859739235145,5.971226762724168,5.634789603169249,5.294817714526766,3.784189633918261,3.995623232624584,4.454347296253507,4.328164355626669,5.857933154483459,5.786142997254346
5.762051382780177,4.8781623154629,5.817111159963204,5.093050146920566,5.8944028342648505,5.06889074758001,4.430816798843313,3.06071623823935,4.663439094112067,4.964449579137659,6.284134161070802,4.989195497696213
5.726847747587197,5.105948528488975,5.814130531825066,5.2505906998998295,5.921578419643816,5.15898271553018,4.430816798843313,4.574982547029528,4.663439094112067,4.299915018318551,6.289715570908998,6.118423204582248
5.739792912179234,4.713675427826382,5.817111159963204,5.319626032114351,5.963579343618446,5.80050647242476,4.442651256490317,4.200546627684286,4.663439094112067,5.553794874310962,6.295266001439646,5.700728003769452
5.723585101952381,5.248447547343755,5.820082930352362,5.800824616423261,5.968707559985366,4.815286782086404,4.418840607796598,3.61223290160934,4.663439094112067,4.945776808520374,6.304448802421981,5.790335094468601
5.726847747587197,5.340001845020353,5.823045895483019,5.429427876308338,5.968707559985366,5.913932480071337,4.406719247264253,4.535804071563493,4.663439094112067,4.213952117896175,6.315358001522335,6.190579457959096
5.720311776607412,6.484489373883879,5.811140992976701,5.8148550349980095,5.983936280687191,5.156893618923715,4.382026634673881,3.961381017415698,4.663439094112067,4.608714320769806,6.311734809152915,5.645737708027324
5.707110264748875,4.59085516513967,5.811140992976701,5.523380719859916,5.726847747587197,5.065905903609997,4.356708826689592,3.839743402840993,4.663439094112067,4.615087049100562,6.2878585601617845,5.763227271287583
5.733341276897746,5.029887442256825,5.811140992976701,4.994336865902878,5.739792912179234,5.421790105419041,4.356708826689592,3.853289424197433,4.663439094112067,3.5991648391633735,6.289715570908998,5.76622681133841
5.717027701406222,5.563515889688656,5.808142489980444,5.864698118743275,5.726847747587197,6.281026861146485,4.356708826689592,4.5718774457572975,4.663439094112067,4.201265269196978,6.289715570908998,5.971213234233368
5.707110264748875,5.365768769290943,5.755742213586912,4.749248488253518,5.755742213586912,5.51056305009462,4.343805421853684,2.7581616309661596,4.672828834461906,5.0008771218411505,6.293419278846481,5.204174048421658
