S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,0.0,0.9213926515514955,0.9614111671546247,1.5749249081075742,3.8151731794382284,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.540996116439044,3.0944630585136337
5.043425116919247,4.707219490983353,2.772588722239781,2.356986400031339,2.0794415416798357,1.9006383320439573,2.3978952727983707,2.6148055462341584,0.0,0.7710886276021791,0.9007865453381899,0.5416031133744792,3.818557277422469,2.5980425949910693,4.248495242049359,3.610613462494147,4.1588830833596715,3.0627496121572824,0.6931471805599453,0.8976751964421599,1.3862943611198906,1.3506738498023798,0.0,0.0,3.4339872044851463,3.5818064557707467,2.5470384308950065,3.409067212507076
5.043425116919247,4.837321176424105,2.772588722239781,3.7500021847352265,2.0794415416798357,2.558859209911806,2.3978952727983707,2.9401894524139514,0.0,0.0,0.8362480242006186,3.80396575688702,3.821929961901108,3.585239893865467,4.248495242049359,4.091171122982636,4.1588830833596715,1.556366260012038,0.6931471805599453,0.9522810883242666,1.3862943611198906,1.445787634181691,0.0,0.0,3.4339872044851463,4.26268521514483,2.5530444549552187,3.149985485036047
5.043425116919247,4.861403057122814,2.772588722239781,2.798405083573281,2.0794415416798357,1.807580057247797,2.3978952727983707,2.5003286314782347,0.0,1.2368331521256097,0.7672551527136671,3.4124797120624097,3.8252913096038133,4.0582638114211385,4.248495242049359,4.763245047655711,4.1588830833596715,1.908516982548575,0.6931471805599453,0.44026831951719597,1.3862943611198906,1.0394828130568587,0.0,0.0,3.4339872044851463,3.679656085457489,2.559014621941722,3.2415057904466003
5.043425116919247,4.781717454836731,2.772588722239781,3.221876036922961,2.0794415416798357,2.468652977529409,2.3978952727983707,3.940805129985077,0.0,1.3093373765806613,0.6931471805599453,0.2747752409398676,3.828641396489095,3.2748370427152413,4.248495242049359,3.817699437878435,4.1588830833596715,2.318346864848496,0.6931471805599453,0.770477402313635,1.3862943611198906,1.3335679842157813,0.0,0.0,3.4339872044851463,3.4970517623107646,2.5649493574615367,3.307165088586399
5.043425116919247,4.9043695058015455,2.772588722239781,4.24320847955241,2.0794415416798357,1.878022052907519,2.3978952727983707,2.484149708715552,0.0,1.8288020190792171,0.6931471805599453,0.9898506222919075,3.828641396489095,4.127403433284783,4.248495242049359,4.102001391089474,4.1588830833596715,1.623298857675076,0.6931471805599453,0.854405818043591,1.3862943611198906,1.355924094268109,0.0,0.0,3.4339872044851463,4.093924152217746,2.5649493574615367,1.8841682025721918
5.043425116919247,5.251903709383189,2.772588722239781,0.8874336474384434,2.0794415416798357,2.366909633740238,2.3978952727983707,1.6963329904735513,0.0,1.3293686795195128,0.6931471805599453,1.406468247674212,3.828641396489095,3.3042695136847615,4.248495242049359,4.273758388959025,4.1588830833596715,3.270868379367214,0.6931471805599453,0.9680257225472875,1.3862943611198906,1.3250457962539253,0.0,0.0,3.4339872044851463,3.186394195867634,2.5649493574615367,2.7113028066129496
5.043425116919247,5.185721071547956,2.772588722239781,1.4699738938390976,2.0794415416798357,2.624087003529128,2.3978952727983707,2.5076885049360182,0.0,2.2404143308505473,0.6931471805599453,3.239125986760222,3.828641396489095,3.873860158105358,4.248495242049359,4.341625664915123,4.1588830833596715,3.870800572286499,0.6931471805599453,0.04278096378492913,1.3862943611198906,1.6454133534495035,0.0,0.0,3.4339872044851463,3.6850683836131193,2.5649493574615367,3.8226696874238444
5.043425116919247,5.371818223080059,2.772588722239781,2.28613442582338,2.0794415416798357,2.221315272598553,2.3978952727983707,2.295636557375295,0.0,0.0,0.6931471805599453,0.0,3.828641396489095,3.7158790223804634,4.248495242049359,4.2270951593161525,4.1588830833596715,2.4180295537408045,0.6931471805599453,0.15805722096468794,1.3862943611198906,1.8443259190355707,0.0,0.0,3.4339872044851463,3.2979856787630673,2.5649493574615367,2.492244395821867
5.043425116919247,5.644523809451962,2.772588722239781,1.308565368438025,2.0794415416798357,1.2767109506123102,2.3978952727983707,4.447557936616472,0.0,2.227108592365152,0.6931471805599453,0.44344084318873356,3.828641396489095,3.68566654010133,4.248495242049359,4.2105845919098375,4.1588830833596715,2.766178855142985,0.6931471805599453,0.28247642442788184,1.3862943611198906,0.8692360101185039,0.0,0.0,3.4339872044851463,3.467237747015586,2.5649493574615367,3.0448741369242667
5.043425116919247,4.779398943011903,2.772588722239781,2.7529304812675126,2.0794415416798357,2.439484460280799,2.3978952727983707,3.387916323592651,0.0,0.34467100379510074,0.6931471805599453,1.0587695567494926,3.828641396489095,3.689766018064929,4.248495242049359,3.574802340080695,4.1588830833596715,2.157548894970276,0.6931471805599453,0.9978367261903098,1.3862943611198906,1.4166248277244389,0.0,0.0,3.4339872044851463,3.574519519819708,2.5649493574615367,3.8694997041903574
5.043425116919247,4.57153885159668,2.772588722239781,2.9719583993578915,2.0794415416798357,2.1860691830638017,2.3978952727983707,3.843129803335305,0.0,1.1692338836086864,0.6931471805599453,0.6260716770183448,3.828641396489095,3.0212205087487676,4.248495242049359,4.031388578245324,4.1588830833596715,2.4253101827333086,0.6931471805599453,0.6646112139099973,1.3862943611198906,2.0038339546523614,0.0,9.757636288300133e-07,3.4339872044851463,3.6752415952600654,2.5649493574615367,3.3916538232385585
