S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,2.302585092994046,3.347618273965604,2.9444389791664403,4.16307628472785
0.0,1.6501422844079765,2.302585092994046,4.706579995877142,2.9444389791664403,6.440737779752711
0.0,0.19590809953688693,2.302585092994046,3.960233507464405,2.9444389791664403,2.3052839429367706
0.0,1.969724301547204,2.302585092994046,4.174372922461563,2.9444389791664403,6.759579501187332
0.0,0.0,2.302585092994046,3.2987511198271458,2.9444389791664403,4.802546531133631
0.0,0.0,2.302585092994046,2.489209691519089,2.9444389791664403,5.830635448205151
0.0,0.1996143741466082,2.302585092994046,3.8909190332181183,2.9444389791664403,7.4383583854529025
0.0,0.7106810088074899,2.302585092994046,0.7380986985158993,2.9444389791664403,2.241083570636015
0.0,1.8061674731570259,2.302585092994046,2.4665178536023604,2.9444389791664403,4.215510010240631
0.0,0.6147518797299149,2.302585092994046,6.08618743032922,2.9444389791664403,2.0595997007889633
0.0,3.19230745916383,2.302585092994046,0.8127980234012999,2.9444389791664403,4.954998371395855
0.0,0.0,2.302585092994046,4.141252853676158,2.9444389791664403,2.5837498388918303
