RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,0.0,1.1165674294446044
3.367295829986474,3.098819009241871,3.1354942159291497,2.764404253741805,0.0,0.6936813717056124,3.784189633918261,4.094675218872103,5.181783550292085,3.516173332564556,0.0,3.2224568867256576
3.367295829986474,4.06102182594408,3.1354942159291497,1.9156752726399948,0.0,1.9041479939457435,3.784189633918261,3.4287080108932755,5.181783550292085,4.246155044588125,0.0,1.6957954372778477
3.367295829986474,3.5598450582645036,3.1354942159291497,3.6220109674599503,0.0,3.0207302961990203,3.784189633918261,3.7330671985776136,5.181783550292085,3.5693748760321236,0.0,0.720105373206905
3.367295829986474,3.6159673931726015,3.1354942159291497,2.6918949507117795,0.0,0.0,3.784189633918261,3.906336614823567,5.181783550292085,3.5520234196681266,0.0,2.1765095282528
3.367295829986474,3.0306793469083297,3.1354942159291497,2.9369794482362224,0.0,0.4876575198155605,3.784189633918261,2.662921686340287,5.181783550292085,2.0425483114867693,0.0,1.7903439696946961
3.367295829986474,4.335144397908227,3.1354942159291497,2.0871009022988045,0.0,0.6331930128795674,3.784189633918261,3.711178504784297,5.181783550292085,3.460962283359791,0.0,0.0
3.367295829986474,2.3943174147226114,3.1354942159291497,1.8022508538605184,0.0,0.0,3.784189633918261,2.470874387782708,5.181783550292085,2.5938612274860966,0.0,0.0
3.367295829986474,2.9684334194051862,3.1354942159291497,2.3879021586980422,0.0,0.36264610166994604,3.784189633918261,3.167441723798679,5.181783550292085,1.9080033289642437,0.0,1.7248505846599238
3.367295829986474,2.980489539265871,3.1354942159291497,2.2296232983911675,0.0,0.0,3.784189633918261,4.1340661998620325,5.181783550292085,4.160300821834635,0.0,0.0
3.367295829986474,3.4817298087129678,3.1354942159291497,2.554707834691078,0.0,0.0,3.784189633918261,4.411449858077896,5.181783550292085,3.393441481308816,0.0,0.8290067430509682
3.367295829986474,2.9698840074606796,3.1354942159291497,2.291587045078586,0.0,0.4690724649217952,3.784189633918261,3.9155704493534174,5.181783550292085,2.8428762953887006,0.0,1.1572790149203984
3.367295829986474,3.141658628353512,3.1354942159291497,3.1554750885477603,0.0,0.3892562861981994,3.784189633918261,3.352768254175515,5.181783550292085,3.5084424080182526,0.0,0.0
3.367295829986474,3.372365916195568,3.1354942159291497,2.858780839936715,0.0,1.776399746855027,3.784189633918261,2.771103879794177,5.181783550292085,3.652646928391845,0.0,1.9859324033917047
3.367295829986474,2.285909045091577,3.1354942159291497,2.8704425246410885,0.0,1.4224781300961205,3.784189633918261,2.9773006832561206,5.181783550292085,4.6800551175242715,0.0,0.0
3.367295829986474,3.155965216236092,3.1354942159291497,2.319533104249195,0.0,0.05520734666893312,3.784189633918261,3.302517839478991,5.181783550292085,2.8040228677264993,0.0,1.6816612235148427
3.367295829986474,3.9486539860686247,3.1354942159291497,2.0166648871920034,0.0,1.952318058802465,3.784189633918261,1.7128019230712217,5.181783550292085,3.6982477877123476,0.0,1.7755679894149816
3.367295829986474,3.261032322586405,3.1354942159291497,2.4231551140263656,0.0,0.24319994490874686,3.784189633918261,2.33051524745418,5.181783550292085,2.9703849096192134,0.0,1.3750664876559306
3.367295829986474,3.1948499303745863,3.1354942159291497,2.4882589008636864,0.0,1.1097968297576035,3.784189633918261,2.9441069547116046,5.181783550292085,1.758004609045247,0.0,0.8738154477260203
3.367295829986474,3.510547396620653,3.1354942159291497,2.744764264750341,0.0,0.5990092905272878,3.784189633918261,3.258342326786002,5.181783550292085,3.135016557373695,0.0,0.7089731795634271
3.367295829986474,3.592191745601362,3.1354942159291497,2.71639227032468,0.0,1.1566505270735268,3.784189633918261,2.9259206971177742,5.181783550292085,3.6040815741797454,0.0,2.017833695425665
3.367295829986474,3.6191087009715317,3.1354942159291497,1.7677290017734126,0.0,1.576635785635116,3.784189633918261,3.412084365842844,5.181783550292085,3.6433781760486434,0.0,0.6891615723556583
3.367295829986474,3.056031595753417,3.1354942159291497,2.5061112984626854,0.0,2.0504189444200227,3.784189633918261,3.1686064457265335,5.181783550292085,5.242763572222792,0.0,0.42383750188039615
3.367295829986474,3.6808939443711384,3.1354942159291497,2.776898909440238,0.0,1.0599065900414668,3.784189633918261,1.986694508963904,5.181783550292085,2.562516514280584,0.0,0.0
