RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,2.2884982007747725,0.0,0.830714262275425,3.784189633918261,3.1792413273993625,5.181783550292085,5.853326373166787,3.044522437723423,3.0326424926061275,0.0,1.0525244265907086
3.367295829986474,3.5255150139037497,0.0,1.1805420887041165,3.784189633918261,3.1964540175478384,5.181783550292085,4.161335523031898,3.044522437723423,2.7716191825859986,0.0,1.6590502562158649
3.367295829986474,3.0445127651765715,0.0,2.4461356180805387,3.784189633918261,3.251551927718815,5.181783550292085,1.9813025957288806,3.044522437723423,2.5174207310675776,0.0,0.0
3.367295829986474,3.047338175799856,0.0,1.0050719030202702,3.784189633918261,2.1250138788411475,5.181783550292085,1.8028817724547297,3.044522437723423,1.8949823846965343,0.0,3.1374511073663163
3.367295829986474,3.6818276101438565,0.0,0.0,3.784189633918261,2.5669506641569533,5.181783550292085,5.049645305674263,3.044522437723423,3.2798165258652,0.0,0.6368395242636576
3.367295829986474,3.893475664599948,0.0,2.4864591183653664,3.784189633918261,2.074827158810262,5.181783550292085,2.423174959299498,3.044522437723423,3.390643526348948,0.0,2.0260926465266342
3.367295829986474,2.913791597618886,0.0,0.41512869540056274,3.784189633918261,3.605137066242361,5.181783550292085,3.603984745170307,3.044522437723423,2.7030259013161997,0.0,3.306996857650833
3.367295829986474,2.957287384432016,0.0,0.6262420262398674,3.784189633918261,3.3158522032139093,5.181783550292085,2.8302503719787144,3.044522437723423,2.787180855743138,0.0,3.5221429409913982
3.367295829986474,3.262688441134882,0.0,2.1304974066254374,3.784189633918261,2.9193243987198123,5.181783550292085,3.1803999993613963,3.044522437723423,2.0068999237227567,0.0,1.4807971864123113
3.367295829986474,3.0639753822956646,0.0,1.9623417399522722,3.784189633918261,2.434993558281333,5.181783550292085,3.8174879027647384,3.044522437723423,3.5962445931007543,0.0,1.5099775907831834
3.367295829986474,3.1931449992262606,0.0,2.2291416657960377,3.784189633918261,2.557787996804127,5.181783550292085,2.651308844649642,3.044522437723423,2.682092296023666,0.0,1.2361265684835872
3.367295829986474,4.040369680285249,0.0,2.7146667686923434,3.784189633918261,3.313953610823102,5.181783550292085,2.309891238064141,3.044522437723423,3.222156030880866,0.0,1.5593428901351043
3.367295829986474,2.8561011960272005,0.0,0.8013985045724457,3.784189633918261,2.283788892328473,5.181783550292085,5.055254954079558,3.044522437723423,2.662716001036362,0.0,0.9290812559143043
3.367295829986474,3.839432464749513,0.0,1.0741761472157014,3.784189633918261,4.212131851931547,5.181783550292085,2.2930752299009116,3.044522437723423,2.685684603571457,0.0,1.949540555251001
3.367295829986474,3.4685585101617242,0.0,1.780136734191077,3.784189633918261,2.3820742078828387,5.181783550292085,2.7292418344467677,3.044522437723423,4.392905753651111,0.0,1.5665794820998309
3.367295829986474,2.443406910175497,0.0,0.0,3.784189633918261,3.507294323797761,5.181783550292085,5.391751871288029,3.044522437723423,1.2176603106909676,0.0,0.0
3.367295829986474,4.078730980734368,0.0,3.068983238379505,3.784189633918261,3.0753389312300556,5.181783550292085,4.522320100605807,3.044522437723423,1.2469939129436944,0.0,2.7027072153180507
3.367295829986474,2.8844027712160467,0.0,2.560056376957931,3.784189633918261,4.032482495028503,5.181783550292085,2.5311220797529566,3.044522437723423,3.477871282770294,0.0,0.6990403064372979
3.367295829986474,3.5195695521837305,0.0,0.0,3.784189633918261,2.943872319792054,5.181783550292085,3.1258288415017517,3.044522437723423,2.0577883310899034,0.0,1.7969366099259423
3.367295829986474,2.8812200556783285,0.0,0.0,3.784189633918261,3.856839873810104,5.181783550292085,5.048981832259966,3.044522437723423,2.8968613710982636,0.0,1.399038220739865
3.367295829986474,2.8606642385520438,0.0,1.020476901207569,3.784189633918261,4.327992723062276,5.181783550292085,6.8338752001835505,3.044522437723423,1.5313441097331748,0.0,0.983717966045051
3.367295829986474,2.978572116750539,0.0,1.9559233782811787,3.784189633918261,3.9386468516295077,5.181783550292085,4.337729967301531,3.044522437723423,1.8879451670490957,0.0,1.9544261564359011
3.367295829986474,3.099421136191161,0.0,1.2761044747894195,3.784189633918261,3.012207649838739,5.181783550292085,4.607002092431884,3.044522437723423,1.7891713066186012,0.0,1.0186695246374935
