,Actual_last_5_vals,Mean_Simulation,Simulated_4,Simulated_7,Simulated_0,Simulated_9,Simulated_16,Simulated_14,Simulated_10,Simulated_25,Simulated_11,Simulated_29,Simulated_18,Simulated_23,Simulated_19,Simulated_17,Simulated_12,Simulated_8,Simulated_21,Simulated_28,Simulated_24,Simulated_26,Simulated_15,Simulated_5,Simulated_27,Simulated_1,Simulated_3,Simulated_20,Simulated_6,Simulated_22,Simulated_2,Simulated_13
0,5550.631578947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5541.421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5532.210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35,2698.35
6,,2904.04,5220.47,1653.31,3054.76,-7501.19,4130.78,-3147.03,3494.37,2279.31,-7215.19,9118.92,2854.47,10612.51,570.14,174.64,5637.75,-5489.97,16333.48,8498.92,9793.96,3466.27,-6684.02,-2805.17,-6382.55,7727.0,-4212.18,-789.39,2023.73,32202.13,5487.23,-2986.25
7,,1267.24,-1471.37,-3216.05,-6629.89,-1615.77,7033.36,-7653.36,452.49,9382.29,3829.37,-1887.83,4613.45,6457.68,-1648.68,11203.02,-7110.81,12423.47,-3108.08,146.65,8443.47,-4325.82,-7249.91,9520.68,-9353.73,-1525.44,-2373.88,12598.42,3881.52,6939.13,-13402.9,13665.69
8,,3213.57,566.37,6250.72,-6508.64,9590.27,6372.46,-2840.54,15084.66,5121.84,10196.49,-1426.11,20643.55,-279.38,11700.45,-3290.98,3731.73,6333.98,5542.59,-1403.37,2452.62,-10689.8,1823.15,-8321.06,12071.97,12055.52,9078.33,-6115.53,8335.72,1687.08,-1150.45,-10206.45
9,,3528.69,1418.01,-1725.45,4678.57,4812.38,-2224.8,2340.22,-5416.14,3179.04,16725.79,4974.37,5750.93,-7051.62,8137.11,13615.94,4440.3,4930.7,-3576.18,8068.92,-9172.83,5496.25,9296.39,14748.07,-5184.19,-3493.52,6010.63,-736.52,12361.19,14509.35,-7927.14,6874.79
10,,1309.77,5926.66,-226.56,3487.69,415.5,-1994.23,4016.31,-4337.38,14138.85,1117.22,16212.7,7612.87,-1967.44,-1576.64,5645.88,7778.42,-7776.66,-9674.72,-6967.72,-6243.58,-12161.85,-10548.12,23.97,1158.73,7264.19,7306.06,-5689.82,10645.33,-8777.6,11386.72,13098.31
11,,598.81,2259.38,12778.33,-2011.84,2395.88,7172.78,-2595.41,-1302.45,11933.41,-4885.14,849.69,-2994.42,5245.36,-9675.97,-2600.07,5558.92,-5524.15,9974.73,5693.42,-9011.09,-8702.36,1224.11,-4785.34,-1897.93,13188.88,15995.21,-7831.41,-7654.13,3197.92,-12052.76,4020.63
12,,3307.2,3064.5,577.93,-4064.37,5766.88,-11180.86,12065.86,1764.56,1787.27,11218.61,8193.59,8341.19,3802.64,-1911.53,-2117.41,14820.69,-4967.78,-1992.76,-6183.47,-5186.7,4300.72,14678.15,-4875.92,7589.19,10233.64,9020.37,-7879.15,12906.99,5779.12,6123.46,7540.48
13,,3595.69,1161.0,7628.56,7676.42,3003.72,-5150.99,1496.88,16160.23,-10785.75,971.89,-996.81,10375.02,-9587.49,5832.23,-320.37,7176.58,445.64,-9848.83,-2967.58,6927.38,-6061.58,7988.42,15794.15,-6267.34,13742.61,10358.47,15185.78,-90.81,-9526.12,17700.58,19848.7
14,,3318.57,339.59,8732.06,-841.8,9654.67,858.08,-4520.41,2941.05,3646.63,-3817.08,-1169.86,-10990.92,7843.92,-1296.93,7010.61,-14860.11,11246.71,3384.31,9006.91,-10031.4,6824.65,-4324.79,8359.11,3993.02,16235.66,16665.63,-7900.38,14406.54,-5785.81,6647.06,27300.42
15,,4587.0,-9140.89,4136.66,1742.19,14811.11,6581.17,-413.42,-5146.58,7028.3,3959.02,-5645.73,7413.87,1329.85,-1644.8,10983.64,-5063.77,7443.58,3153.27,7190.81,2107.35,16745.02,-7986.82,9073.63,22539.24,3824.14,15524.32,5977.01,-10852.09,-2766.56,26552.67,8153.82
16,,3373.61,-4393.02,308.58,1939.76,-5069.86,1007.91,-1196.31,1.26,12008.36,9299.46,-4589.8,2391.37,10205.96,-12043.66,-6742.22,2458.01,10789.75,1378.52,23526.97,7256.7,8925.97,7135.59,12772.29,-8168.48,15736.19,11776.4,-7369.64,-12414.83,9975.29,-1847.79,16149.64
17,MAE,,3603.44,3619.35,3633.32,4307.94,4653.19,4698.48,4780.0,5205.57,5230.21,5231.05,5239.69,5265.78,5435.51,5528.1,5650.81,5742.33,5819.84,6145.35,6352.51,6388.86,6457.45,6891.17,7036.7,7095.02,7138.32,7514.78,7553.29,8234.75,8603.2,9256.35
