S00117_Actual,S00117_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
6.697034247666484,6.60945624352465,3.713572066704308,3.6127418992057194,4.634728988229636,4.510977401788487,2.5649493574615367,2.5649445329033704,4.143134726391533,4.136678371651255,3.912023005428146,4.150235053864945,1.791759469228055,2.078330335476126
6.697034247666484,6.565958360408185,3.713572066704308,3.701997556504532,4.634728988229636,4.479494021620162,2.5649493574615367,2.564948829869941,4.143134726391533,4.130933386748484,3.912023005428146,4.152165939579129,1.791759469228055,1.6278886219901567
6.697034247666484,6.545874827100745,3.713572066704308,3.547745459407931,4.634728988229636,4.473422486845015,2.5649493574615367,2.5649477781713497,4.143134726391533,4.130222890766638,3.912023005428146,4.233777129109426,1.791759469228055,2.873572265408446
6.697034247666484,6.6244223824432105,3.713572066704308,3.6460944421618215,4.634728988229636,4.600015462903513,2.5649493574615367,2.5649483616918993,4.143134726391533,4.130866752949734,3.912023005428146,4.169793825664179,1.791759469228055,1.917121773347316
6.697034247666484,6.545674535000855,3.713572066704308,3.5475480394174372,4.634728988229636,4.491111681034895,2.5649493574615367,2.564944399100505,4.143134726391533,4.131119276445725,3.912023005428146,4.083261257637603,1.791759469228055,1.829676800817687
6.697034247666484,6.733723446595011,3.713572066704308,3.710934176086293,4.634728988229636,4.529632914116741,2.5649493574615367,2.5649403483546025,4.143134726391533,4.152825406576586,3.912023005428146,4.008327364594182,1.791759469228055,2.7203489582920937
6.695798917058491,6.5446597155685815,3.713572066704308,3.60113614746239,4.634728988229636,4.666587910597695,2.5649493574615367,2.564945106406893,4.143134726391533,4.139027833656731,3.912023005428146,4.284572298419052,1.791759469228055,2.8209256143422485
6.695798917058491,6.545772221144607,3.713572066704308,3.6325796246697957,4.634728988229636,4.457851539306011,2.5649493574615367,2.564943309154231,4.143134726391533,4.13724560835363,3.912023005428146,4.132277878484289,1.9459101490553132,2.8138728148035135
6.69641677311769,6.530762775181015,3.713572066704308,3.682196209894176,4.634728988229636,4.443285017371342,2.5649493574615367,2.5649504332168123,4.143134726391533,4.13177073386511,3.912023005428146,4.19828048304633,1.9459101490553132,1.4528084751822867
6.697034247666484,6.723880760571226,3.713572066704308,3.6271943748186124,4.634728988229636,4.545385519141089,2.5649493574615367,2.5649452661501493,4.143134726391533,4.127067979320384,3.912023005428146,4.203259046377925,1.9459101490553132,2.3807478218742273
6.697651341175731,6.627090075024574,3.713572066704308,3.564323141899247,4.634728988229636,4.409620226527745,2.5649493574615367,2.564941999653477,4.143134726391533,4.135720501934146,3.912023005428146,4.012430248711168,1.9459101490553132,1.8986634112018757
6.698268054115413,6.639112834185913,3.713572066704308,3.6025126745010323,4.634728988229636,4.498888150072024,2.5649493574615367,2.5649354501989836,4.143134726391533,4.130405927683916,3.912023005428146,4.041280631694128,1.9459101490553132,1.8706246715483545
