S1213_Actual,S1213_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,1.0986122886681098,1.5414280278559198,0.0,0.08546578921313353,5.964863865310803,5.00170704510986,0.0,3.0021800730187986,6.875748482847051,6.007955147221165,2.302585092994046,2.133853788746623
4.709530201312334,4.203471286259322,1.0986122886681098,0.9711081228199383,0.0,0.43674315754359155,6.003887067106539,5.860810439056086,0.0,1.1395744124571334,6.887552571664617,7.092860518347356,2.302585092994046,2.93895777576735
4.727387818712341,4.2940905122510316,1.0986122886681098,1.9796407402396807,0.0,0.25012099518961584,6.021023349349527,4.740240896444897,0.0,2.258642838972206,6.893656354602635,6.7024915029301635,2.302585092994046,2.4399506687982204
4.727387818712341,3.7173026644576352,1.0986122886681098,1.177791201795611,0.0,0.0,6.0330862217988015,4.659604402529607,0.0,3.4053402156896806,6.893656354602635,4.568007653944333,2.302585092994046,0.2760229994205434
4.74493212836325,4.064228781338367,1.0986122886681098,1.7461352973654731,0.0,0.0,6.025865973825314,6.861981601240766,0.0,4.718888359936787,6.904750769961838,6.177141921418202,2.4849066497880004,3.2837791223680837
4.74493212836325,4.164684356814806,1.0986122886681098,1.6378000123547576,0.4054651081081644,0.0,6.02707297457535,4.633995500943226,0.0,3.9361913618944024,6.90625415285587,4.238052173568453,2.4849066497880004,2.635721875634644
4.74493212836325,3.565039954367976,1.0986122886681098,1.4197877648943362,0.6931471805599453,0.24394602766999485,6.028278520230698,5.870471185507432,0.0,1.1636562278234297,6.907755278982137,5.289237956901336,2.4849066497880004,1.1500800833710865
4.742029368705289,4.358283200981836,1.0986122886681098,1.078459312264022,0.6931471805599453,0.3839943387884549,6.025060496536498,5.511965626052976,0.0,3.410521608225605,6.914068641038729,7.086857563513125,2.4849066497880004,2.438085993352965
4.73911815849783,4.406623622444297,1.0986122886681098,2.216642969386749,0.6931471805599453,0.3288821068810316,6.021832083724378,5.242189041678962,0.0,1.7460455801404653,6.920342394487609,6.849689598412021,2.4849066497880004,1.3119202531825283
4.736198448394496,3.975940774704116,1.0986122886681098,2.037511133579421,0.6931471805599453,0.0,6.018593214496234,5.4674283336990355,0.0,3.353265588904904,6.926577033222725,5.833566222494888,2.4849066497880004,1.375803178958786
4.736198448394496,5.017702597020004,1.0986122886681098,1.8964949098169528,0.6931471805599453,0.10261616159925917,5.91350300563827,4.168773711782926,0.0,1.7137481989922907,6.892641641172089,4.329829254747608,2.4849066497880004,3.0960327059557624
4.762173934797756,4.398037950412437,1.0986122886681098,1.5201541277545583,0.6931471805599453,0.0,5.918893854273146,5.914366783085381,0.0,2.040952461642749,6.90875477931522,8.524129365942873,3.4657359027997265,0.8581246479477569
4.948759890378168,4.70872827821683,1.3862943611198906,0.967158539871155,1.0986122886681098,0.0,6.016157159698354,6.264141443610939,0.0,1.160064202247854,7.00397413672268,5.319302768339265,3.5263605246161616,1.4799723371364415
4.983606621708336,3.809418553955947,0.6931471805599453,1.8444570079160887,0.6931471805599453,0.008916979187699611,5.720311776607412,6.121296853416071,0.0,4.720669708111871,6.75110146893676,4.623871064046025,3.5553480614894135,2.0213796644443325
4.969813299576001,4.289808740756482,0.6931471805599453,2.5489061308066265,0.6931471805599453,0.032555159920486645,5.713732805509369,2.143346958045364,0.0,2.698830302905129,6.760414691083428,5.254319210889105,3.5553480614894135,3.2960342946856653
4.976733742420574,4.6058246193336,0.6931471805599453,1.2100889583467243,0.6931471805599453,0.14994514852578372,5.717027701406222,5.035713038115846,0.0,2.5819331656035764,6.716594773520978,4.563046176755838,3.6375861597263857,1.9784959787459728
4.997212273764115,3.424310988621247,0.6931471805599453,0.3346281856286857,0.6931471805599453,0.42913669895945433,5.71042701737487,6.570886716572852,0.0,1.8143349337757273,6.7357800142423265,5.960751192843932,3.6375861597263857,3.0674039255165044
5.003946305945459,3.972138817954396,0.6931471805599453,2.4169766152403263,0.6931471805599453,0.2259417738920958,5.697093486505405,5.826165601172826,0.0,4.802772466725664,6.733401891837359,6.240261382078385,3.6375861597263857,2.27965491570242
5.003946305945459,4.272634810226821,0.6931471805599453,1.4475207357890505,0.6931471805599453,0.06093325791601645,5.69035945432406,5.225091215926135,0.0,0.5997079365339628,6.7339969528486705,7.1760044778670755,3.6375861597263857,1.7272667411653626
5.003946305945459,4.345463938318607,0.6931471805599453,0.2967412392685258,0.6931471805599453,0.6693689874004375,5.683579767338681,5.62301669387436,0.0,1.7690001987754735,6.734591659972948,7.341004476849165,3.6375861597263857,2.36061683665423
5.0106352940962555,4.341866821361305,0.6931471805599453,1.1827120560196862,0.6931471805599453,0.0,5.700443573390687,4.269537233533168,0.0,1.8481360063451178,6.734591659972948,7.814208528167964,3.6375861597263857,3.09334102957747
5.030437921392435,3.528268577893309,0.6931471805599453,2.2316203922778173,0.6931471805599453,0.018953016311747062,5.68697535633982,4.380441906418737,0.0,2.3053999444255506,6.739336627357174,7.137659298233412,3.6375861597263857,1.377260185511842
5.030437921392435,4.541688840076134,0.6931471805599453,2.9087038300379344,0.6931471805599453,0.0,5.697093486505405,4.5204429290225745,0.0,6.4502492322753575,6.75343791859778,7.77511641446092,3.6375861597263857,0.7360673826386928
5.087596335232384,4.381713781867555,0.6931471805599453,0.6805660065755131,0.6931471805599453,0.37352703612392335,5.6937321388027,5.974980306594045,0.0,5.386408139788638,6.759255270663693,6.898524279382793,3.713572066704308,1.6495973832101878
