S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.786897381366708,6.308458055493617,5.717027701406222,5.528719384985124,6.311734809152915,5.964260486258819,1.9459101490553132,1.081212664011084,2.833213344056216,3.7820223234272246,5.700443573390687,6.136401166047567,4.248495242049359,4.0986895217885975
5.783825182329737,5.870791648110449,5.720311776607412,5.035561230698818,6.302618975744905,6.573656882084298,1.9459101490553132,2.8880847118975366,2.9444389791664403,3.20799228453532,5.69035945432406,5.702578321910506,4.248495242049359,4.260863270403332
5.7745515455444085,5.471859696964649,5.720311776607412,5.14263302722819,6.313548046277095,6.38287339865112,1.9459101490553132,4.353657382153805,2.995732273553991,3.0038572773912082,5.680172609017068,6.9353641483014865,4.2626798770413155,3.501158837728427
5.755742213586912,5.947958725700179,5.720311776607412,5.709763972631061,6.3080984415095305,6.3078845541541195,1.791759469228055,1.7669789076442883,2.995732273553991,4.990805274851781,5.631211781821365,6.679345019501731,4.23410650459726,3.8053094530124776
5.765191102784844,6.378643324533638,5.726847747587197,5.400279977045475,6.298949246855942,5.904410808878547,1.791759469228055,2.7110644267666903,3.091042453358316,4.221748856349494,5.634789603169249,5.325640726328266,4.23410650459726,3.7404482542967226
5.765191102784844,6.758473724306041,5.733341276897746,5.7148549512686575,6.298949246855942,6.152295399924915,1.791759469228055,1.082219883745964,2.772588722239781,2.8454967396358213,5.66988092298052,4.961674981683931,4.23410650459726,3.9879098298585887
5.75890177387728,5.213017633950739,5.703782474656201,5.866908878417921,6.278521424165844,6.426136531305959,1.791759469228055,2.901312606834709,2.302585092994046,4.839209304728006,5.6131281063880705,5.72242052822513,4.23410650459726,4.456920099149951
5.7745515455444085,5.536788893120123,5.717027701406222,4.771612157408465,6.278521424165844,5.479766959560342,1.791759469228055,2.0329216890926083,2.4849066497880004,4.4590348713701475,5.616771097666572,6.314653390901663,4.23410650459726,3.9869174539284153
5.765191102784844,5.456560060549572,5.71042701737487,5.505510820699488,6.2878585601617845,6.2339915565640815,1.791759469228055,3.384022326409521,2.302585092994046,4.790459279840878,5.616771097666572,5.305644579667162,4.23410650459726,3.761679938236195
5.777652323222656,5.9142553088007475,5.707110264748875,6.041175658567657,6.3080984415095305,5.512318417780401,1.791759469228055,1.7306117871747722,2.3978952727983707,4.230654767531888,5.66988092298052,6.2258443741688945,4.23410650459726,3.817207269461885
5.777652323222656,6.658290122705489,5.707110264748875,5.616353446559279,6.3080984415095305,6.096659568437765,1.791759469228055,3.131832205768214,2.302585092994046,2.7149775056041237,5.66988092298052,5.911567150536526,4.23410650459726,4.026944302690036
