S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.575949103146316,5.556456979194597,5.159055299214529,5.4890818931792404,5.948034989180646,5.309338886420629,1.9459101490553132,2.0883033451939825,2.4849066497880004,3.492146003391859,6.059123195581797,5.786929959133564,3.828641396489095,4.525922742691894
5.572154032177765,5.883410050656081,5.170483995038151,5.220582408498208,5.953243334287785,6.338755695265112,1.9459101490553132,1.8091062713847768,2.3978952727983707,4.360383659896902,6.0844994130751715,4.98844699356925,3.828641396489095,4.201794056668947
5.796057750765372,5.507165658558558,5.768320995793772,5.324127413642228,6.313548046277095,6.37660363943436,1.9459101490553132,3.5381473710791926,2.70805020110221,3.047032531223735,6.293419278846481,6.617369728617236,4.1588830833596715,3.5576107024390824
5.796057750765372,5.732870512660466,5.720311776607412,5.66304151529631,6.274762021241939,5.866846263214523,1.9459101490553132,2.2628843739215494,2.70805020110221,3.1565064669897462,5.700443573390687,5.33667402900924,4.1588830833596715,4.291449917769414
5.84354441703136,5.465945979781065,5.726847747587197,5.935606953356301,6.272877006546167,6.963947757182916,1.9459101490553132,2.230084134596236,2.8903717578961645,3.991032683557554,5.707110264748875,5.790115793587934,4.1588830833596715,4.190594734250561
5.8377304471659395,6.768014580206771,5.726847747587197,4.856706185303338,6.269096283706261,5.885476922457381,1.9459101490553132,0.7964984508394879,2.5649493574615367,4.253199196640817,5.697093486505405,5.413519686287291,4.174387269895637,3.7086061966246873
5.834810737062605,6.8393532431675315,5.739792912179234,5.629375017643364,6.285998094508865,6.230158896494127,1.9459101490553132,0.0,2.302585092994046,4.039809708149379,5.697093486505405,5.356250737995065,4.189654742026425,3.6477421595068864
5.834810737062605,5.702482356696095,5.7430031878094825,5.42846209283428,6.306275286948016,6.635808491515407,1.9459101490553132,1.2105855233060223,2.6390573296152584,4.182898112689248,5.723585101952381,5.803105778114138,4.189654742026425,3.69246594043243
5.8377304471659395,5.171635358906516,5.723585101952381,5.425169399627638,6.333279628139691,5.723952915088028,1.9459101490553132,4.577256739760701,2.0794415416798357,2.980295255133929,5.703782474656201,4.792387593019723,4.248495242049359,3.8103666869831105
5.8377304471659395,5.70276280568194,5.723585101952381,5.906227487017889,6.335054251498059,7.113341974495901,1.9459101490553132,3.320280346444078,2.0794415416798357,3.1874930247743984,5.713732805509369,5.641759394032806,4.248495242049359,4.116179234110615
5.840641657373398,5.726943575151373,5.726847747587197,5.047989435297386,6.327936783729195,6.149823164945243,1.9459101490553132,3.61954139606601,2.833213344056216,2.504414175141572,5.703782474656201,6.778420384370097,4.248495242049359,3.5442925619153725
5.840641657373398,5.870717254230102,5.726847747587197,5.749256607022814,6.327936783729195,6.8687669750007805,1.9459101490553132,1.7728021062004249,2.772588722239781,3.2690112903081934,5.717027701406222,5.680926087828031,4.248495242049359,3.502294799130628
5.786897381366708,5.862331976900565,5.717027701406222,4.2724576951710365,6.311734809152915,6.079442943934307,1.9459101490553132,1.5023583107033995,2.833213344056216,4.5311059451441436,5.700443573390687,5.590236572173823,4.248495242049359,4.15351843322797
5.783825182329737,6.705453753230578,5.720311776607412,5.477706286466459,6.302618975744905,6.700936124449175,1.9459101490553132,2.3390650526822574,2.9444389791664403,3.1660055818591,5.69035945432406,5.931855693856887,4.248495242049359,3.933339164862141
5.7745515455444085,5.478729674856299,5.720311776607412,5.072609860988699,6.313548046277095,5.715577778823132,1.9459101490553132,3.842263006477583,2.995732273553991,4.738372916959948,5.680172609017068,5.284974524094577,4.2626798770413155,3.592607775359252
5.755742213586912,5.0888192209410095,5.720311776607412,4.995053300842912,6.3080984415095305,5.974938779792772,1.791759469228055,3.2975156234532195,2.995732273553991,3.7821735358734316,5.631211781821365,6.144094124073146,4.23410650459726,3.9026362244142914
5.765191102784844,5.894090362188119,5.726847747587197,5.519746508068525,6.298949246855942,6.797689907012042,1.791759469228055,4.094123145575596,3.091042453358316,3.7563416610996376,5.634789603169249,6.273471962702175,4.23410650459726,4.461043266220012
5.765191102784844,5.798475635556586,5.733341276897746,5.705733408293865,6.298949246855942,6.511097863719141,1.791759469228055,2.3336061231871823,2.772588722239781,3.6134560632697688,5.66988092298052,4.695374611255422,4.23410650459726,3.2333231065601566
5.75890177387728,6.384069657201495,5.703782474656201,5.684437573638799,6.278521424165844,6.1269775126820445,1.791759469228055,3.613835412598453,2.302585092994046,3.2116593842433283,5.6131281063880705,5.997924744025891,4.23410650459726,4.0708264637587535
5.7745515455444085,6.30755604252991,5.717027701406222,5.458627513998851,6.278521424165844,5.932726539436247,1.791759469228055,3.6870475220847903,2.4849066497880004,3.1015833565710063,5.616771097666572,5.452478987924169,4.23410650459726,3.654391597275726
5.765191102784844,5.805987481550652,5.71042701737487,5.152914001776288,6.2878585601617845,6.251579566172087,1.791759469228055,3.195997784917224,2.302585092994046,2.8218161552941745,5.616771097666572,5.07971408519016,4.23410650459726,3.8828735312797087
5.777652323222656,6.38471946276635,5.707110264748875,5.065092201238328,6.3080984415095305,6.268962172673076,1.791759469228055,1.5909934478847787,2.3978952727983707,4.821110359854789,5.66988092298052,6.831833312062203,4.23410650459726,4.121599124679821
5.777652323222656,5.929631785141094,5.707110264748875,5.34075797444215,6.3080984415095305,6.34527283447977,1.791759469228055,2.779418438039456,2.302585092994046,4.052237701108541,5.66988092298052,6.646164803558681,4.23410650459726,4.1725888438160785
