S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.17804065448848427,0.0,1.0120744067826586,3.784189633918261,3.1131672510296626,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
0.0,0.0,0.0,0.0,3.784189633918261,3.4461845282598285,5.181783550292085,4.3021503735305675,1.3862943611198906,1.6349910084173271,4.844187086458591,5.50117983733478,0.6931471805599453,0.16693926174154597,3.044522437723423,2.1756276931478977,0.0,3.156825894810024
0.0,0.05303472254716837,0.0,0.8808409590813884,3.784189633918261,2.140206708680388,5.181783550292085,3.3772235671968973,1.3862943611198906,1.3471537122008725,4.844187086458591,4.255678605474777,0.6931471805599453,0.33826522379733365,3.044522437723423,2.24103069752126,0.0,1.6563632006101434
0.0,0.0,0.0,0.0,3.784189633918261,3.5562956942389894,5.181783550292085,3.0367191524721533,1.3862943611198906,1.7885480364227235,4.844187086458591,4.540605548838034,0.6931471805599453,0.4741393898868982,3.044522437723423,1.251582620351889,0.0,2.287728834734052
0.0,0.4379859030668488,0.0,1.4437348817632272,3.784189633918261,3.7262803704848357,5.181783550292085,3.9930552584138823,1.3862943611198906,1.978550214375339,4.844187086458591,4.034991314643786,0.6931471805599453,0.335345606878255,3.044522437723423,2.720967757984339,0.0,0.008768310234863907
0.0,0.5691825495108607,0.0,0.3743501756370774,3.784189633918261,2.612178162425356,5.181783550292085,4.348302185098329,1.3862943611198906,1.1452807357386245,4.844187086458591,2.8013650576382805,0.6931471805599453,0.4054079065066073,3.044522437723423,2.208847685844147,0.0,5.156149851848785
0.0,0.0,0.0,0.5634463501053906,3.784189633918261,3.5237662037920017,5.181783550292085,3.320442592686942,1.3862943611198906,1.6752705142668924,4.844187086458591,3.0658781452914816,0.6931471805599453,0.34102352541685166,3.044522437723423,1.9839029248109756,0.0,0.0
0.0,0.0,0.0,0.5482955487891639,3.784189633918261,2.646685002391265,5.181783550292085,2.5958576346543247,1.3862943611198906,0.9527714457429677,4.844187086458591,4.620496588323643,0.6931471805599453,0.40076767795862894,3.044522437723423,1.6652216402075557,0.0,3.764358378051835
0.0,0.09029771455276278,0.0,0.04280955190192426,3.784189633918261,3.0729103548049808,5.181783550292085,3.680112591954888,1.3862943611198906,1.550962638605073,4.844187086458591,3.893222790401696,0.6931471805599453,0.05823165885352888,3.044522437723423,2.7412975126870314,0.0,1.5346168038992216
0.0,0.0,0.0,0.046005102349161775,3.784189633918261,3.7150875006411397,5.181783550292085,2.2636185627023817,1.3862943611198906,1.8135460477310672,4.844187086458591,5.082791369550714,0.6931471805599453,0.21918049005368795,3.044522437723423,2.313847401301863,0.0,3.115780993762778
0.0,0.21420168450770094,0.0,1.2205604231647884,3.784189633918261,4.331534366663171,5.181783550292085,3.443798434474567,1.3862943611198906,2.316510243281618,4.844187086458591,5.325233144871924,0.6931471805599453,0.36751780103980514,3.044522437723423,1.8116572901399368,0.0,0.37440573112061226
0.0,0.7963923797991437,0.0,0.3345516223550328,3.784189633918261,2.586352051287652,5.181783550292085,1.4249595281206515,1.3862943611198906,1.142439380733895,4.844187086458591,5.3212525608945285,0.6931471805599453,0.0,3.044522437723423,2.0245214734030386,0.0,2.8323699726129044
