S1213_Actual,S1213_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.1869835698997661,0.8654164806904682,0.0,0.19170098661429782,0.0,0.051733357324998425,0.0,0.11196008221551346,0.09785579000375867,0.46128570284664755,0.0,0.046991420998253174,0.0,0.19702941544705932,0.09785579000375867,0.6025512276968152,0.0,0.5169270278182613
0.17135825199668528,0.5071645722647988,0.0,0.1565949746909615,0.0,0.5957505304476791,0.0,0.0,0.08934510033585,0.2480576389986625,0.0,0.0,0.0,0.4170423230651064,0.08934510033585,0.6878779971859313,0.0,0.7621705704069478
0.15548490284039515,0.22711746494334717,0.0,0.4716198381804878,0.0,0.0,0.0,0.038828127061435416,0.08076135664445859,1.0190992585421805,0.0,0.0,0.0,0.0,0.08076135664445859,0.45670264007625666,0.0,0.0
0.13935552091051145,0.3397602448105458,0.0,0.6110083308374901,0.0,0.0035473032449100245,0.0,0.1154901729257296,0.07210329390134397,0.1209671143224691,0.0,0.16631475571127516,0.0,0.0,0.07210329390134397,0.473435745910306,0.0,1.0175666488031838
0.1229617111348351,0.41587348165287974,0.0,0.0,0.0,0.0,0.0,0.0,0.06336961393258933,0.0,0.0,0.24714220494787686,0.0,0.0,0.06336961393258933,0.6329159146295964,0.0,0.0
0.10629465864962341,0.26837429848568306,0.0,0.0,0.0,0.0,0.0,0.3992537618423665,0.0545589842504345,0.0,0.0,0.0,0.0,0.0,0.0545589842504345,0.17779456264484317,0.0,0.3833406462529768
0.08934510033585008,1.1043805374544189,0.0,0.0,0.0,0.36265553896977254,0.0,0.3233452142027336,0.04567003683318844,0.29687425976745896,0.0,0.0,0.0,0.5214012986875917,0.04567003683318844,0.5054961828169225,0.0,1.4500672404769475
0.07210329390134407,0.03482131607023453,0.0,0.6474888270097957,0.0,0.0,0.0,0.0,0.036701366850428,0.34456725591389636,0.0,0.18754022125298878,0.0,0.2767262370277148,0.036701366850428,0.4335974727258073,0.0,1.5857986966896185
0.0545589842504346,0.8643339186660581,0.0,1.0422980852872843,0.0,0.013739374771877456,0.0,0.768460677149993,0.027651531330510157,0.8616317467938436,0.0,0.06095751560970158,0.0,0.6682113078141321,0.027651531330510157,1.0258159083944398,0.0,0.4900381713892117
0.0367013668504281,0.7946263329590436,0.0,0.0,0.0,0.24356539646145114,0.0,0.0,0.018519047767237597,0.23599839002553735,0.0,0.0,0.0,1.1651137289312334,0.018519047767237597,0.6018115400020811,0.0,0.9500598647187855
0.018519047767237697,0.8374406841503869,0.0,0.12143431394642433,0.0,0.2055272571117105,0.0,0.09554525759882279,0.009302392662313554,0.30002980680007263,0.0,0.0,0.0,0.0,0.009302392662313554,0.37635821816213455,0.0,1.1282140853180747
0.0,0.44241649734225225,0.0,0.0035352179888212265,0.0,0.0,0.0,0.3377541257817763,0.0,0.788616703344973,0.0,0.0,0.0,0.5167621414870516,0.0,0.7259138343212863,0.0,0.0
