S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.6931471805599453,0.9610498910441571,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,1.1544836378031171,0.6931471805599453,1.7608963687944472,1.9694406464655074,3.0356988300985153,3.3262343431887,1.1552870267553805,0.0,0.0,0.0,0.35653112164238676,0.6061358035703155,0.5252227394007181
1.0986122886681098,1.1676983268635632,0.6931471805599453,1.0184146508090188,1.9459101490553132,3.083226823377558,3.332204510175204,0.053893622690959875,0.0,7.82054332798617e-07,0.0,0.0,0.6931471805599453,1.7402802292009723
1.0986122886681098,1.0365453926482529,0.6931471805599453,1.1588221185775596,1.9299098077088723,2.629721968597046,3.332204510175204,1.9468344851091754,0.0,0.0,0.0,0.36242890027855307,0.6359887667199967,0.6282518389223541
1.0986122886681098,1.1393309893442654,0.6931471805599453,2.286402145812707,1.9136492868370918,1.9341106670141133,3.332204510175204,1.363968942112874,0.0,0.0,0.0,0.17092270026699444,0.5753641449035619,1.0898081603552527
1.0986122886681098,1.050435960709687,0.6931471805599453,0.33402239673867007,1.8971199848858813,3.4498928037983756,3.332204510175204,1.8464836739496664,0.0,0.0,0.0,0.08263542470001985,0.5108256237659907,1.2193931124398651
1.0986122886681098,1.2274634168088119,0.6931471805599453,0.5779582572402543,1.8803128665695001,2.133999769416011,3.332204510175204,1.6211503083165664,0.0,0.0,0.0,0.0,0.44183275227903923,0.9213531150809229
1.0986122886681098,0.728658402097798,0.6931471805599453,0.750941990784647,1.8632184332102,2.0659880033955975,3.332204510175204,2.0293622230966544,0.0,0.0,0.0,0.3226911565925652,0.36772478012531734,0.0
1.0986122886681098,1.2438429494135215,0.6931471805599453,0.7749471449421496,1.8458266904983307,2.196822887428399,3.332204510175204,1.5478016042455307,0.0,0.0,0.0,0.6550581224143092,0.2876820724517809,1.2139195594444898
1.0986122886681098,1.1729358056996764,0.6931471805599453,0.27773788570634017,1.8281271133989299,3.6734092881102542,3.332204510175204,2.994529503145544,0.0,0.0,0.0,0.4630990150690836,0.20067069546215122,1.3944469009050733
1.0986122886681098,1.309135447913403,0.6931471805599453,0.5922069547039008,1.8101086078962514,2.810622412660459,3.332204510175204,2.434510417253371,0.0,0.0,0.0,0.2649132495545168,0.1053605156578263,1.292934406343271
1.0986122886681098,1.4431190055978598,0.6931471805599453,0.5599603129881989,1.791759469228055,2.82439133030492,3.332204510175204,1.0631401091723207,0.0,0.0,0.0,0.38262362053403465,0.0,1.2565156835330864
