S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.17804065448848427,0.0,1.0120744067826586,3.784189633918261,3.1131672510296626,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
0.0,0.0,0.0,1.0419010556286858,3.784189633918261,4.400632805426468,5.181783550292085,5.640110366456469,1.3862943611198906,1.1995972741383965,4.844187086458591,2.369883780657882,0.6931471805599453,0.4026018877403172,3.044522437723423,1.19677452052741,0.0,0.0
0.0,1.1259640832548166,0.0,1.9601762345543183,3.784189633918261,4.446154226071036,5.181783550292085,2.5630980523143974,1.3862943611198906,1.276062369079605,4.844187086458591,3.737964080376741,0.6931471805599453,0.01598198964450226,3.044522437723423,1.8267276068256142,0.0,0.6019583159370802
0.0,0.0,0.0,2.329340213440987,3.784189633918261,3.7969801118738555,5.181783550292085,2.64830095292341,1.3862943611198906,0.43402661957459066,4.844187086458591,2.448589900799782,0.6931471805599453,0.3662987579337612,3.044522437723423,2.4248944968258117,0.0,0.38926511043873924
0.0,0.08874359586907236,0.0,1.9955172660038887,3.784189633918261,3.879066481510042,5.181783550292085,5.747751345482592,1.3862943611198906,0.8945487801502983,4.844187086458591,4.651276086167605,0.6931471805599453,0.8871518027415951,3.044522437723423,3.392928268539201,0.0,1.4173444548559497
0.0,0.9966462153965946,0.0,2.7339118442032158,3.784189633918261,3.444523514261217,5.181783550292085,1.938034502979147,1.3862943611198906,1.6469774548698892,4.844187086458591,4.433707864710817,0.6931471805599453,1.3681075383288928,3.044522437723423,2.8307875890474157,0.0,2.0414490418408264
0.0,0.12012109026298358,0.0,0.1737479605221528,3.784189633918261,3.5122450250300092,5.181783550292085,2.792654070000445,1.3862943611198906,1.4183972553317685,4.844187086458591,3.3066794908798145,0.6931471805599453,0.6502115540942448,3.044522437723423,2.776382694788925,0.0,0.9339764123966997
0.0,0.0,0.0,1.5007316640620258,3.784189633918261,2.365505798744654,5.181783550292085,5.980944605195365,1.3862943611198906,0.38123841079512877,4.844187086458591,5.655093613635042,0.6931471805599453,0.0,3.044522437723423,1.7323489804812264,0.0,2.072530546796482
0.0,0.0,0.0,1.8319914120550194,3.784189633918261,3.9214675204301734,5.181783550292085,2.7179889705368283,1.3862943611198906,1.1116874681823679,4.844187086458591,3.286404077165298,0.6931471805599453,0.5853167300062094,3.044522437723423,3.1045841696311376,0.0,0.9095495353997379
0.0,0.4042823882534784,0.0,0.7892777769627637,3.784189633918261,3.133965224433674,5.181783550292085,0.7432752230896469,1.3862943611198906,0.7557518270130521,4.844187086458591,4.565677242885387,0.6931471805599453,0.4848840024197789,3.044522437723423,3.198834793391237,0.0,1.537163953978752
0.0,0.4073003558157368,0.0,0.0,3.784189633918261,3.7271384692890823,5.181783550292085,4.691651625553131,1.3862943611198906,0.7304545011571151,4.844187086458591,3.8692870301302156,0.6931471805599453,0.2632443228421248,3.044522437723423,3.468542445312446,0.0,2.707199926327938
0.0,0.4292154814602644,0.0,0.0,3.784189633918261,3.199338724331603,5.181783550292085,4.691089946503126,1.3862943611198906,0.7401005539136859,4.844187086458591,5.631056125894075,0.6931471805599453,0.5353505246873809,3.044522437723423,3.5206952943730148,0.0,1.742718384588302
