S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.575949103146316,5.673637925599044,5.170483995038151,5.958190200974536,5.948034989180646,5.703444745946733,1.9459101490553132,1.0892561763235866,2.4849066497880004,4.452985558191695,6.059123195581797,5.204317295317294,3.828641396489095,3.825598282491316
5.572154032177765,5.027405014799104,5.176149732573829,6.116777022066741,5.953243334287785,6.024097115477424,1.9459101490553132,1.9910597398285663,2.3978952727983707,3.6650697653715616,6.0844994130751715,6.415709764820445,3.828641396489095,3.5633569055623804
5.796057750765372,6.394632325588297,5.817111159963204,5.862363754487708,6.313548046277095,6.353786735273322,1.9459101490553132,2.3985339138982127,2.70805020110221,3.3579751232977126,6.293419278846481,5.872729834087168,4.1588830833596715,3.613517854325503
5.796057750765372,5.584553297992735,5.814130531825066,5.600484863897899,6.274762021241939,6.63125669779341,1.9459101490553132,2.3757684231390255,2.70805020110221,5.204177312965334,5.700443573390687,5.49143049871965,4.1588830833596715,3.7146545436669482
5.84354441703136,6.2866638189302515,5.814130531825066,5.411943580432443,6.272877006546167,5.999524476769746,1.9459101490553132,2.7974580696254616,2.8903717578961645,3.453088908438873,5.707110264748875,6.399310121411701,4.1588830833596715,3.6935084028709233
5.8377304471659395,5.4670344395893915,5.814130531825066,4.933812504158407,6.269096283706261,5.587067428845048,1.9459101490553132,1.9385204432631273,2.5649493574615367,4.367719006009255,5.697093486505405,4.999541698747911,4.174387269895637,4.45992205538544
5.834810737062605,6.02929912568923,5.817111159963204,6.357631030876342,6.285998094508865,5.924374837559864,1.9459101490553132,1.7535481791909415,2.302585092994046,2.892288962091288,5.697093486505405,5.5598171557800855,4.189654742026425,3.854270705700749
5.834810737062605,5.166182852796825,5.817111159963204,5.493175376920264,6.306275286948016,7.404748707751751,1.9459101490553132,1.7828977486796496,2.6390573296152584,4.098518355444426,5.723585101952381,5.163880840492415,4.189654742026425,4.3002057985815965
5.8377304471659395,6.4656383568728,5.820082930352362,6.076508379621086,6.333279628139691,7.015280385642479,1.9459101490553132,1.274927144157201,2.0794415416798357,4.224499275885815,5.703782474656201,5.513307578866188,4.248495242049359,4.515568464731812
5.8377304471659395,5.288165448481317,5.820082930352362,5.676888283446799,6.335054251498059,6.407465706005591,1.9459101490553132,0.7965727488674226,2.0794415416798357,1.7573437279869177,5.713732805509369,6.1083111824304375,4.248495242049359,3.5948448602127008
5.840641657373398,6.109129148172912,5.820082930352362,5.755846838022908,6.327936783729195,7.310105080928222,1.9459101490553132,1.4407672762988284,2.833213344056216,2.8410207235957765,5.703782474656201,5.602133298543238,4.248495242049359,4.232001950783172
