S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.840641657373398,5.905965091877481,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.786897381366708,5.926740191766169,5.814130531825066,5.4524150820771915,6.311734809152915,5.983852523199823,1.9459101490553132,2.8175809398726193,2.833213344056216,3.82238682828972,5.700443573390687,5.922378251468528,4.248495242049359,3.7983517555563675
5.783825182329737,6.249950273140315,5.811140992976701,5.654485970316835,6.302618975744905,6.080290471173437,1.9459101490553132,3.0892122535620876,2.9444389791664403,2.891047456230881,5.69035945432406,6.516660590675581,4.248495242049359,3.799757035820503
5.7745515455444085,6.608626756970036,5.811140992976701,5.306999361227405,6.313548046277095,6.310383311765892,1.9459101490553132,2.1428309139074426,2.995732273553991,3.876465321857906,5.680172609017068,4.698287176195349,4.2626798770413155,4.53843757676681
5.755742213586912,5.822711467925397,5.811140992976701,5.6895532213042905,6.3080984415095305,6.192175110360453,1.791759469228055,2.9501663996927805,2.995732273553991,3.1906221190239576,5.631211781821365,5.865465962988077,4.23410650459726,4.029452606032547
5.765191102784844,6.926482275424153,5.811140992976701,5.303218530900335,6.298949246855942,6.678795686388176,1.791759469228055,1.8822022659288384,3.091042453358316,2.881168851928557,5.634789603169249,6.798183136212874,4.23410650459726,4.035625864126659
5.765191102784844,5.886608305468507,5.811140992976701,6.206020737526114,6.298949246855942,5.730752172511557,1.791759469228055,1.466895589535139,2.772588722239781,3.9916395950865766,5.66988092298052,4.919504863380655,4.23410650459726,3.666767897031888
5.75890177387728,6.307297171667494,5.808142489980444,5.595695340765734,6.278521424165844,6.343930728706505,1.791759469228055,1.3743414444542537,2.302585092994046,4.34796893001808,5.6131281063880705,6.65990091089997,4.23410650459726,4.3189653712895435
5.7745515455444085,5.515302116532195,5.808142489980444,5.177988491551591,6.278521424165844,6.2602549841534945,1.791759469228055,2.1935318406811044,2.4849066497880004,2.932616270289899,5.616771097666572,5.911925631878823,4.23410650459726,3.9474372619779134
5.765191102784844,6.232904835930463,5.808142489980444,5.4277900008436735,6.2878585601617845,6.088578145939725,1.791759469228055,3.6212176311735664,2.302585092994046,4.657382024266292,5.616771097666572,5.679214532557912,4.23410650459726,4.428427428729385
5.777652323222656,6.487472946523915,5.755742213586912,5.927585710463733,6.3080984415095305,5.775738442175872,1.791759469228055,1.4389587206521965,2.3978952727983707,4.552538617262212,5.66988092298052,6.263293282249165,4.23410650459726,3.738664945051299
5.777652323222656,6.220718985418586,5.755742213586912,6.173957884090612,6.3080984415095305,5.844690839245507,1.791759469228055,1.1793895331211992,2.302585092994046,4.7411886423411485,5.66988092298052,6.264332531568048,4.23410650459726,4.16451661701838
