RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.663439094112067,5.103045554277688,3.1780538303479458,3.6392436171574167,2.70805020110221,3.3928598908698673,4.736198448394496,4.451906016607533
4.68213122712422,4.9117502504185815,3.258096538021482,3.088675228056059,2.70805020110221,3.1908943552415194,4.564348191467836,4.552201487523457
4.948759890378168,5.500959143108769,3.258096538021482,4.308539280226615,2.70805020110221,4.557364261143242,3.784189633918261,4.1286680173447845
4.955827057601261,6.643006907119146,3.258096538021482,4.062408211391567,2.70805020110221,2.3323847256783954,4.02535169073515,4.35527263456011
4.955827057601261,5.7750493798777685,3.258096538021482,3.500889852414682,2.70805020110221,3.2057979146970195,4.060443010546419,4.245809855996452
4.969813299576001,5.097303587432165,3.258096538021482,3.555364080652628,2.70805020110221,3.5457375571283674,4.143134726391533,3.783577002812581
4.969813299576001,5.250536781634441,3.258096538021482,4.00095547697893,2.70805020110221,3.0605771273813804,4.127134385045092,4.523851543836702
4.962844630259907,4.028554491320733,3.2188758248682006,3.7038351696081335,2.5649493574615367,2.2761037617332684,4.23410650459726,4.745203502254124
4.962844630259907,3.600702344142884,3.5553480614894135,2.444622577764625,2.5649493574615367,2.564449933620639,4.23410650459726,4.540686674916045
4.962844630259907,4.488911647810386,3.5553480614894135,3.336748182764954,2.5649493574615367,1.4122901852276772,4.23410650459726,4.26295409295486
4.962844630259907,5.287819552384467,3.5553480614894135,3.7185089320577283,2.5649493574615367,3.183531854974418,4.2626798770413155,4.392788799336138
4.962844630259907,5.785796375701936,3.5553480614894135,3.0288184451616873,2.5649493574615367,4.6786030448696,4.248495242049359,4.609521715537495
