RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.663439094112067,5.103045554277688,3.1780538303479458,3.6392436171574167,2.70805020110221,3.3928598908698673,4.736198448394496,4.451906016607533
4.68213122712422,4.643684514423901,3.258096538021482,3.190764619943891,2.70805020110221,3.4699424578852582,4.564348191467836,4.82049512098324
4.948759890378168,4.327362885641467,3.258096538021482,3.6339314209158724,2.70805020110221,1.357454231807493,3.784189633918261,4.333402853071508
4.955827057601261,5.171963343932449,3.258096538021482,3.181531651074232,2.70805020110221,2.697083209534473,4.02535169073515,4.372232059094806
4.955827057601261,4.464926766207624,3.258096538021482,5.095037620988233,2.70805020110221,3.9181835159207385,4.060443010546419,4.740736373816163
4.969813299576001,5.884491053246332,3.258096538021482,3.9309102404659346,2.70805020110221,2.3480703897686817,4.143134726391533,4.183884316497504
4.969813299576001,4.610948816510819,3.258096538021482,4.848918388112207,2.70805020110221,3.8755840516894318,4.127134385045092,4.960666891028933
4.962844630259907,5.137955412807823,3.2188758248682006,4.262279679717846,2.5649493574615367,3.4970668509983023,4.23410650459726,4.909753398355876
4.962844630259907,5.053461528576127,3.5553480614894135,4.056724044441919,2.5649493574615367,1.9943790321075578,4.23410650459726,3.9262366050017676
4.962844630259907,4.365234848745984,3.5553480614894135,2.5909490600668112,2.5649493574615367,2.1644303419855824,4.23410650459726,4.043031520411065
4.962844630259907,4.41795653353198,3.5553480614894135,5.390308358582299,2.5649493574615367,2.4827153910804345,4.2626798770413155,4.408447640296011
4.962844630259907,5.594671079670138,3.5553480614894135,1.8637932456006945,2.5649493574615367,3.9240969106261856,4.248495242049359,4.48627457762724
